日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2018-01-02,600787,10.38,10.68,10.71,10.35,180310,202768681.0,3.47,2.89,0.3,0.97
2018-01-03,600787,10.69,10.67,10.74,10.58,152639,172247120.0,1.5,-0.09,-0.01,0.82
2018-01-04,600787,10.64,10.63,10.75,10.48,157406,176686356.0,2.53,-0.37,-0.04,0.85
2018-01-05,600787,10.65,10.82,10.98,10.6,304560,349503792.0,3.57,1.79,0.19,1.64
2018-01-08,600787,10.78,10.7,10.83,10.54,185355,208933616.0,2.68,-1.11,-0.12,1.0
2018-01-09,600787,10.7,10.96,10.98,10.68,310040,356771568.0,2.8,2.43,0.26,1.67
2018-01-10,600787,10.9,10.95,10.97,10.75,191965,220211880.0,2.01,-0.09,-0.01,1.03
2018-01-11,600787,10.94,10.74,10.94,10.73,141718,162133435.0,1.92,-1.92,-0.21,0.76
2018-01-12,600787,10.68,10.77,10.92,10.47,232516,263440538.0,4.19,0.28,0.03,1.25
2018-01-15,600787,10.76,10.68,10.9,10.43,171509,194111949.0,4.36,-0.84,-0.09,0.92
2018-01-16,600787,10.69,11.27,11.42,10.66,471643,556925184.0,7.12,5.52,0.59,2.54
2018-01-17,600787,11.16,11.33,11.57,11.07,513580,613954480.0,4.44,0.53,0.06,2.76
2018-01-18,600787,11.27,11.3,11.39,11.16,219081,260069051.0,2.03,-0.26,-0.03,1.18
2018-01-19,600787,11.3,11.0,11.32,10.98,210906,247655300.0,3.01,-2.65,-0.3,1.13
2018-01-22,600787,10.95,11.19,11.3,10.78,312720,366866688.0,4.73,1.73,0.19,1.68
2018-01-23,600787,11.1,11.14,11.23,10.9,198620,232498734.0,2.95,-0.45,-0.05,1.07
2018-01-24,600787,11.08,11.18,11.42,11.04,282728,334722624.0,3.41,0.36,0.04,1.52
2018-01-25,600787,11.06,11.43,11.47,10.91,282554,335664016.0,5.01,2.24,0.25,1.52
2018-01-26,600787,11.37,11.33,11.95,11.24,784563,962159968.0,6.21,-0.87,-0.1,4.22
2018-01-29,600787,11.25,11.02,11.46,10.86,426067,502810528.0,5.3,-2.74,-0.31,2.29
2018-01-30,600787,10.9,9.86,10.97,9.86,741140,800539728.0,10.07,-10.53,-1.16,3.98
2018-01-31,600787,9.53,9.13,9.53,8.96,442270,434632384.0,5.78,-7.4,-0.73,2.38
2018-02-01,600787,9.16,8.69,9.34,8.56,380911,361031760.0,8.54,-4.82,-0.44,2.05
2018-02-02,600787,8.54,8.74,8.79,8.36,296935,273072992.0,4.95,0.58,0.05,1.6
2018-02-05,600787,8.58,8.82,8.85,8.5,189610,177943400.0,4.0,0.92,0.08,1.02
2018-02-06,600787,8.63,8.6,8.77,8.17,237281,216478901.0,6.8,-2.49,-0.22,1.28
2018-02-07,600787,8.61,8.67,8.77,8.43,164283,151765800.0,3.95,0.81,0.07,0.88
2018-02-08,600787,8.58,8.66,8.71,8.46,107583,99544982.0,2.88,-0.12,-0.01,0.58
2018-02-09,600787,8.55,8.26,8.55,8.08,172340,153279442.0,5.43,-4.62,-0.4,0.93
2018-02-12,600787,8.34,8.53,8.6,8.2,144466,131043970.0,4.84,3.27,0.27,0.78
2018-02-13,600787,8.62,8.47,8.65,8.38,116118,105944608.0,3.17,-0.7,-0.06,0.62
2018-02-14,600787,8.47,8.43,8.5,8.37,62444,56523096.0,1.53,-0.47,-0.04,0.34
2018-02-22,600787,8.52,8.73,8.75,8.34,103626,95842103.0,4.86,3.56,0.3,0.56
2018-02-23,600787,8.77,8.77,8.94,8.69,102414,96609184.0,2.86,0.46,0.04,0.55
2018-02-26,600787,8.8,9.05,9.07,8.8,137717,132204077.0,3.08,3.19,0.28,0.74
2018-02-27,600787,9.05,9.08,9.13,8.88,134871,130025402.0,2.76,0.33,0.03,0.73
