日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2018-01-02,600426,8.46,9.65,9.65,8.46,359157,611634192.0,14.12,14.47,1.22,2.22
2018-01-03,600426,10.1,9.49,10.22,9.34,579856,1018977024.0,9.12,-1.66,-0.16,3.59
2018-01-04,600426,9.4,9.95,10.01,9.27,525815,920932112.0,7.8,4.85,0.46,3.26
2018-01-05,600426,9.69,9.6,9.91,9.47,307927,538733472.0,4.42,-3.52,-0.35,1.91
2018-01-08,600426,9.42,9.74,9.9,9.34,303599,532163440.0,5.83,1.46,0.14,1.88
2018-01-09,600426,9.71,10.18,10.38,9.5,388306,694746848.0,9.03,4.52,0.44,2.41
2018-01-10,600426,10.28,9.63,10.52,9.51,392686,701411584.0,9.92,-5.4,-0.55,2.43
2018-01-11,600426,9.61,9.37,9.94,9.25,311410,539105360.0,7.17,-2.7,-0.26,1.93
2018-01-12,600426,9.38,9.3,9.44,9.0,240423,406745408.0,4.7,-0.75,-0.07,1.49
2018-01-15,600426,9.42,9.8,9.99,9.42,425568,750757408.0,6.13,5.38,0.5,2.64
2018-01-16,600426,9.57,10.1,10.52,9.43,372450,679858848.0,11.12,3.06,0.3,2.31
2018-01-17,600426,10.06,9.73,10.26,9.49,272413,485232576.0,7.62,-3.66,-0.37,1.69
2018-01-18,600426,9.72,10.33,10.41,9.71,319741,581927488.0,7.19,6.17,0.6,1.98
2018-01-19,600426,10.37,10.3,10.55,10.04,203983,373594928.0,4.94,-0.29,-0.03,1.26
2018-01-22,600426,10.3,11.06,11.08,10.18,303940,576006048.0,8.74,7.38,0.76,1.88
2018-01-23,600426,10.91,11.09,11.3,10.8,203068,392849952.0,4.52,0.27,0.03,1.26
2018-01-24,600426,10.87,10.93,11.36,10.83,243290,472378816.0,4.78,-1.44,-0.16,1.51
2018-01-25,600426,11.08,10.81,11.32,10.5,265700,506176400.0,7.5,-1.1,-0.12,1.65
2018-01-26,600426,10.71,11.2,11.28,10.57,211083,407347632.0,6.57,3.61,0.39,1.31
2018-01-29,600426,11.28,10.72,11.74,10.7,321751,628794896.0,9.29,-4.29,-0.48,1.99
2018-01-30,600426,10.68,11.0,11.3,10.6,258284,497619968.0,6.53,2.61,0.28,1.6
2018-01-31,600426,10.77,10.4,10.81,10.04,377343,696365824.0,7.0,-5.45,-0.6,2.34
2018-02-01,600426,10.3,10.37,10.91,10.1,210384,391457440.0,7.79,-0.29,-0.03,1.3
2018-02-02,600426,10.03,10.19,10.26,9.27,342787,613788656.0,9.55,-1.74,-0.18,2.12
2018-02-05,600426,9.87,11.09,11.11,9.7,324818,614687280.0,13.84,8.83,0.9,2.01
2018-02-06,600426,10.8,9.6,10.94,9.6,405690,740783520.0,12.08,-13.44,-1.49,2.51
2018-02-07,600426,10.03,8.72,10.94,8.46,450393,790778784.0,25.83,-9.17,-0.88,2.79
2018-02-08,600426,8.68,9.24,9.5,8.68,278261,470503328.0,9.4,5.96,0.52,1.72
2018-02-09,600426,8.74,8.8,9.1,7.94,446891,712260096.0,12.55,-4.76,-0.44,2.77
2018-02-12,600426,8.78,8.99,9.34,8.5,230046,381212496.0,9.55,2.16,0.19,1.42
2018-02-13,600426,9.3,9.4,9.67,9.1,191010,328890736.0,6.34,4.56,0.41,1.18
2018-02-14,600426,9.37,9.29,9.46,8.97,133795,226753335.0,5.21,-1.17,-0.11,0.83
2018-02-22,600426,9.44,10.3,10.4,9.41,230355,412620240.0,10.66,10.87,1.01,1.43
2018-02-23,600426,10.15,10.32,10.72,9.88,241377,442208704.0,8.16,0.19,0.02,1.5
2018-02-26,600426,10.42,10.67,10.77,10.42,201759,377964640.0,3.39,3.39,0.35,1.25
2018-02-27,600426,10.68,10.23,10.7,9.92,209010,382969392.0,7.31,-4.12,-0.44,1.29
2018-02-28,600426,10.02,10.12,10.33,9.81,141829,256525859.0,5.08,-1.08,-0.11,0.88
2018-03-01,600426,9.99,9.9,10.21,9.76,154913,278329136.0,4.45,-2.17,-0.22,0.96
2018-03-02,600426,9.69,9.59,9.87,9.3,193372,337942384.0,5.76,-3.13,-0.31,1.2
2018-03-05,600426,9.77,9.11,9.93,8.88,259659,444043840.0,10.95,-5.01,-0.48,1.61
2018-03-06,600426,9.29,9.51,9.57,8.87,201366,341744048.0,7.68,4.39,0.4,1.25
2018-03-07,600426,9.6,9.16,9.92,9.09,258407,449894672.0,8.73,-3.68,-0.35,1.6
2018-03-08,600426,9.18,9.7,9.72,9.01,174915,300771376.0,7.75,5.9,0.54,1.08
2018-03-09,600426,9.69,9.64,9.79,9.43,141861,246734840.0,3.71,-0.62,-0.06,0.88
2018-03-12,600426,9.64,10.27,10.41,9.57,243447,438401456.0,8.71,6.54,0.63,1.51
2018-03-13,600426,10.25,10.45,10.62,10.04,218269,403984304.0,5.65,1.75,0.18,1.35
2018-03-14,600426,10.41,10.29,10.57,10.24,119525,221101072.0,3.16,-1.53,-0.16,0.74
2018-03-15,600426,10.29,10.0,10.4,9.78,124257,223127004.0,6.03,-2.82,-0.29,0.77
2018-03-16,600426,10.01,10.0,10.28,9.9,82228,148615622.0,3.8,0.0,0.0,0.51
2018-03-19,600426,9.79,9.52,9.94,9.23,156105,270287952.0,7.1,-4.8,-0.48,0.97
2018-03-20,600426,9.26,9.45,9.57,9.18,99646,171277144.0,4.1,-0.74,-0.07,0.62
2018-03-21,600426,9.44,9.18,9.57,9.11,130392,223444280.0,4.87,-2.86,-0.27,0.81
2018-03-22,600426,9.1,8.87,9.41,8.82,143853,240082155.0,6.43,-3.38,-0.31,0.89
2018-03-23,600426,8.34,8.12,8.76,7.83,223844,349920992.0,10.48,-8.46,-0.75,1.39
2018-03-26,600426,7.81,8.26,8.52,7.81,164928,257475549.0,8.74,1.72,0.14,1.02
2018-03-27,600426,8.51,8.35,8.71,8.2,164396,263058663.0,6.17,1.09,0.09,1.02
2018-03-28,600426,8.18,7.59,8.37,7.47,278128,421865760.0,10.78,-9.1,-0.76,1.72
