序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
656,603395,红四方,31.34,0.29,0.09,33692.0,104602998.0,3.1,31.62,30.65,31.2,31.25,1.93,5.18,133.31,5.83,8148400000.0,2037100000.0,-0.06,-0.1,-6.62,7.22
657,601636,旗滨集团,6.97,0.29,0.02,461181.0,318594540.0,3.31,7.04,6.81,6.9,6.95,1.18,1.56,16.9,1.36,20621816484.0,20621816484.0,0.14,0.14,-3.33,17.54
658,603081,大丰实业,14.43,0.28,0.04,57806.0,83878738.0,4.59,14.87,14.21,14.39,14.39,1.88,1.37,49.66,1.91,6096662720.0,6096662720.0,-0.14,-0.28,11.34,2.85
659,600664,哈药股份,3.57,0.28,0.01,298927.0,106675701.0,1.4,3.59,3.54,3.57,3.56,2.41,1.19,20.52,1.59,8991080257.0,8991080257.0,-0.28,-0.28,-1.92,3.48
660,600928,西安银行,3.7,0.27,0.01,179170.0,65991957.0,1.36,3.71,3.66,3.69,3.69,1.82,0.41,6.07,0.48,16444444447.0,16366410044.0,-0.27,-0.27,-10.84,0.0
661,688357,建龙微纳,37.0,0.27,0.1,12689.0,46715131.0,4.04,37.6,36.11,36.71,36.9,1.55,1.27,38.18,2.13,3702215375.0,3702215375.0,-0.32,-0.08,-4.42,11.95
662,601188,龙江交通,3.68,0.27,0.01,115928.0,42347234.0,1.36,3.68,3.63,3.66,3.67,1.27,0.89,23.03,1.03,4804129287.0,4804129287.0,0.0,0.55,2.79,3.95
663,600051,宁波联合,7.99,0.25,0.02,47939.0,38096322.0,1.88,8.02,7.87,7.98,7.97,1.66,1.54,27.77,0.73,2483931200.0,2483931200.0,-0.13,-0.13,6.39,5.97
664,600035,楚天高速,4.0,0.25,0.01,88512.0,35350929.0,0.75,4.01,3.98,4.0,3.99,1.73,0.55,8.49,0.72,6440463604.0,6440463604.0,-0.25,-0.25,-2.44,3.09
665,600310,广西能源,3.96,0.25,0.01,112602.0,44358830.0,1.27,3.96,3.91,3.95,3.95,1.03,0.77,55.65,1.91,5804214459.0,5804214459.0,0.0,0.0,0.25,3.94
666,603406,天富龙,40.26,0.25,0.1,11542.0,46351872.0,1.69,40.58,39.9,40.05,40.16,1.43,3.25,37.25,3.61,16104402600.0,1430836293.0,0.05,0.15,-9.77,-1.08
667,605158,华达新材,8.52,0.24,0.02,34016.0,28793461.0,1.88,8.55,8.39,8.5,8.5,1.26,0.67,48.65,1.76,4357298400.0,4357298400.0,0.0,-0.12,-0.81,5.97
668,603966,法兰泰克,12.73,0.24,0.03,101520.0,129375911.0,2.05,12.88,12.62,12.71,12.7,0.81,2.55,22.26,2.52,5075081652.0,5063002791.0,-0.24,-0.08,14.17,6.97
669,600905,三峡能源,4.17,0.24,0.01,1293656.0,538362147.0,0.96,4.18,4.14,4.15,4.16,1.85,0.45,20.73,1.34,119210501092.0,119210501092.0,0.0,0.0,-4.79,1.96
670,688700,东威科技,41.4,0.24,0.1,95449.0,397114583.0,3.61,42.5,41.01,42.0,41.3,1.39,3.2,108.54,6.88,12353816304.0,12353816304.0,0.02,-0.02,9.49,17.35
671,688466,金科环境,17.76,0.23,0.04,13138.0,23070921.0,3.05,17.83,17.29,17.79,17.72,1.07,1.07,40.79,1.89,2186593884.0,2186593884.0,0.06,-0.17,-11.02,9.16
672,601607,上海医药,17.52,0.23,0.04,113234.0,198059699.0,0.86,17.56,17.41,17.5,17.48,1.23,0.41,9.47,0.86,64970498894.0,48866915488.0,-0.06,-0.06,-3.74,-1.24
673,601162,天风证券,4.27,0.23,0.01,1929028.0,824966560.0,1.88,4.32,4.24,4.26,4.26,2.82,2.24,210.69,1.57,43015916949.0,36713333924.0,0.0,0.0,-18.67,2.64
674,603065,宿迁联盛,8.9,0.23,0.02,60988.0,54579878.0,2.7,9.05,8.81,8.9,8.88,2.11,3.1,314.13,1.84,3728811391.0,1750393750.0,0.11,0.11,5.83,7.23
675,603090,宏盛股份,90.01,0.23,0.21,47185.0,422823494.0,8.4,93.66,86.12,91.35,89.8,1.76,4.72,104.86,14.68,9001000000.0,9001000000.0,0.02,0.28,63.83,62.33
676,601065,江盐集团,8.72,0.23,0.02,55569.0,48340419.0,0.92,8.74,8.66,8.68,8.7,1.38,1.33,21.48,1.27,5605007409.0,3629753009.0,-0.11,0.0,2.59,5.06
677,603052,可川科技,52.09,0.23,0.12,64146.0,335465323.0,5.27,53.64,50.9,51.0,51.97,1.06,3.41,294.74,9.0,9787569419.0,9787569419.0,-0.31,-0.17,83.87,65.1
678,600528,中铁工业,8.57,0.23,0.02,174090.0,148660869.0,1.52,8.6,8.47,8.55,8.55,1.84,0.78,14.38,0.77,19038697109.0,19038697109.0,0.0,-0.12,1.9,4.77
679,603235,天新药业,27.31,0.22,0.06,5664.0,15447099.0,0.84,27.38,27.15,27.38,27.25,1.56,0.13,19.48,2.5,11955771800.0,11955771800.0,-0.15,-0.18,1.52,1.26
680,601158,重庆水务,4.58,0.22,0.01,76177.0,34791482.0,0.88,4.59,4.55,4.57,4.57,1.4,0.16,21.15,1.28,21984105693.0,21984105693.0,0.0,-0.22,-3.38,2.46
681,600025,华能水电,9.12,0.22,0.02,201269.0,182964644.0,1.21,9.16,9.05,9.09,9.1,1.4,0.11,16.9,2.47,169915579624.0,164160000000.0,0.11,-0.11,-10.32,0.44
682,600369,西南证券,4.61,0.22,0.01,462864.0,212989878.0,1.74,4.64,4.56,4.6,4.6,2.23,0.7,32.55,1.18,30633953062.0,30633953062.0,0.0,-0.22,-2.54,2.9
683,600925,苏能股份,4.69,0.21,0.01,62771.0,29376366.0,0.85,4.7,4.66,4.7,4.68,1.5,0.39,128.91,2.1,32308888889.0,7532367868.0,0.0,0.21,-4.29,3.3
684,601021,春秋航空,58.22,0.21,0.12,29689.0,173521595.0,2.36,59.21,57.84,58.12,58.1,1.12,0.3,18.29,3.13,56958571887.0,56958571887.0,-0.15,-0.19,9.13,-2.15
685,603183,建研院,4.69,0.21,0.01,78073.0,36420514.0,1.5,4.7,4.63,4.69,4.68,1.45,1.57,362.83,1.47,2331648747.0,2331648747.0,0.0,0.0,2.85,8.82
686,603080,新疆火炬,25.15,0.2,0.05,23436.0,59051102.0,1.63,25.46,25.05,25.25,25.1,0.97,1.66,16.93,2.34,3558725000.0,3558725000.0,-0.12,0.12,7.8,6.48
687,603823,百合花,19.72,0.2,0.04,73732.0,146218690.0,3.15,20.17,19.55,20.01,19.68,0.98,1.79,45.47,3.38,8210771123.0,8105541259.0,0.0,-0.05,35.35,31.03
688,688356,键凯科技,109.0,0.2,0.22,10559.0,114451804.0,5.31,110.8,105.02,107.01,108.78,1.37,1.74,121.75,5.09,6610926300.0,6610926300.0,-0.04,0.46,19.11,32.6
689,603039,泛微网络,68.48,0.2,0.14,51754.0,367163172.0,10.24,74.51,67.51,73.05,68.34,1.51,1.99,133.83,7.92,17846098439.0,17846098439.0,-0.1,0.09,25.72,27.9
690,603797,联泰环保,5.09,0.2,0.01,52979.0,26810348.0,2.17,5.12,5.01,5.08,5.08,1.56,0.92,19.36,0.89,2934920417.0,2934920417.0,-0.2,-0.39,7.84,8.99
691,688695,中创股份,29.64,0.2,0.06,6942.0,20453888.0,2.1,29.8,29.18,29.61,29.58,1.65,1.35,-96.84,3.23,2520922844.0,1519618910.0,-0.24,-0.24,-4.51,8.06
692,688597,煜邦电力,9.94,0.2,0.02,58501.0,57970803.0,2.12,10.03,9.82,9.85,9.92,0.85,1.74,68.89,3.99,3340436440.0,3340436440.0,0.0,0.1,17.08,21.07
693,601061,中信金属,16.12,0.19,0.03,330666.0,535685627.0,4.54,16.66,15.93,16.47,16.09,2.02,6.6,25.47,3.43,78988000000.0,8078600014.0,-0.25,-0.19,30.84,11.94
694,688271,联影医疗,133.76,0.18,0.24,55915.0,750087226.0,2.34,135.8,132.68,135.3,133.52,1.38,0.68,73.81,5.3,110239372475.0,110239372475.0,-0.16,0.06,-5.15,6.58
695,605020,永和股份,28.76,0.17,0.05,102168.0,292952176.0,1.95,28.97,28.41,28.72,28.71,1.18,2.03,23.48,2.6,14691146473.0,14464093866.0,-0.24,0.0,5.16,6.95
696,600787,中储股份,5.86,0.17,0.01,216191.0,125907408.0,1.54,5.87,5.78,5.84,5.85,1.28,1.0,21.46,0.91,12716666351.0,12716666351.0,0.17,0.0,-0.85,4.27
697,600908,无锡银行,5.82,0.17,0.01,112382.0,65108657.0,1.2,5.83,5.76,5.8,5.81,1.72,0.56,5.23,0.57,12773047465.0,11635999710.0,0.0,-0.17,-2.18,-1.85
698,603279,景津装备,17.37,0.17,0.03,57198.0,99096708.0,2.25,17.57,17.18,17.29,17.34,1.57,0.99,17.25,2.12,10011599010.0,10011599010.0,-0.23,-0.06,18.65,2.96
699,603007,*ST花王,5.79,0.17,0.01,67670.0,39038415.0,1.73,5.83,5.73,5.78,5.78,0.7,0.99,-98.52,10.29,5122100925.0,3973722625.0,0.0,0.0,-10.65,-4.14
700,603273,天元智能,19.28,0.16,0.03,16739.0,32120016.0,1.92,19.39,19.02,19.26,19.25,0.73,2.99,158.73,4.69,4131962352.0,1080805952.0,-0.26,-0.31,1.96,-8.15
701,600739,辽宁成大,12.53,0.16,0.02,157766.0,197570631.0,1.36,12.61,12.44,12.56,12.51,2.15,1.03,10.53,0.65,19167263994.0,19167263994.0,-0.16,0.08,-0.16,12.08
702,603409,汇通控股,37.85,0.16,0.06,7714.0,29124156.0,1.35,38.05,37.54,37.79,37.79,0.84,2.45,30.52,3.2,4770235500.0,1192566596.0,0.0,0.0,10.03,1.67
703,688313,仕佳光子,80.11,0.16,0.13,121692.0,970254562.0,3.05,81.25,78.81,80.0,79.98,1.08,2.69,90.61,24.53,36208624736.0,36208624736.0,0.15,0.2,14.34,-9.77
704,605369,拱东医疗,19.68,0.15,0.03,16103.0,31458402.0,2.19,19.8,19.37,19.53,19.65,2.72,0.73,45.22,2.53,4339301236.0,4339301236.0,-0.15,0.05,1.55,5.47
705,600635,大众公用,6.79,0.15,0.01,1226441.0,847428303.0,5.16,7.11,6.76,7.0,6.78,2.96,5.07,28.93,2.21,20047031443.0,16423595473.0,0.3,0.15,0.0,3.82
706,603609,禾丰股份,7.37,0.14,0.01,52891.0,38575776.0,2.04,7.38,7.23,7.32,7.36,2.95,0.58,38.88,1.03,6694105650.0,6694105650.0,0.0,0.14,-4.04,3.95
707,603301,振德医疗,71.04,0.14,0.1,20797.0,146988069.0,4.2,72.0,69.02,71.95,70.94,1.66,0.78,69.71,3.31,18884956406.0,18884956406.0,0.2,0.07,-18.44,0.77
708,600866,星湖科技,7.45,0.13,0.01,235468.0,174349638.0,2.02,7.48,7.33,7.44,7.44,1.47,1.88,9.15,1.49,12377970989.0,9355481464.0,-0.13,-0.13,4.63,7.19
709,601888,中国中免,93.44,0.13,0.12,389477.0,3667380054.0,3.02,95.5,92.68,93.14,93.32,1.22,1.99,47.51,3.5,193314189071.0,182439314831.0,0.11,0.2,28.26,-1.18
710,600029,南方航空,7.69,0.13,0.01,745641.0,578002204.0,4.43,7.98,7.64,7.69,7.68,1.94,0.55,45.3,3.76,139349890449.0,103637551151.0,0.13,0.0,13.25,-4.0
711,600690,海尔智家,25.71,0.12,0.03,382351.0,980171923.0,1.91,25.89,25.4,25.68,25.68,1.59,0.61,10.41,2.04,241098858302.0,160765360447.0,-0.08,-0.16,0.67,-1.46
712,603227,雪峰科技,8.69,0.12,0.01,110888.0,95542125.0,2.07,8.71,8.53,8.68,8.68,1.79,1.03,17.75,1.83,9313009467.0,9313009467.0,0.0,-0.11,-3.87,4.45
713,601990,南京证券,8.08,0.12,0.01,249787.0,201859412.0,1.49,8.15,8.03,8.05,8.07,2.95,0.68,29.2,1.56,35548992584.0,29785797155.0,-0.12,0.0,-5.16,2.02
714,600927,永安期货,16.61,0.12,0.02,87253.0,145386000.0,3.38,16.96,16.4,16.6,16.59,1.58,0.6,38.18,1.84,24176777785.0,24176777785.0,-0.18,-0.36,7.16,3.36
715,601921,浙版传媒,8.29,0.12,0.01,109340.0,89938308.0,2.05,8.31,8.14,8.29,8.28,1.75,0.49,21.81,1.35,18422222229.0,18422222229.0,0.0,-0.12,4.15,6.01
716,603726,朗迪集团,26.71,0.11,0.03,47515.0,128035633.0,2.44,27.3,26.65,26.65,26.68,1.21,2.57,21.15,3.53,4958743552.0,4933502602.0,-0.37,-0.63,12.23,10.37
717,605296,神农集团,28.24,0.11,0.03,12466.0,35115624.0,1.24,28.35,28.0,28.19,28.21,1.29,0.24,24.08,2.84,14819347164.0,14627879964.0,-0.21,-0.21,-5.49,-3.68
718,601798,蓝科高新,9.84,0.1,0.01,51258.0,50382694.0,2.03,9.95,9.75,9.87,9.83,1.24,1.45,78.55,2.75,3488557468.0,3488557468.0,-0.1,0.0,0.61,10.94
719,603028,赛福天,9.78,0.1,0.01,81917.0,79782377.0,2.97,9.92,9.63,9.85,9.77,1.18,2.88,1481.6,5.48,2807251200.0,2779378200.0,0.1,0.1,22.1,4.94
720,603588,高能环境,10.06,0.1,0.01,357868.0,360464971.0,3.58,10.28,9.92,10.1,10.05,1.53,2.35,17.79,1.6,15323738637.0,15323738637.0,-0.2,-0.3,32.72,30.31
721,603299,苏盐井神,11.16,0.09,0.01,76096.0,84971831.0,1.88,11.28,11.07,11.15,11.15,1.31,0.98,15.96,1.42,8723305534.0,8680882111.0,-0.27,-0.27,3.81,7.1
722,603020,爱普股份,11.17,0.09,0.01,25204.0,28167660.0,1.97,11.32,11.1,11.13,11.16,0.96,0.66,28.63,1.29,4280765936.0,4280765936.0,0.0,0.0,-1.85,10.16
723,688162,巨一科技,34.61,0.09,0.03,20756.0,71001212.0,3.79,34.88,33.57,34.85,34.58,2.55,1.51,68.34,1.98,4745057823.0,4745057823.0,-0.29,0.29,3.59,12.37
724,605033,美邦股份,21.16,0.09,0.02,13495.0,28582435.0,2.55,21.5,20.96,21.14,21.14,1.26,1.0,59.28,2.49,2860832000.0,2860832000.0,-0.14,-0.09,-5.75,5.38
725,600054,黄山旅游,11.9,0.08,0.01,66313.0,78478283.0,2.44,11.99,11.7,11.89,11.89,1.27,1.29,25.68,1.83,8679615336.0,6108270000.0,-0.08,-0.08,6.44,5.78
726,603041,美思德,13.11,0.08,0.01,15231.0,19907020.0,1.45,13.17,12.98,13.11,13.1,1.04,0.83,39.87,1.6,2401066242.0,2401066242.0,-0.08,-0.15,5.39,8.8
727,603329,上海雅仕,11.78,0.08,0.01,24944.0,29276412.0,1.78,11.85,11.64,11.77,11.77,1.74,1.21,85.49,2.09,2945602842.0,2431192364.0,-0.17,0.0,1.82,7.09
728,601881,中国银河,15.33,0.07,0.01,403466.0,620163384.0,1.31,15.47,15.27,15.29,15.32,2.22,0.56,11.46,1.44,167624386584.0,111041592161.0,-0.07,-0.13,-12.8,-2.48
729,688575,亚辉龙,15.02,0.07,0.01,52974.0,79693873.0,2.27,15.25,14.91,15.1,15.01,1.96,0.93,106.53,3.17,8582252266.0,8582252266.0,-0.07,0.07,-0.13,5.77
730,600857,宁波中百,14.27,0.07,0.01,91175.0,131838402.0,5.4,14.86,14.09,14.24,14.26,2.71,4.06,52.18,3.59,3201045244.0,3201045244.0,-0.35,-0.42,-11.75,4.08
731,603166,福达股份,17.61,0.06,0.01,200270.0,358653954.0,6.31,18.51,17.4,18.2,17.6,1.45,3.13,38.51,4.45,11369907964.0,11283002614.0,-0.11,-0.17,10.55,12.17
732,688410,山外山,17.12,0.06,0.01,36951.0,63225258.0,2.22,17.29,16.91,17.13,17.11,1.59,1.16,39.27,3.09,5471562649.0,5471562649.0,-0.35,-0.23,4.01,14.36
733,603073,彩蝶实业,20.7,0.05,0.01,8868.0,18287032.0,2.61,20.93,20.39,20.89,20.69,1.11,1.74,28.64,1.74,2401200000.0,1053481954.0,-0.14,-0.29,10.93,10.16
734,603203,快克智能,40.02,0.05,0.02,25908.0,103031102.0,2.53,40.27,39.26,39.75,40.0,0.78,1.04,38.37,6.95,10151517942.0,9971115786.0,-0.05,0.33,25.22,9.31
735,603180,金牌家居,20.89,0.05,0.01,8353.0,17449082.0,1.72,21.09,20.73,20.99,20.88,1.19,0.54,37.35,1.16,3222431655.0,3222431655.0,0.05,-0.05,9.37,2.45
736,688363,华熙生物,46.72,0.04,0.02,36288.0,169065486.0,2.51,47.1,45.93,46.69,46.7,2.18,0.75,66.88,3.19,22504007466.0,22504007466.0,-0.17,-0.17,-12.75,6.96
737,688167,炬光科技,190.12,0.04,0.07,15336.0,294936311.0,3.57,196.09,189.3,189.59,190.05,0.68,1.71,5704.08,7.77,17084092703.0,17084092703.0,-0.34,-0.04,25.37,8.6
738,600900,长江电力,26.01,0.04,0.01,1365777.0,3557542295.0,1.62,26.28,25.86,26.05,26.0,1.9,0.57,18.63,2.87,636418342793.0,624428741643.0,-0.04,0.04,-8.64,-4.34
739,603358,华达科技,54.43,0.04,0.02,35417.0,190883310.0,3.16,54.85,53.13,54.42,54.41,1.2,0.79,48.75,6.67,25568115627.0,24452469850.0,0.48,0.61,26.88,8.1
740,688687,凯因科技,23.06,0.04,0.01,57158.0,131768085.0,2.78,23.4,22.76,23.2,23.05,1.16,3.34,28.84,2.19,3941978371.0,3941978371.0,-0.3,-0.3,-17.2,-7.46
741,605338,巴比食品,32.36,0.03,0.01,10815.0,35042770.0,2.23,32.82,32.1,32.33,32.35,0.66,0.45,28.9,3.42,7752377182.0,7752377182.0,-0.19,-0.37,29.86,3.32
742,688270,臻镭科技,216.0,0.03,0.07,208924.0,4584878455.0,7.87,228.0,211.0,216.0,215.93,1.65,9.76,334.23,20.79,46235145600.0,46235145600.0,0.23,0.18,233.02,76.95
743,600132,重庆啤酒,52.82,0.02,0.01,18133.0,95679624.0,1.25,53.06,52.4,52.81,52.81,1.53,0.37,15.45,18.61,25563358678.0,25563358678.0,-0.17,-0.19,1.19,1.11
744,603214,爱婴室,17.96,0.0,0.0,27926.0,50040728.0,1.22,18.02,17.8,17.89,17.96,0.88,2.02,35.66,2.16,2488179047.0,2488179047.0,-0.06,-0.11,0.11,4.66
745,601059,信达证券,17.73,0.0,0.0,164533.0,291928182.0,0.62,17.81,17.7,17.73,17.73,2.17,2.38,31.85,2.82,57498390000.0,12262068000.0,0.0,-0.06,-9.36,0.11
746,603648,畅联股份,10.95,0.0,0.0,16530.0,18084768.0,1.55,11.05,10.88,10.99,10.95,0.94,0.46,32.61,2.17,3968420160.0,3968420160.0,-0.18,-0.18,0.83,0.46
747,600169,ST太重,2.51,0.0,0.0,244025.0,61417722.0,1.59,2.54,2.5,2.51,2.51,1.68,0.73,74.07,1.65,8401228957.0,8366185165.0,0.0,0.0,-10.68,10.09
748,600193,*ST创兴,4.67,0.0,0.0,53817.0,24876575.0,2.57,4.7,4.58,4.7,4.67,0.92,1.27,-192.92,22.31,1986491910.0,1986491910.0,0.43,0.21,12.53,21.93
749,600575,淮河能源,3.47,0.0,0.0,369917.0,127634678.0,1.44,3.48,3.43,3.47,3.47,1.98,0.95,24.79,1.12,24868768830.0,13485325896.0,0.0,-0.29,-7.71,2.06
750,601033,永兴股份,15.55,0.0,0.0,30567.0,47452768.0,1.09,15.62,15.45,15.56,15.55,1.21,1.27,14.08,1.31,13995000000.0,3732000000.0,-0.06,-0.13,-5.3,2.78
751,600883,博闻科技,8.52,0.0,0.0,25597.0,21760419.0,2.11,8.59,8.41,8.52,8.52,1.49,1.08,67.8,2.05,2011469760.0,2011469760.0,-0.23,-0.23,2.53,5.71
752,600379,宝光股份,13.23,0.0,0.0,38324.0,50826549.0,1.74,13.4,13.17,13.27,13.23,0.87,1.16,66.22,5.63,4368566692.0,4368566692.0,-0.08,-0.08,2.88,13.46
753,605389,长龄液压,83.4,0.0,0.0,6292.0,52817253.0,2.05,84.71,83.0,83.41,83.4,1.27,0.46,81.6,5.71,12016861638.0,11364647784.0,-0.29,-0.3,27.72,6.92
754,600261,阳光照明,3.71,0.0,0.0,151354.0,55881643.0,2.43,3.75,3.66,3.71,3.71,0.91,1.13,28.85,1.43,4953046504.0,4953046504.0,-0.27,-0.54,8.48,10.09
755,688571,杭华股份,8.14,0.0,0.0,25309.0,20493455.0,1.97,8.19,8.03,8.13,8.14,1.69,0.6,34.1,2.14,3452749498.0,3452749498.0,0.12,0.0,0.74,9.26
756,601236,红塔证券,8.24,0.0,0.0,212738.0,175163147.0,1.46,8.3,8.18,8.24,8.24,3.04,0.45,33.72,1.57,38866330994.0,38866330994.0,0.0,0.0,-8.44,0.61
757,600543,莫高股份,5.82,0.0,0.0,49130.0,28482800.0,1.89,5.85,5.74,5.82,5.82,1.36,1.53,-28.1,2.46,1868918400.0,1868918400.0,0.0,0.0,-4.9,9.6
758,600368,五洲交通,4.02,0.0,0.0,111773.0,44742871.0,1.24,4.03,3.98,4.02,4.02,1.7,0.69,9.55,0.9,6470808509.0,6470808509.0,0.0,0.0,-5.41,2.55
759,603700,宁水集团,14.33,0.0,0.0,21996.0,31384132.0,2.37,14.47,14.13,14.38,14.33,1.23,1.1,28.51,1.76,2865454514.0,2865454514.0,-0.28,-0.21,15.19,5.45
760,600279,重庆港,5.6,0.0,0.0,117157.0,65271611.0,1.61,5.62,5.53,5.6,5.6,1.49,0.99,103.47,0.99,6646451185.0,6646451185.0,-0.18,0.0,2.75,2.56
761,603709,中源家居,18.21,0.0,0.0,22510.0,41189886.0,2.69,18.59,18.1,18.16,18.21,0.93,1.8,-98.71,4.43,2295865812.0,2278239807.0,-0.27,-0.27,20.68,11.58
762,600535,天士力,15.25,0.0,0.0,71439.0,108868245.0,0.92,15.31,15.17,15.25,15.25,1.93,0.48,17.36,1.85,22782737576.0,22782737576.0,-0.13,-0.13,0.2,1.19
763,603209,兴通股份,15.65,0.0,0.0,29331.0,45752166.0,1.66,15.74,15.48,15.68,15.65,1.58,0.91,19.69,1.53,5086250000.0,5031343493.0,-0.06,-0.06,2.76,3.3
764,688285,高铁电气,9.87,0.0,0.0,16078.0,15759511.0,2.33,9.92,9.69,9.85,9.87,1.17,0.43,76.67,2.22,3713981441.0,3713981441.0,-0.4,-0.4,6.13,13.71
765,605122,四方新材,13.78,0.0,0.0,18708.0,25723089.0,2.18,13.93,13.63,13.93,13.78,1.04,1.09,-49.81,1.18,2375038120.0,2375038120.0,-0.29,-0.22,2.61,4.79
766,600157,永泰能源,1.69,0.0,0.0,7456119.0,1268551185.0,2.96,1.73,1.68,1.69,1.69,2.15,3.42,139.76,0.78,36872021405.0,36872021405.0,-0.59,0.0,3.68,7.64
767,688459,哈铁科技,10.17,0.0,0.0,19302.0,19559028.0,1.18,10.2,10.08,10.2,10.17,1.31,1.1,64.79,1.44,4881600000.0,1785699125.0,-0.1,-0.1,0.99,5.39
768,601996,丰林集团,2.42,0.0,0.0,178550.0,43017400.0,2.89,2.45,2.38,2.42,2.42,1.26,1.59,-34.28,1.06,2712612887.0,2712612887.0,0.0,0.0,2.54,7.56
769,603326,我乐家居,9.99,0.0,0.0,47032.0,46813433.0,2.2,10.07,9.85,10.0,9.99,1.0,1.47,17.37,2.78,3188577531.0,3188577531.0,-0.3,-0.5,14.56,12.25
770,600683,京投发展,4.54,0.0,0.0,67106.0,30442248.0,2.42,4.6,4.49,4.54,4.54,1.12,0.91,-6.75,-26.01,3363130290.0,3363130290.0,-0.22,-0.22,-17.3,6.32
771,601998,中信银行,7.38,0.0,0.0,436023.0,323379253.0,2.03,7.48,7.33,7.36,7.38,1.2,0.11,5.82,0.5,410661297508.0,300830934738.0,-0.14,-0.14,-3.53,-4.16
772,603309,维力医疗,14.88,0.0,0.0,46856.0,70058960.0,2.49,15.15,14.78,14.94,14.88,1.27,1.61,17.0,2.31,4343046700.0,4343046700.0,-0.13,-0.07,6.29,11.13
773,600020,中原高速,4.37,0.0,0.0,118155.0,51449084.0,1.6,4.39,4.32,4.38,4.37,1.68,0.53,7.66,0.83,9821014906.0,9821014906.0,-0.46,-0.23,-3.74,2.58
774,603321,梅轮电梯,8.55,0.0,0.0,28827.0,24550983.0,1.4,8.58,8.46,8.54,8.55,1.39,0.95,79.56,2.07,2983004960.0,2586503250.0,0.0,-0.23,8.37,6.34
775,600050,中国联通,5.12,0.0,0.0,2048732.0,1049387826.0,1.37,5.16,5.09,5.12,5.12,1.55,0.67,13.69,0.95,160073857674.0,157526149770.0,0.0,0.0,-6.23,0.2
776,603323,苏农银行,5.02,0.0,0.0,164552.0,82388904.0,1.2,5.04,4.98,5.01,5.02,1.31,0.82,4.96,0.53,10133078014.0,10133078014.0,0.0,-0.2,-2.9,-0.59
777,600396,华电辽能,3.09,0.0,0.0,93182.0,28764839.0,1.62,3.11,3.06,3.1,3.09,0.85,0.63,1026.71,3.37,4550664065.0,4550664065.0,-0.32,0.32,-2.52,8.42
778,600790,轻纺城,4.1,0.0,0.0,96249.0,39287621.0,1.46,4.12,4.06,4.1,4.1,1.24,0.66,27.58,1.04,6009742805.0,6009742805.0,0.0,0.0,3.27,7.05
779,600674,川投能源,14.03,0.0,0.0,130463.0,182570999.0,1.21,14.08,13.91,14.02,14.03,1.03,0.27,12.15,1.54,68390733797.0,68390733797.0,0.0,-0.14,-6.53,0.94
780,600016,民生银行,3.76,0.0,0.0,2094469.0,788661804.0,1.06,3.79,3.75,3.76,3.76,1.67,0.59,4.33,0.29,164621893568.0,133337583281.0,-0.27,0.0,-4.81,-1.83
781,601916,浙商银行,2.95,0.0,0.0,808360.0,238407585.0,0.68,2.96,2.94,2.95,2.95,1.38,0.38,5.21,0.46,81020676091.0,63556086091.0,0.0,-0.34,-2.32,-2.96
782,600636,*ST国化,9.46,0.0,0.0,30212.0,28430676.0,2.01,9.51,9.32,9.46,9.46,1.06,0.69,90.46,2.02,4149504147.0,4149504147.0,0.0,-0.11,11.56,8.86
783,601880,辽港股份,1.67,0.0,0.0,942878.0,158096169.0,1.8,1.69,1.66,1.67,1.67,1.82,0.51,22.71,0.97,39364851246.0,30749795527.0,0.0,-0.6,-6.7,4.38
784,600012,皖通高速,14.05,0.0,0.0,34605.0,48400266.0,1.49,14.09,13.88,14.04,14.05,1.51,0.3,12.19,1.93,24005716040.0,16376680000.0,-0.21,-0.14,-6.83,-5.2
785,600720,中交设计,7.47,0.0,0.0,74267.0,55327223.0,1.2,7.49,7.4,7.47,7.47,1.62,0.74,17.09,1.12,17140628871.0,7537601789.0,0.0,-0.13,-3.86,3.46
786,603048,浙江黎明,22.53,0.0,0.0,14071.0,31571433.0,3.33,22.86,22.11,22.61,22.53,1.42,0.96,55.52,2.59,3309206400.0,3309206400.0,-0.04,0.0,14.95,6.58
787,600808,马钢股份,4.42,0.0,0.0,853838.0,379519656.0,3.62,4.54,4.38,4.44,4.42,1.41,1.43,305.25,1.41,34037010842.0,26377460242.0,-0.23,-0.45,9.95,4.74
788,600758,辽宁能源,3.89,0.0,0.0,103238.0,39922285.0,1.54,3.9,3.84,3.87,3.89,0.83,0.78,-38.27,0.93,5142647663.0,5137691803.0,0.0,0.26,-8.9,6.87
789,605100,华丰股份,47.62,-0.02,-0.01,32820.0,156794305.0,3.19,48.62,47.1,47.2,47.63,1.34,1.93,477.56,4.55,8130162600.0,8092161840.0,0.0,-0.06,58.26,5.89
790,603701,德宏股份,22.39,-0.04,-0.01,29862.0,67354139.0,2.63,22.84,22.25,22.68,22.4,0.8,1.14,396.75,7.29,5851892963.0,5851892963.0,-0.09,-0.09,18.09,11.06
791,603062,麦加芯彩,49.18,-0.04,-0.02,5058.0,24862062.0,0.96,49.39,48.92,49.29,49.2,1.07,1.36,24.08,2.6,5311440000.0,1823255058.0,0.0,0.0,0.61,4.04
