日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2018-12-20,940.0,,2734000,2569960000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2018-12-21,824.5,-12.287234042553196,507000,418021500.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2018-12-24,824.5,0.0,0,0.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2018-12-25,818.5,-0.727713765918736,126000,103131000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2018-12-26,767.5,-6.230910201588269,91400,70149500.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2018-12-27,755.0,-1.6286644951140072,97000,73235000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2018-12-28,718.5,-4.834437086092713,89600,64377600.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2018-12-31,718.5,0.0,0,0.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-04,725.0,0.9046624913013224,47000,34075000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-07,750.0,3.4482758620689724,36800,27600000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-08,899.5,19.933333333333337,536800,482851600.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-09,950.0,5.614230127848807,293600,278920000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-10,986.0,3.78947368421052,415800,409978800.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-11,989.5,0.3549695740365122,234400,231938800.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-15,916.0,-7.427993936331479,99600,91233600.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-16,875.0,-4.475982532751088,89600,78400000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-17,854.0,-2.400000000000002,54000,46116000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-18,850.0,-0.4683840749414525,48200,40970000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-21,785.0,-7.647058823529407,70000,54950000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-22,850.0,8.280254777070063,69000,58650000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-23,1050.0,23.529411764705888,803600,843780000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-24,1012.5,-3.57142857142857,1065000,1078312500.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-25,995.0,-1.728395061728394,343000,341285000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-28,937.0,-5.829145728643215,244000,228628000.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-29,1009.5,7.737459978655292,807400,815070300.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-30,935.5,-7.330361565131249,210200,196642100.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-01-31,966.0,3.2602886157135247,321800,310858800.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-02-01,968.5,0.2587991718426607,138800,134427800.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-02-04,987.0,1.9101703665462155,101400,100081800.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-02-05,952.0,-3.546099290780147,188800,179737600.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
2019-02-06,943.5,-0.8928571428571397,83000,78310500.0,2.1794631,1841642880.0,-8.322000000000001,-56.59,,,
