日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,ROA,ROE,配当利回り,EPS,开盘,最高,最低
2018-01-01,6105.767578125,,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-02,6105.767578125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-03,6105.767578125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-04,6469.20556640625,5.952371812895918,100,646920.556640625,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-05,6469.20556640625,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-08,6469.20556640625,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-09,6614.58056640625,2.247184735555696,800,5291664.453125,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-10,6614.58056640625,0.0,700,4630206.396484375,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-11,6632.75390625,0.2747466700465883,1000,6632753.90625,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-12,6632.75390625,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-15,6632.75390625,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-16,6632.75390625,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-17,7087.05126953125,6.849302261209611,700,4960935.888671875,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-18,7087.05126953125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-19,7087.05126953125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-22,7087.05126953125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-23,7632.208984375,7.692306632343682,1500,11448313.4765625,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-24,7632.208984375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-25,7177.91015625,-5.952389787217049,500,3588955.078125,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-26,7450.48974609375,3.797478429099699,100,745048.974609375,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-29,7450.48974609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-30,7450.48974609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-01-31,7286.9423828125,-2.1951223188649727,100,728694.23828125,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-01,7286.9423828125,0.0,400,2914776.953125,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-02,7286.9423828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-05,7286.9423828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-06,7286.9423828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-07,7286.9423828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-08,7286.9423828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-09,7450.48974609375,2.2443894117648577,500,3725244.873046875,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-12,7450.48974609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-13,7450.48974609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-14,7450.48974609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-15,7450.48974609375,0.0,100,745048.974609375,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-16,7450.48974609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-19,6896.24609375,-7.439023087500207,700,4827372.265625,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-20,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-21,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-22,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-23,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-26,6896.24609375,0.0,100,689624.609375,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-27,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-02-28,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-01,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-02,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-05,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-06,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-07,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-08,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-09,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-12,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-13,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-14,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-15,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-16,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-19,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-20,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-21,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-22,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-23,6896.24609375,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-26,5942.21923828125,-13.834002477570738,600,3565331.54296875,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-27,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-28,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-29,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-03-30,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-02,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-03,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-04,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-05,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-06,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-09,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-10,5942.21923828125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-11,5497.00830078125,-7.492334423338686,800,4397606.640625,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-12,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-13,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-16,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-17,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-18,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-19,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-20,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-23,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-24,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-25,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-26,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-27,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-04-30,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-05-01,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-05-02,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-05-03,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
2018-05-04,5497.00830078125,0.0,0,0.0,0.36441785,5823342592.0,2.5409998,0.6799999999999999,2.179,105.0,-5.59,,,
