日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROA,ROE,配当利回り,EPS,开盘,最高,最低
2018-01-01,525.9490966796875,,0,0.0,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-02,525.9490966796875,0.0,0,0.0,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-03,525.9490966796875,0.0,0,0.0,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-04,533.8121337890625,1.4950186546595967,44000,23487733.88671875,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-05,541.675048828125,1.4729742059721662,95000,51459129.63867188,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-08,541.675048828125,0.0,0,0.0,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-09,547.7908935546875,1.1290615544861549,65000,35606408.08105469,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-10,560.0222778320312,2.2328564460012634,217000,121524834.28955078,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-11,560.0222778320312,0.0,139000,77843096.61865234,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-12,560.8958740234375,0.1559931142004034,91000,51041524.53613281,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-15,563.5169067382812,0.4672939909581508,120000,67622028.80859375,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-16,567.88525390625,0.7751936305253615,132000,74960853.515625,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-17,570.5062866210938,0.4615426614469564,96000,54768603.515625,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-18,563.5169067382812,-1.2251188193224127,132000,74384231.68945312,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-19,560.8958740234375,-0.4651205107606526,56000,31410168.9453125,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-22,557.4012451171875,-0.6230441456419045,34000,18951642.33398437,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-23,569.632568359375,2.1943480301368945,71000,40443912.353515625,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-24,570.5062866210938,0.1533827786980524,83000,47352021.78955078,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-25,570.5062866210938,0.0,55000,31377845.76416016,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-26,572.2536010742188,0.3062743556208058,52000,29757187.25585937,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-29,572.2536010742188,0.0,96000,54936345.703125,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-30,553.9065551757812,-3.2061040531675022,75000,41542991.6381836,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-01-31,563.5169067382812,1.7350131484633158,57000,32120463.68408203,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-01,484.012939453125,-14.108532740452617,614000,297183944.82421875,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-02,470.03424072265625,-2.8880836835194823,215000,101057361.7553711,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-05,454.3082275390625,-3.345716507677343,135000,61331610.71777344,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-06,412.3721008300781,-9.230765407033848,214000,88247629.57763672,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-07,408.0036926269531,-1.059336505629671,155000,63240572.35717773,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-08,415.8667602539063,1.927205015309141,48000,19961604.4921875,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-09,402.76165771484375,-3.151274348318012,88000,35443025.87890625,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-12,402.76165771484375,0.0,0,0.0,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-13,405.3827209472656,0.6507727789415441,59000,23917580.535888672,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-14,394.0250549316406,-2.801714387106913,53000,20883327.91137696,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-15,398.393310546875,1.1086238198716236,31000,12350192.626953123,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-16,408.0036926269531,2.412285002196945,51000,20808188.32397461,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-19,425.4771118164063,4.282662021255157,38000,16168130.249023438,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-20,420.2350463867188,-1.2320440475184655,31000,13027286.43798828,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-21,421.982421875,0.4158090819186943,11000,4641806.640625,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-22,419.3613586425781,-0.6211309041679214,27000,11322756.68334961,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-23,422.8561096191406,0.8333507378635474,28000,11839971.069335938,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-26,421.1087646484375,-0.4132244825023168,47000,19792111.93847656,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-27,423.7297973632813,0.6224122922333208,22000,9322055.541992188,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-02-28,421.982421875,-0.412379657780626,9000,3797841.796875,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
2018-03-01,421.982421875,0.0,0,0.0,9.514626,0.46434867,4321633280.0,3.514,2.1389998,2.657,164.0,31.11,,,
