日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2018-01-01,1444.0,,0,0.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-02,1444.0,0.0,0,0.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-03,1444.0,0.0,0,0.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-04,1458.0,0.969529085872578,92900,135448200.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-05,1466.0,0.5486968449931462,70500,103353000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-08,1466.0,0.0,0,0.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-09,1454.0,-0.8185538881309684,113600,165174400.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-10,1467.0,0.8940852819807388,76700,112518900.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-11,1480.0,0.8861622358554921,63800,94424000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-12,1460.0,-1.3513513513513489,95100,138846000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-15,1459.0,-0.068493150684934,86000,125474000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-16,1443.0,-1.0966415352981485,81500,117604500.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-17,1410.0,-2.286902286902281,75800,106878000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-18,1380.0,-2.127659574468088,129900,179262000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-19,1393.0,0.9420289855072372,75900,105728700.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-22,1407.0,1.005025125628145,191300,269159100.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-23,1437.0,2.1321961620469176,153900,221154300.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-24,1452.0,1.043841336116902,162900,236530800.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-25,1436.0,-1.1019283746556474,82300,118182800.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-26,1428.0,-0.5571030640668551,48800,69686400.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-29,1410.0,-1.2605042016806678,99400,140154000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-30,1390.0,-1.4184397163120588,102800,142892000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-01-31,1408.0,1.2949640287769792,139900,196979200.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-01,1415.0,0.4971590909090828,114700,162300500.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-02,1410.0,-0.3533568904593664,227700,321057000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-05,1353.0,-4.042553191489362,193000,261129000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-06,1117.0,-17.442719881744274,522500,583632500.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-07,1163.0,4.118173679498649,219600,255394800.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-08,1203.0,3.439380911435941,164500,197893500.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-09,1142.0,-5.070656691604325,179100,204532200.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-12,1142.0,0.0,0,0.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-13,1101.0,-3.5901926444833587,169600,186729600.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-14,1071.0,-2.724795640326972,286200,306520200.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-15,1151.0,7.469654528478054,175800,202345800.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-16,1195.0,3.8227628149435366,322200,385029000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-19,1249.0,4.51882845188285,145900,182229100.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-20,1245.0,-0.3202562049639756,83200,103584000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-21,1285.0,3.212851405622485,128900,165636500.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-22,1254.0,-2.412451361867707,68900,86400600.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-23,1264.0,0.797448165869219,76900,97201600.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-26,1288.0,1.8987341772152,65100,83848800.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-27,1232.0,-4.347826086956519,163300,201185600.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-02-28,1258.0,2.110389610389607,83600,105168800.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-01,1220.0,-3.0206677265500748,74200,90524000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-02,1199.0,-1.7213114754098369,94100,112825900.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-05,1146.0,-4.420350291909925,87000,99702000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-06,1175.0,2.530541012216414,55600,65330000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-07,1208.0,2.8085106382978786,201200,243049600.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-08,1231.0,1.903973509933765,79000,97249000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-09,1272.0,3.3306255077173,163000,207336000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-12,1265.0,-0.5503144654088077,97400,123211000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-13,1285.0,1.5810276679841806,73200,94062000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-14,1301.0,1.2451361867704236,71300,92761300.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-15,1601.0,23.05918524212145,51300,82131300.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-16,1665.0,3.997501561524053,4848900,8073418500.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-19,1685.0,1.2012012012011963,1425800,2402473000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-20,1686.0,0.0593471810089063,862700,1454512200.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-21,1686.0,0.0,0,0.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-22,1680.0,-0.3558718861209953,846300,1421784000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-23,1631.0,-2.9166666666666674,583500,951688500.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-26,1736.0,6.4377682403433445,727700,1263287200.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-27,1708.0,-1.6129032258064502,937800,1601762400.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-28,1999.0,17.037470725995306,2867100,5731332900.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-29,1930.0,-3.451725862931465,4565700,8811801000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-03-30,1940.0,0.5181347150259086,1353300,2625402000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-04-02,1800.0,-7.216494845360821,651700,1173060000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-04-03,1796.0,-0.2222222222222236,493500,886326000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-04-04,1900.0,5.790645879732748,431900,820610000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-04-05,2049.0,7.842105263157895,903500,1851271500.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-04-06,1847.0,-9.858467545143968,945100,1745599700.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-04-09,1760.0,-4.710341093665404,414700,729872000.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
2018-04-10,1738.0,-1.2499999999999956,560200,973627600.0,2.3859942,1567565440.0,-47.974998,-49.58,,,
