日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,开盘,最高,最低
2025-08-25,1034.0,11.18279569892473,381300,394264200.0,13.718018,2.1453426,5374756864.0,,,
2025-08-26,1019.0,-1.4506769825918808,141800,144494200.0,13.718018,2.1453426,5374756864.0,,,
2025-08-27,1025.0,0.5888125613346507,73000,74825000.0,13.718018,2.1453426,5374756864.0,,,
2025-08-28,1016.0,-0.8780487804878057,41000,41656000.0,13.718018,2.1453426,5374756864.0,,,
2025-08-29,1001.0,-1.476377952755903,61700,61761700.0,13.718018,2.1453426,5374756864.0,,,
2025-09-01,1009.0,0.7992007992007943,80700,81426300.0,13.718018,2.1453426,5374756864.0,,,
2025-09-02,996.0,-1.2884043607532258,45200,45019200.0,13.718018,2.1453426,5374756864.0,,,
2025-09-03,970.0,-2.610441767068272,93000,90210000.0,13.718018,2.1453426,5374756864.0,,,
2025-09-04,1022.0,5.360824742268044,135000,137970000.0,13.718018,2.1453426,5374756864.0,,,
2025-09-05,1020.0,-0.195694716242667,95600,97512000.0,13.718018,2.1453426,5374756864.0,,,
2025-09-08,1018.0,-0.1960784313725483,58800,59858400.0,13.718018,2.1453426,5374756864.0,,,
2025-09-09,1021.0,0.2946954813359603,82000,83722000.0,13.718018,2.1453426,5374756864.0,,,
2025-09-10,1013.0,-0.7835455435847183,34200,34644600.0,13.718018,2.1453426,5374756864.0,,,
2025-09-11,1006.0,-0.691016781836129,42700,42956200.0,13.718018,2.1453426,5374756864.0,,,
2025-09-12,980.0,-2.5844930417495027,61900,60662000.0,13.718018,2.1453426,5374756864.0,,,
2025-09-16,999.0,1.938775510204072,47800,47752200.0,13.718018,2.1453426,5374756864.0,,,
2025-09-17,993.0,-0.6006006006005982,66500,66034500.0,13.718018,2.1453426,5374756864.0,,,
2025-09-18,1014.0,2.114803625377637,37100,37619400.0,13.718018,2.1453426,5374756864.0,,,
2025-09-19,986.0,-2.7613412228796874,66800,65864800.0,13.718018,2.1453426,5374756864.0,,,
2025-09-22,1001.0,1.5212981744421985,47700,47747700.0,13.718018,2.1453426,5374756864.0,,,
2025-09-24,999.0,-0.1998001998002041,23000,22977000.0,13.718018,2.1453426,5374756864.0,,,
2025-09-25,999.0,0.0,29100,29070900.0,13.718018,2.1453426,5374756864.0,,,
2025-09-26,1011.0,1.2012012012011963,44200,44686200.0,13.718018,2.1453426,5374756864.0,,,
2025-09-29,1022.0,1.0880316518298685,34400,35156800.0,13.718018,2.1453426,5374756864.0,,,
2025-09-30,1016.0,-0.5870841487279899,84100,85445600.0,13.718018,2.1453426,5374756864.0,,,
2025-10-01,978.0,-3.740157480314965,56200,54963600.0,13.718018,2.1453426,5374756864.0,,,
2025-10-02,988.0,1.0224948875255713,26600,26280800.0,13.718018,2.1453426,5374756864.0,,,
2025-10-03,973.0,-1.5182186234817818,53400,51958200.0,13.718018,2.1453426,5374756864.0,,,
2025-10-06,977.0,0.4110996916752318,27800,27160600.0,13.718018,2.1453426,5374756864.0,,,
2025-10-07,970.0,-0.7164790174002067,27000,26190000.0,13.718018,2.1453426,5374756864.0,,,
2025-10-08,960.0,-1.0309278350515427,19800,19008000.0,13.718018,2.1453426,5374756864.0,,,
2025-10-09,982.0,2.2916666666666696,122200,120000400.0,13.718018,2.1453426,5374756864.0,,,
2025-10-10,950.0,-3.258655804480648,36000,34200000.0,13.718018,2.1453426,5374756864.0,,,
2025-10-14,915.0,-3.68421052631579,57000,52155000.0,13.718018,2.1453426,5374756864.0,,,
2025-10-15,944.0,3.169398907103816,98500,92984000.0,13.718018,2.1453426,5374756864.0,,,
2025-10-16,933.0,-1.165254237288138,28300,26403900.0,13.718018,2.1453426,5374756864.0,,,
2025-10-17,897.0,-3.858520900321538,78600,70504200.0,13.718018,2.1453426,5374756864.0,,,
2025-10-20,931.0,3.790412486064665,66600,62004600.0,13.718018,2.1453426,5374756864.0,,,
2025-10-21,927.0,-0.4296455424274925,19500,18076500.0,13.718018,2.1453426,5374756864.0,,,
2025-10-22,969.0,4.53074433656957,43800,42442200.0,13.718018,2.1453426,5374756864.0,,,
2025-10-23,947.0,-2.270381836945301,13600,12879200.0,13.718018,2.1453426,5374756864.0,,,
2025-10-24,949.0,0.2111932418162654,17500,16607500.0,13.718018,2.1453426,5374756864.0,,,
2025-10-27,952.0,0.3161222339304492,15300,14565600.0,13.718018,2.1453426,5374756864.0,,,
2025-10-28,926.0,-2.731092436974792,22600,20927600.0,13.718018,2.1453426,5374756864.0,,,
2025-10-29,900.0,-2.807775377969768,46900,42210000.0,13.718018,2.1453426,5374756864.0,,,
2025-10-30,914.0,1.5555555555555545,57700,52737800.0,13.718018,2.1453426,5374756864.0,,,
2025-10-31,900.0,-1.5317286652078763,24300,21870000.0,13.718018,2.1453426,5374756864.0,,,
2025-11-04,898.0,-0.2222222222222236,27400,24605200.0,13.718018,2.1453426,5374756864.0,,,
2025-11-05,902.0,0.445434298440972,98300,88666600.0,13.718018,2.1453426,5374756864.0,,,
2025-11-06,913.0,1.2195121951219523,12800,11686400.0,13.718018,2.1453426,5374756864.0,,,
2025-11-07,928.0,1.6429353778751432,16000,14848000.0,13.718018,2.1453426,5374756864.0,,,
2025-11-10,920.0,-0.8620689655172376,12200,11224000.0,13.718018,2.1453426,5374756864.0,,,
2025-11-11,912.0,-0.8695652173912993,19000,17328000.0,13.718018,2.1453426,5374756864.0,,,
2025-11-12,948.0,3.9473684210526327,19400,18391200.0,13.718018,2.1453426,5374756864.0,,,
2025-11-13,938.0,-1.0548523206751037,19500,18291000.0,13.718018,2.1453426,5374756864.0,,,
2025-11-14,940.0,0.2132196162046851,57300,53862000.0,13.718018,2.1453426,5374756864.0,,,
2025-11-17,1020.0,8.51063829787233,197300,201246000.0,13.718018,2.1453426,5374756864.0,,,
2025-11-18,1003.0,-1.6666666666666718,42400,42527200.0,13.718018,2.1453426,5374756864.0,,,
2025-11-19,1057.0,5.383848454636087,120200,127051400.0,13.718018,2.1453426,5374756864.0,,,
2025-11-20,1036.0,-1.9867549668874165,59400,61538400.0,13.718018,2.1453426,5374756864.0,,,
2025-11-21,1053.0,1.640926640926632,45100,47490300.0,13.718018,2.1453426,5374756864.0,,,
2025-11-25,1034.0,-1.804368471035133,36500,37741000.0,13.718018,2.1453426,5374756864.0,,,
2025-11-26,1060.0,2.51450676982592,21900,23214000.0,13.718018,2.1453426,5374756864.0,,,
2025-11-27,1054.0,-0.5660377358490565,31300,32990200.0,13.718018,2.1453426,5374756864.0,,,
2025-11-28,1069.0,1.4231499051233332,19600,20952400.0,13.718018,2.1453426,5374756864.0,,,
2025-12-01,1039.0,-2.806361085126285,23900,24832100.0,13.718018,2.1453426,5374756864.0,,,
2025-12-02,1039.0,0.0,20500,21299500.0,13.718018,2.1453426,5374756864.0,,,
2025-12-03,1039.0,0.0,15900,16520100.0,13.718018,2.1453426,5374756864.0,,,
2025-12-04,1051.0,1.1549566891241536,26000,27326000.0,13.718018,2.1453426,5374756864.0,,,
2025-12-05,1037.0,-1.3320647002854402,9800,10162600.0,13.718018,2.1453426,5374756864.0,,,
2025-12-08,1040.0,0.2892960462873573,27900,29016000.0,13.718018,2.1453426,5374756864.0,,,
2025-12-09,1050.0,0.961538461538458,20600,21630000.0,13.718018,2.1453426,5374756864.0,,,
2025-12-10,1045.0,-0.4761904761904745,9000,9405000.0,13.718018,2.1453426,5374756864.0,,,
2025-12-11,1019.0,-2.4880382775119614,21200,21602800.0,13.718018,2.1453426,5374756864.0,,,
2025-12-12,1053.0,3.336604514229635,27400,28852200.0,13.718018,2.1453426,5374756864.0,,,
2025-12-15,1097.0,4.17853751187085,63100,69220700.0,13.718018,2.1453426,5374756864.0,,,
2025-12-16,1101.0,0.3646308113035568,48500,53398500.0,13.718018,2.1453426,5374756864.0,,,
2025-12-17,1102.0,0.0908265213442227,19900,21929800.0,13.718018,2.1453426,5374756864.0,,,
2025-12-18,1106.0,0.3629764065335772,29500,32627000.0,13.718018,2.1453426,5374756864.0,,,
2025-12-19,1115.0,0.8137432188065175,18200,20293000.0,13.718018,2.1453426,5374756864.0,,,
2025-12-22,1106.0,-0.8071748878923812,21200,23447200.0,13.718018,2.1453426,5374756864.0,,,
2025-12-23,1136.0,2.7124773960216952,37000,42032000.0,13.718018,2.1453426,5374756864.0,,,
2025-12-24,1121.0,-1.320422535211263,22200,24886200.0,13.718018,2.1453426,5374756864.0,,,
2025-12-25,1174.0,4.727921498661902,49600,58230400.0,13.718018,2.1453426,5374756864.0,,,
2025-12-26,1170.0,-0.3407155025553665,49000,57330000.0,13.718018,2.1453426,5374756864.0,,,
2025-12-29,1167.0,-0.2564102564102555,46500,54265500.0,13.718018,2.1453426,5374756864.0,,,
2025-12-30,1134.0,-2.827763496143953,29800,33793200.0,13.718018,2.1453426,5374756864.0,,,
2026-01-05,1135.0,0.088183421516752,24400,27694000.0,13.718018,2.1453426,5374756864.0,,,
2026-01-06,1142.0,0.6167400881057272,11000,12562000.0,13.718018,2.1453426,5374756864.0,,,
2026-01-07,1160.0,1.5761821366024442,24400,28304000.0,13.718018,2.1453426,5374756864.0,,,
2026-01-08,1148.0,-1.0344827586206915,6900,7921200.0,13.718018,2.1453426,5374756864.0,,,
2026-01-09,1151.0,0.2613240418118501,8800,10128800.0,13.718018,2.1453426,5374756864.0,,,
2026-01-13,1150.0,-0.086880973066894,18000,20700000.0,13.718018,2.1453426,5374756864.0,,,
2026-01-14,1137.0,-1.1304347826086911,32800,37293600.0,13.718018,2.1453426,5374756864.0,,,
2026-01-15,1150.0,1.1433597185576128,15000,17250000.0,13.718018,2.1453426,5374756864.0,,,
2026-01-16,1130.0,-1.7391304347826098,21300,24069000.0,13.718018,2.1453426,5374756864.0,,,
2026-01-19,1113.0,-1.5044247787610598,46300,51531900.0,13.718018,2.1453426,5374756864.0,,,
2026-01-20,1075.0,-3.41419586702606,40500,43537500.0,13.718018,2.1453426,5374756864.0,,,
2026-01-21,1051.0,-2.2325581395348792,66600,69996600.0,13.718018,2.1453426,5374756864.0,,,
2026-01-22,1103.0,4.947668886774492,61800,68165400.0,13.718018,2.1453426,5374756864.0,,,
2026-01-23,1091.0,-1.0879419764279197,18300,19965300.0,13.718018,2.1453426,5374756864.0,,,
2026-01-26,1066.0,-2.291475710357471,26200,27929200.0,13.718018,2.1453426,5374756864.0,,,
2026-01-27,1053.0,-1.2195121951219523,14300,15057900.0,13.718018,2.1453426,5374756864.0,,,
2026-01-28,1059.0,0.5698005698005604,15800,16732200.0,13.718018,2.1453426,5374756864.0,,,
2026-01-29,1049.0,-0.9442870632672352,17500,18357500.0,13.718018,2.1453426,5374756864.0,,,
2026-01-30,1069.0,1.9065776930409888,10600,11331400.0,13.718018,2.1453426,5374756864.0,,,
2026-02-02,1037.0,-2.9934518241347075,21900,22710300.0,13.718018,2.1453426,5374756864.0,,,
2026-02-03,1063.0,2.507232401157178,18300,19452900.0,13.718018,2.1453426,5374756864.0,,,
2026-02-04,1040.0,-2.1636876763875823,16100,16744000.0,13.718018,2.1453426,5374756864.0,,,
2026-02-05,1055.0,1.4423076923076872,7500,7912500.0,13.718018,2.1453426,5374756864.0,,,
2026-02-06,1038.0,-1.611374407582944,11300,11729400.0,13.718018,2.1453426,5374756864.0,,,
2026-02-09,1033.0,-0.4816955684007751,17900,18490700.0,13.718018,2.1453426,5374756864.0,,,
2026-02-10,1049.0,1.548886737657318,15800,16574200.0,13.718018,2.1453426,5374756864.0,,,
2026-02-12,1039.0,-0.9532888465204948,10900,11325100.0,13.718018,2.1453426,5374756864.0,,,
2026-02-13,1079.0,3.849855630413868,52900,57079100.0,13.718018,2.1453426,5374756864.0,,,
2026-02-16,1008.0,0.0,116800,117734400.0,,,,1096.0,1136.0,987.0
2026-02-17,1026.0,1.7857142857142794,48900,50171400.0,,,,1020.0,1030.0,1005.0
2026-02-18,1021.0,-0.4873294346978585,44800,45740800.0,,,,1016.0,1029.0,989.0
