日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,ROA,EPS,开盘,最高,最低
2019-04-01,1476.5,,2083200,3075844800.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-02,1476.5,0.0,0,0.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-03,1545.0,4.639349813748739,3746400,5788188000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-04,1307.5,-15.372168284789645,1434800,1876001000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-05,1333.0,1.9502868068833608,803000,1070399000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-08,1281.0,-3.900975243810956,208800,267472800.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-09,1242.5,-3.0054644808743203,202000,250985000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-10,1228.5,-1.1267605633802802,111200,136609200.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-11,1211.5,-1.3838013838013865,66000,79959000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-12,1163.0,-4.003301692117212,75600,87922800.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-15,1120.5,-3.6543422184006857,126200,141407100.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-16,1210.0,7.987505577867027,172200,208362000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-17,1172.5,-3.0991735537190035,80400,94269000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-18,1205.0,2.771855010660973,779600,939418000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-19,1335.0,10.788381742738595,384200,512907000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-22,1338.5,0.262172284644202,252800,338372800.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-23,1357.5,1.419499439671279,144000,195480000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-24,1349.5,-0.5893186003683271,111800,150874100.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-25,1449.0,7.373101148573546,425000,615825000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-04-26,1575.0,8.695652173913038,570000,897750000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-07,1585.0,0.6349206349206327,245600,389276000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-08,1557.5,-1.7350157728706628,175800,273808500.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-09,1410.0,-9.47030497592295,242600,342066000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-10,1530.0,8.51063829787233,134200,205326000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-13,1507.5,-1.4705882352941124,55600,83817000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-14,1460.0,-3.1509121061359835,71000,103660000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-15,1550.0,6.164383561643838,178200,276210000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-16,1301.0,-16.064516129032256,363600,473043600.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-17,1221.0,-6.149116064565718,218400,266666400.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-20,1391.5,13.963963963963955,283600,394629400.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-21,1342.5,-3.521379805964786,123200,165396000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-22,1358.0,1.1545623836126673,87000,118146000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-23,1329.0,-2.135493372606778,62800,83461200.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-24,1362.5,2.5206922498118844,72800,99190000.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-27,1369.5,0.5137614678899061,75000,102712500.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
2019-05-28,1327.5,-3.066812705366917,62600,83101500.0,3.3427956,3325554688.0,-85.443,-27.687,-69.81,,,
