日期,收盘,涨跌幅,成交量,成交额,PER,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2021-04-27,1222.7890625,-1.690145213087213,144200,176326182.8125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-04-28,1221.9132080078125,-0.071627602752422,58600,71604113.98925781,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-04-30,1180.7447509765625,-3.3691801317354053,150100,177229787.12158203,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-06,1183.3724365234375,0.2225447578489525,68400,80942674.65820312,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-07,1174.61328125,-0.7401858453937371,57400,67422802.34375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-10,1166.7301025390625,-0.6711297102437341,53300,62186714.46533203,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-11,1121.181884765625,-3.903920681768181,135000,151359554.44335938,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-12,1089.6488037109375,-2.812485778012664,155900,169876248.49853516,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-13,1045.8525390625,-4.019300943504344,114000,119227189.453125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-14,1051.108154296875,0.5025197184190144,63500,66745367.79785156,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-17,1000.3046264648438,-4.833330197691755,114400,114434849.26757812,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-18,1022.20263671875,2.189134157191241,36700,37514836.767578125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-19,1064.2470703125,4.113121223078808,63500,67579688.96484375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-20,1081.765625,1.6460984649321997,45500,49220335.9375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-21,1136.07275390625,5.020230598125175,68000,77252947.265625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-24,1132.5689697265625,-0.3084119540443297,83000,94003224.48730467,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-25,1126.4376220703125,-0.5413663821047687,33600,37848304.1015625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-26,1112.4228515625,-1.244167473921398,35000,38934799.8046875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-27,1078.2615966796875,-3.070887552770951,46400,50031338.0859375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-28,1094.222900390625,1.4802812007853603,49500,54164033.56933594,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-05-31,1103.976806640625,0.8914003030386253,27800,30690555.22460937,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-01,1086.2421875,-1.606430409945936,24500,26612933.59375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-02,1063.187255859375,-2.122448557598944,53200,56561562.01171875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-03,1097.769775390625,3.252721412964732,50500,55437373.65722656,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-04,1116.39111328125,1.6962880840838412,39900,44544005.41992188,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-07,1130.5787353515625,1.270846919285562,36700,41492239.58740234,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-08,1129.6920166015625,-0.0784305172451538,23400,26434793.18847656,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-09,1166.0477294921875,3.2181968497921654,69300,80807107.6538086,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-10,1150.086669921875,-1.3688170017931878,59100,67970122.19238281,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-11,1127.03173828125,-2.004625585495323,28200,31782295.01953125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-14,1137.6724853515625,0.9441390786864456,30400,34585243.5546875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-15,1140.332763671875,0.2338351638600411,23600,26911853.22265625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-16,1155.4071044921875,1.3219247311436533,52200,60312250.85449219,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-17,1184.6690673828125,2.532610607711816,66000,78188158.44726562,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-18,1151.8602294921875,-2.769451722336836,64500,74294984.8022461,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-21,1117.2777099609375,-3.0023190874899908,39600,44244197.314453125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-22,1145.6531982421875,2.539698772138044,19300,22111106.72607422,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-23,1147.4266357421875,0.1547970627342687,31300,35914453.69873047,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-24,1250.2869873046875,8.964438192248082,402000,502615368.8964844,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-25,1232.5523681640625,-1.4184438709432978,240400,296305589.3066406,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-28,1281.3226318359375,3.956851240691739,217700,278943936.9506836,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-29,1305.26416015625,1.868501166330616,159700,208450686.37695312,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-06-30,1259.154296875,-3.5326077807675604,303000,381523751.953125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-01,1225.4586181640625,-2.676056365336976,132500,162373266.90673828,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-02,1249.4002685546875,1.953689013709292,95000,118693025.51269533,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-05,1244.9666748046875,-0.3548577554836618,66200,82416793.87207031,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-06,1283.095947265625,3.06267414482555,82600,105983725.24414062,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-07,1256.494140625,-2.0732515520227035,74900,94111411.1328125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-08,1231.6656494140625,-1.976013290327594,49600,61090616.2109375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-09,1255.607421875,1.943853226102976,65100,81740043.1640625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-12,1253.833984375,-0.1412413999075989,52400,65700900.78125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-13,1243.1932373046875,-0.8486567761693431,44900,55819376.35498047,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-14,1236.986083984375,-0.4992911105090925,67300,83249163.45214844,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-15,1295.510009765625,4.73117091121531,239000,309626892.3339844,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-16,1218.3648681640625,-5.95480860973966,339400,413513036.2548828,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-19,1145.6531982421875,-5.967971649694992,204600,234400644.3603516,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-20,1141.219482421875,-0.3870033119198091,98900,112866606.81152344,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-21,1152.746826171875,1.010089989485352,125100,144208627.95410156,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-26,1145.6531982421875,-0.6153673789104697,31000,35515249.14550781,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-27,1138.5592041015625,-0.6192095611053605,28900,32904360.99853516,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-28,1091.5626220703125,-4.127724044735559,96100,104899167.98095705,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-29,1107.523681640625,1.4622211541138963,40900,45297718.57910156,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-07-30,1072.0545654296875,-3.2025605229854315,53700,57569330.16357422,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-02,1043.67919921875,-2.6468210785114743,51200,53436375.0,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-03,1027.71826171875,-1.529295353586391,46100,47377811.865234375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-04,1007.3234252929688,-1.98447737920634,45500,45833215.85083008,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-05,962.1002807617188,-4.489436401034485,71500,68790170.07446289,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-06,943.4789428710938,-1.935488250339357,53100,50098731.86645508,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-10,966.533935546875,2.443614968832564,13300,12854901.342773438,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-11,1010.8704223632812,4.587162973364212,59700,60348964.21508789,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-12,1042.7926025390625,3.1578904149902165,63900,66634447.302246094,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-13,1035.69873046875,-0.6802764090424018,23800,24649629.78515625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-16,995.7958984375,-3.852745094434007,26600,26488170.8984375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-17,960.3268432617188,-3.5618800229480385,36100,34667799.04174805,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-18,986.9287719726562,2.770091130701391,28600,28226162.87841797,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-19,957.6666259765624,-2.964970403852452,20500,19632165.83251953,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-20,935.4984741210938,-2.3148088545805967,30800,28813353.002929688,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-23,954.1197509765624,1.9905192120129864,19500,18605335.14404297,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-24,972.740966796875,1.9516644321903247,16900,16439322.338867188,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-25,972.740966796875,0.0,14600,14202018.115234377,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-26,989.5889282226562,1.7320090343536876,14900,14744875.030517578,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-27,994.9093017578124,0.537634707040624,10900,10844511.389160156,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-30,1012.6439208984376,1.7825362683102195,12900,13063106.579589844,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-08-31,1051.6600341796875,3.852895620667352,45100,47429867.54150391,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-01,1064.0740966796875,1.1804254318443563,56300,59907371.643066406,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-02,1047.226318359375,-1.5833275495460208,43100,45135454.32128906,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-03,1063.187255859375,1.5241153913134076,35900,38168422.48535156,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-06,1072.94140625,0.9174442542335236,41900,44956244.921875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-07,1040.1324462890625,-3.0578519730734333,43500,45245761.41357422,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-08,1025.9447021484375,-1.364032454832398,32400,33240608.34960937,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-09,1086.2421875,5.8772646542540885,55100,59851944.53125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-10,1104.8636474609375,1.7143009335510273,68400,75572673.48632812,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-13,1092.4493408203125,-1.1236053126694956,33700,36815542.78564453,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-14,1081.80859375,-0.9740265907728474,44300,47924120.703125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-15,1095.9962158203125,1.3114724871182926,48000,52607818.359375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-16,1065.8475341796875,-2.7508016182391515,26200,27925205.39550781,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-17,1065.8475341796875,0.0,28000,29843730.95703125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-21,1046.339599609375,-1.830274400862264,41000,42899923.583984375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-22,1010.8704223632812,-3.389834166587524,35400,35784812.95166016,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-24,1037.47216796875,2.631568301630338,30900,32057889.99023437,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-27,1044.5660400390625,0.6837650482905522,25800,26949803.83300781,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-28,1026.8314208984375,-1.6977977897847274,11600,11911244.482421877,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-29,1040.1324462890625,1.2953465505552098,23100,24027059.509277344,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-09-30,1018.8510131835938,-2.0460310781954427,13700,13958258.880615234,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-01,1009.096923828125,-0.9573616975646182,48200,48638471.728515625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-04,986.9287719726562,-2.1968307832483824,24500,24179754.91333008,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-05,977.1746826171876,-0.9883275908526225,36900,36057745.78857422,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-06,978.0613403320312,0.0907368693250365,26000,25429594.84863281,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-07,976.2879028320312,-0.1813217051803706,19000,18549470.1538086,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-08,976.2879028320312,0.0,11100,10836795.721435549,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-11,993.1357421875,1.7257039963924914,11200,11123120.3125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-12,995.7958984375,0.2678542455979649,17700,17625587.40234375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-13,962.9869995117188,-3.2947413197083386,18700,18007856.89086914,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-14,988.7020874023438,2.6703463186589005,23100,22839018.21899414,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-15,1024.1712646484375,3.587448403116378,57400,58787430.59082031,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-18,1134.1256103515625,10.735933480897696,871300,988163644.2993164,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-19,1148.313232421875,1.250974490022716,301900,346675764.86816406,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-20,1152.746826171875,0.3860961996100309,166200,191586522.5097656,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-21,1092.4493408203125,-5.230765679208393,136500,149119335.02197266,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-22,1077.3751220703125,-1.3798551737585265,105300,113447600.3540039,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-25,1034.81201171875,-3.950630516673903,112700,116623313.72070312,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-26,1050.7730712890625,1.5424115094878177,37800,39719222.09472656,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-27,999.3429565429688,-4.894502547824198,93700,93638435.02807616,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-28,979.8348999023438,-1.9520882708884304,148100,145113548.6755371,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-10-29,1063.187255859375,8.506775576715908,542000,576247492.6757812,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-01,1094.222900390625,2.919113670729989,113500,124194299.19433594,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-02,1080.03515625,-1.296604570746973,69800,75386453.90625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-04,1080.921875,0.0821009154071239,46400,50154775.0,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-05,1043.67919921875,-3.4454549068358875,73500,76710421.14257812,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-08,1026.8314208984375,-1.6142679027160822,52000,53395233.88671875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-09,1017.0775146484376,-0.9499033679224334,24200,24613275.854492188,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-10,1022.3978271484376,0.5230980356338844,16900,17278523.278808594,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-11,1019.73779296875,-0.2601760399967401,52300,53332286.572265625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-12,1041.01904296875,2.086933537889601,39000,40599742.67578125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-15,1063.187255859375,2.129472370400287,49400,52521450.439453125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-16,1056.093505859375,-0.6672154844694855,28000,29570618.1640625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-17,1101.3165283203125,4.282104019202171,87200,96034801.26953124,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-18,1084.4688720703125,-1.5297742126594072,45800,49668674.34082031,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-19,1077.3751220703125,-0.6541220483772481,43800,47189030.34667969,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-22,1106.6370849609375,2.7160421928431377,97000,107343797.24121094,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-24,1106.6370849609375,0.0,116500,128923220.39794922,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-25,1083.58203125,-2.083343674656568,66600,72166563.28125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-26,1052.546630859375,-2.864148675003697,80400,84624749.12109375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-29,979.8348999023438,-6.908171935115515,87900,86127487.70141602,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-11-30,957.6666259765624,-2.262449921715448,59100,56598097.59521485,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-01,951.4595947265624,-0.6481411256939795,57900,55089510.53466797,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-02,909.7833862304688,-4.380239447590095,120900,109992811.39526369,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-03,940.8187255859376,3.411288865590123,45200,42525006.396484375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-06,910.6700439453124,-3.204515473674119,33600,30598513.4765625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-07,952.3463134765624,4.576440150671379,38900,37046271.59423828,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-08,951.4595947265624,-0.0931088551981651,22400,21312694.921875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-09,935.4984741210938,-1.677540559150681,15600,14593776.196289062,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-10,906.2363891601562,-3.1279671501794115,34100,30902660.870361328,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-13,890.2753295898438,-1.7612468182947485,40800,36323233.447265625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-14,875.200927734375,-1.6932292016239137,62400,54612537.890625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-15,894.7089233398438,2.2289733691175373,31700,28362272.869873047,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-16,899.142578125,0.4955415855925515,29400,26434791.796875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-17,879.634521484375,-2.1696288347622827,36300,31930733.12988281,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-20,821.9971923828125,-6.552417816015232,83300,68472366.12548828,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-21,833.5245971679688,1.4023654693686272,41400,34507918.322753906,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-22,882.2947998046875,5.851081396088764,41200,36350545.751953125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-23,911.5568237304688,3.316581252916717,63200,57610391.259765625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-24,934.6116943359376,2.529175362992575,68800,64301284.5703125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-27,898.2557983398438,-3.8899466180899234,208900,187645636.27319336,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-28,920.424072265625,2.467924389327925,62300,57342419.70214844,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-29,947.02587890625,2.8901685040836345,55400,52465233.69140625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2021-12-30,962.9869995117188,1.6853943446511366,62400,60090388.76953125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-04,953.2329711914062,-1.0128930427158678,57600,54906219.140625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-05,909.7833862304688,-4.558128628999447,57300,52130588.03100586,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-06,892.9354858398438,-1.8518584363725776,62100,55451293.6706543,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-07,892.9354858398438,0.0,49900,44557480.7434082,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-11,892.9354858398438,0.0,40300,35985300.0793457,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-12,926.6311645507812,3.773584905660377,32200,29837523.49853516,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-13,939.9321899414062,1.435417445416176,45700,42954901.080322266,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-14,960.3268432617188,2.169800496095764,140000,134445758.05664062,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-17,871.654052734375,-9.233605324013382,296000,258009599.609375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-18,849.4857177734375,-2.5432492273047447,334500,284152972.59521484,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-19,808.6962890625,-4.801661506193355,154700,125105315.91796876,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-20,826.4308471679688,2.1929812644531754,84400,69750763.50097656,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-21,824.6574096679688,-0.2145899449515043,55900,46098349.20043945,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-24,798.0556030273438,-3.225800960344938,108400,86509227.36816406,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-25,719.1367797851562,-9.88888780967352,221200,159073055.68847656,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-26,735.0978393554688,2.219474795195553,66700,49031025.885009766,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-27,677.4605102539062,-7.8407697609475635,125600,85089040.08789062,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-28,683.6676025390625,0.9162293877217786,58500,39994554.74853516,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-01-31,711.1560668945312,4.020735259851382,39200,27877317.822265625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-01,704.9490356445312,-0.8728085913834338,44800,31581716.796875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-02,737.7579956054688,4.654089629463853,29200,21542533.471679688,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-03,724.4571533203125,-1.80287334930751,29200,21154148.876953125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-04,738.6446533203125,1.9583628838470533,35300,26074156.26220703,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-07,709.3827514648438,-3.961566867631461,22400,15890173.6328125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-08,698.741943359375,-1.500009421359061,14400,10061883.984375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-09,732.4376220703125,4.822335202741246,25600,18750403.125,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-10,735.0978393554688,0.363200524522056,15600,11467526.293945312,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-14,707.6091918945312,-3.739454258910546,33300,23563386.09008789,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-15,694.3084106445312,-1.879678981329924,45000,31243878.479003903,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-16,745.7385864257812,7.407396337530603,121800,90830959.82666016,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-17,729.7774658203125,-2.140310411181501,36800,26855810.7421875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-18,731.5509643554688,0.2430190870805759,42000,30725140.502929688,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-21,720.0233764648438,-1.5757737262750204,11800,8496275.842285156,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-22,704.0623779296875,-2.216733380730118,35700,25135026.892089844,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-24,660.6126708984375,-6.171286578188562,68600,45318029.22363281,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-25,707.6091918945312,7.114081074493805,49600,35097415.91796875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-02-28,733.3244018554688,3.63409778384709,28100,20606415.692138672,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-01,762.58642578125,3.990324589191641,44400,33858837.3046875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-02,743.0784301757812,-2.558135700551356,21300,15827570.56274414,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-03,762.58642578125,2.62529429105538,31100,23716437.841796875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-04,741.304931640625,-2.790699312385825,40000,29652197.265625,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-07,712.9296264648438,-3.827750762831461,37800,26948739.880371094,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-08,698.741943359375,-1.9900537975704904,34000,23757226.07421875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-09,712.9296264648438,2.030461065104805,42600,30370802.087402344,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-10,744.8517456054688,4.477597501301078,49800,37093616.93115234,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-11,748.3987426757812,0.4762017530655305,21000,15716373.596191406,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-14,751.0590209960938,0.3554626923611748,26900,20203487.66479492,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-15,748.3987426757812,-0.3542036305994034,11200,8382065.91796875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-16,757.2660522460938,1.1848375825176838,30000,22717981.56738281,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-17,783.8678588867188,3.512874578455283,48600,38095977.94189453,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-18,793.6218872070312,1.2443459965517212,30000,23808656.616210938,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-22,791.848388671875,-0.2234689546425805,20800,16470446.484375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-23,823.7706909179688,4.031365435956169,58500,48190585.41870117,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-24,806.9228515625,-2.045209855268626,47500,38328835.44921875,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-25,808.6962890625,0.2197778259180438,23000,18600014.6484375,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-28,791.848388671875,-2.083340880685425,18700,14807564.868164062,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-29,824.6574096679688,4.143346310412088,30800,25399448.21777344,13.467976,4858451456.0,5.682,505.0,89.62,,,
2022-03-30,851.25927734375,3.2258083616191424,30200,25708030.17578125,13.467976,4858451456.0,5.682,505.0,89.62,,,
