日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROA,ROE,配当利回り,EPS,开盘,最高,最低
2018-02-26,2827.8623046875,,2187400,6185666005.2734375,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-02-27,2672.785888671875,-5.483874365402031,5755800,15384021018.017578,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-02-28,2640.8583984375,-1.194539763536384,2594200,6850914857.2265625,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-01,2668.224609375,1.0362619576154364,1309200,3493239658.59375,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-02,2449.293212890625,-8.205133695084877,604600,1480842676.513672,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-05,2102.652099609375,-14.152699703607496,570000,1198511696.7773438,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-06,2045.638671875,-2.711500763486585,268600,549458547.265625,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-07,1940.7342529296875,-5.128198854842669,204400,396686081.2988281,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-08,2006.86962890625,3.407750230446349,404800,812380825.78125,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-09,2029.6751708984373,1.1363738662294898,195400,396598528.3935547,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-12,1958.978515625,-3.4831512099615214,113200,221756367.96875,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-13,1984.0645751953125,1.280568386545533,182000,361099752.6855469,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-14,2041.0777587890625,2.8735548382107234,163600,333920321.3378906,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-15,2059.322021484375,0.8938543677109445,92000,189457625.9765625,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-16,2260.0087890625,9.745283422622196,892400,2016831843.359375,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-19,2068.444091796875,-8.476281074335557,267600,553515638.9648438,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-20,1938.453857421875,-6.284445148434081,243800,472595050.4394531,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-21,1938.453857421875,0.0,0,0.0,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-22,1870.0377197265625,-3.5294179138370296,152800,285741763.57421875,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-23,1712.6810302734375,-8.414626496204248,158800,271973747.6074219,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-26,1760.572021484375,2.79625863569537,180400,317607192.67578125,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-27,1856.3546142578125,5.440424566822388,138400,256919478.61328125,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-28,1936.1734619140625,4.299762935551099,129400,250540845.9716797,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-29,1933.892822265625,-0.1177910808767612,63600,122995583.49609376,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-03-30,1904.2457275390625,-1.5330267730054414,79800,151958809.0576172,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-02,1945.2955322265625,2.155698925503202,60600,117884909.25292967,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-03,1886.00146484375,-3.048075030272912,62000,116932090.8203125,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-04,1769.694091796875,-6.166876071674244,113200,200329371.19140625,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-05,1817.58544921875,2.706194118173721,71800,130502635.25390624,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-06,1828.988037109375,0.6273481060010688,41400,75720104.73632812,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-09,1828.988037109375,0.0,23200,42432522.4609375,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-10,1835.8297119140625,0.3740688657264401,25000,45895742.79785156,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-11,1774.2554931640625,-3.354026702498558,28600,50743707.10449219,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-12,1740.04736328125,-1.9280272776165173,25400,44197203.02734375,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-13,1742.3280029296875,0.131067676464669,17800,31013438.45214844,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-16,1696.7171630859375,-2.617810180807312,33600,57009696.6796875,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-17,1721.8028564453125,1.4784840929969567,61400,105718695.3857422,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-18,1746.8887939453125,1.4569575957023462,18800,32841509.326171875,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-19,1719.5224609375,-1.566575565809558,26200,45051488.4765625,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
2018-04-20,1712.6810302734375,-0.3978680604342033,11600,19867099.951171875,15.551716,3.2328746,6161858560.0,45.171002,14.102,22.45,198.0,81.02,,,
