日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2023-06-30,785.0,,11407800,8955123000.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-03,700.0,-10.828025477707005,3948600,2764020000.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-04,679.0,-3.0000000000000027,1304500,885755500.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-05,630.0,-7.216494845360821,900400,567252000.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-06,635.0,0.7936507936507908,1715300,1089215500.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-07,656.0,3.307086614173227,489600,321177600.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-10,650.0,-0.9146341463414642,294800,191620000.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-11,647.0,-0.4615384615384577,239600,155021200.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-12,671.0,3.709428129829994,292800,196468800.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-13,648.0,-3.427719821162445,181500,117612000.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-14,632.0,-2.469135802469136,135600,85699200.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-18,601.0,-4.905063291139244,221000,132821000.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-19,571.0,-4.991680532445919,310700,177409700.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-20,624.0,9.281961471103315,430800,268819200.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-21,626.0,0.3205128205128194,226100,141538600.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-24,644.0,2.8753993610223683,149400,96213600.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-25,647.0,0.4658385093167627,207200,134058400.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-26,617.0,-4.636785162287483,208300,128521100.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-27,619.0,0.324149108589955,49300,30516700.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-28,604.0,-2.4232633279483,77500,46810000.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-07-31,617.0,2.1523178807947074,130100,80271700.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-01,648.0,5.024311183144237,172600,111844800.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-02,669.0,3.240740740740744,162200,108511800.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-03,657.0,-1.7937219730941756,180500,118588500.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-04,661.0,0.60882800608828,190100,125656100.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-07,637.0,-3.6308623298033305,107300,68350100.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-08,619.0,-2.8257456828885363,77800,48158200.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-09,632.0,2.100161550888524,53900,34064800.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-10,642.0,1.5822784810126669,143200,91934400.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-14,542.0,-15.576323987538942,186400,101028800.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-15,465.0,-14.20664206642066,833100,387391500.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-16,444.0,-4.516129032258065,315900,140259600.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-17,446.0,0.4504504504504458,354900,158285400.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-18,443.0,-0.6726457399103158,308500,136665500.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-21,435.0,-1.8058690744920949,197100,85738500.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-22,449.0,3.218390804597693,183800,82526200.0,3.6111994,5510678528.0,3.778,-2.89,,,
2023-08-23,448.0,-0.222717149220486,178300,79878400.0,3.6111994,5510678528.0,3.778,-2.89,,,
