日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROA,ROE,EPS,开盘,最高,最低
2018-01-01,1228.1702880859375,,0,0.0,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-02,1228.1702880859375,0.0,0,0.0,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-03,1228.1702880859375,0.0,0,0.0,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-04,1251.468994140625,1.897025704065669,28800,36042307.03125,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-05,1248.1407470703125,-0.2659472256919981,13400,16725086.010742188,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-08,1248.1407470703125,0.0,0,0.0,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-09,1254.79736328125,0.5333225621038551,19800,24844987.79296875,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-10,1241.48388671875,-1.0610060996371296,16400,20360335.7421875,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-11,1251.468994140625,0.8042881207476427,17500,21900707.397460938,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-12,1252.301025390625,0.0664843678825022,16100,20162046.508789062,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-15,1256.4615478515625,0.3322302207362515,18900,23747123.25439453,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-16,1258.125732421875,0.1324500995003141,10900,13713570.483398438,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-17,1263.950439453125,0.46296700569326,9800,12386714.306640623,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-18,1181.5731201171875,-6.517448529989811,136900,161757360.14404297,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-19,1194.0545654296875,1.0563413385082931,44800,53493644.53125,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-22,1210.6962890625,1.3937155063616258,38000,46006458.984375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-23,1219.017333984375,0.6872941626275608,29000,35351502.685546875,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-24,1229.8345947265625,0.88737546551787,28400,34927302.490234375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-25,1238.987548828125,0.7442426925384771,14500,17965319.458007812,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-26,1243.14794921875,0.3357903309488597,11500,14296201.416015623,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-29,1233.162841796875,-0.8032115105969573,25800,31815601.31835937,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-30,1235.6593017578125,0.2024436575870147,14000,17299230.224609375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-01-31,1231.498779296875,-0.3367046608251045,9400,11576088.525390623,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-01,1248.9727783203125,1.4189213434230297,18300,22856201.84326172,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-02,1247.3084716796875,-0.1332540363980783,9600,11974161.328125,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-05,1224.842041015625,-1.8011928223182871,26500,32458314.086914062,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-06,1178.24462890625,-3.804360933817797,56600,66688645.99609375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-07,1189.89404296875,0.9887092863995584,19400,23083944.43359375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-08,1193.2222900390625,0.2797095329604815,11100,13244767.419433594,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-09,1181.5731201171875,-0.9762782692815496,17900,21150158.850097656,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-12,1181.5731201171875,0.0,0,0.0,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-13,1191.5582275390625,0.845068938339133,15800,18826619.995117188,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-14,1153.281982421875,-3.2122849083288,26200,30215987.939453125,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-15,1176.58056640625,2.020198385086047,11500,13530676.513671877,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-16,1187.397705078125,0.9193708429941828,7300,8668003.247070312,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-19,1210.6962890625,1.962155045839676,15600,18886862.109375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-20,1215.68896484375,0.412380530637968,10700,13007871.923828123,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-21,1216.5211181640625,0.068451170026007,9100,11070342.175292969,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-22,1222.345703125,0.4787902876464578,8800,10756642.1875,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-23,1193.2222900390625,-2.3825839949763616,39900,47609569.372558594,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-26,1199.047119140625,0.4881595952562989,18200,21822657.56835937,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-27,1209.8643798828125,0.9021547668569108,15900,19236843.64013672,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-02-28,1209.0322265625,-0.0687807108093463,10500,12694838.37890625,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-01,1209.8643798828125,0.0688280512322281,7800,9436942.163085938,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-02,1189.89404296875,-1.6506260739734158,22400,26653626.5625,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-05,1178.24462890625,-0.9790295305147524,15100,17791493.896484375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-06,1169.923828125,-0.7062031582502626,17300,20239682.2265625,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-07,1164.9312744140625,-0.4267417750554725,16400,19104872.900390625,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-08,1167.427490234375,0.214280093181296,5800,6771079.443359375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-09,1173.252197265625,0.4989352298086391,14400,16894831.640625,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-12,1190.726318359375,1.4893746744711,9000,10716536.865234377,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-13,1197.3829345703125,0.5590383036220503,10300,12333044.22607422,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-14,1187.397705078125,-0.8339211461845908,33400,39659083.349609375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-15,1184.0693359375,-0.2803078636913869,20200,23918200.5859375,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-16,1174.084228515625,-0.8432873919473005,37600,44145566.9921875,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-19,1168.259521484375,-0.4961064027420026,20500,23949320.190429688,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-20,1172.4200439453125,0.3561299851980726,18000,21103560.791015625,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-21,1172.4200439453125,0.0,0,0.0,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-22,1151.61767578125,-1.7743101776101056,65000,74855148.92578125,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-23,1129.151123046875,-1.9508690433336584,44900,50698885.42480469,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-26,1142.4647216796875,1.1790803162722296,22300,25476963.29345703,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-27,1154.1141357421875,1.0196738543814865,47600,54935832.861328125,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-28,1108.015380859375,-3.994297743625441,77700,86092795.09277344,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-29,1080.5299072265625,-2.480603979657292,55700,60185515.83251953,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-03-30,1083.9656982421875,0.3179727828583445,18900,20486951.696777344,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-02,1077.0941162109375,-0.6339298413587491,16300,17556634.09423828,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-03,1077.9532470703125,0.0797637686850816,15200,16384889.35546875,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-04,1079.6710205078125,0.1593550965376833,14900,16087098.205566406,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-05,1077.0941162109375,-0.2386749526409382,15900,17125796.447753906,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-06,1077.0941162109375,0.0,12200,13140548.217773438,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-09,1081.3887939453125,0.3987281770216233,12200,13192943.286132812,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-10,1089.119140625,0.7148535959471403,12100,13178341.6015625,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-11,1079.6710205078125,-0.8675010625344037,10000,10796710.205078123,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-12,1093.4136962890625,1.2728577057469217,12400,13558329.833984377,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-13,1091.6959228515625,-0.1571018767489329,7800,8515228.198242188,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-16,1095.1317138671875,0.3147205136253106,6700,7337382.482910156,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-17,1098.5672607421875,0.3137108378377773,9000,9887105.346679688,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-18,1100.28515625,0.1563759971011658,9000,9902566.40625,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-19,1111.4512939453125,1.0148403467850953,7200,8002449.31640625,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-20,1126.911865234375,1.391025533308099,9300,10480280.346679688,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-23,1128.6297607421875,0.1524427562447528,11100,12527790.34423828,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
2018-04-24,1145.8082275390625,1.5220639570569627,6300,7218591.833496094,11.24926,0.19457226,3563591424.0,1.71,1.541,0.16699999,33.78,,,
