日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROE,配当利回り,EPS,开盘,最高,最低
2021-04-01,1993.00244140625,,22600,45041855.17578125,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-02,2145.553466796875,7.654332088172744,47600,102128345.01953124,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-05,2143.0927734375,-0.1146880465788924,49200,105440164.453125,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-06,2061.896240234375,-3.788754934434624,78400,161652665.234375,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-07,2111.106201171875,2.386636144790022,73400,154955195.16601562,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-08,2029.9097900390625,-3.84615473573714,43200,87692102.9296875,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-09,2044.6729736328125,0.7272827426220596,24200,49481085.96191406,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-12,2037.2913818359373,-0.3610157659471591,27000,55006867.30957031,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-13,1997.9234619140625,-1.9323657024651,22800,45552654.93164063,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-14,2005.304931640625,0.3694570821792586,15800,31683817.919921875,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-15,2039.7518310546875,1.7177885951679128,27200,55481249.8046875,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-16,2059.435791015625,0.9650173938444028,19000,39129280.02929688,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-19,2231.670654296875,8.363206273904321,130200,290563519.1894531,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-20,2184.921142578125,-2.0948212778950204,38400,83900971.875,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-21,2303.02490234375,5.405401479445016,100800,232144910.15625,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-22,2263.656982421875,-1.7094005315275165,48200,109108266.55273438,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-23,2278.419921875,0.6521721076896636,63400,144451823.046875,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-26,2369.45849609375,3.9956890011666912,76800,181974412.5,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-27,2248.894287109375,-5.088260004686096,63200,142130118.9453125,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-28,2327.6298828125,3.501080337765816,39600,92174143.359375,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-04-30,2310.406494140625,-0.7399539247650355,41200,95188747.55859376,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-05-06,2263.656982421875,-2.023432319693985,37800,85566233.93554688,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-05-07,2241.5126953125,-0.9782527689192078,16000,35864203.125,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-05-10,2273.499267578125,1.4270083025858415,11200,25463191.796875,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-05-11,2529.390869140625,11.255407257513305,267600,676864996.5820312,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-05-12,2672.099609375,5.642020060065334,233000,622599208.984375,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-05-13,2608.126708984375,-2.394106124119688,110400,287937188.671875,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-05-14,2701.625732421875,3.584911082556608,151200,408485810.7421875,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-05-17,2780.361328125,2.914378359601355,149000,414273837.890625,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
2021-05-18,2657.336669921875,-4.424772311377579,203000,539439343.9941406,16.216883,3.3663316,46186115072.0,12.3789996,22.233999,86.0,81.15,,,
