日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROA,ROE,配当利回り,EPS
2024-09-12,2369.16552734375,1.318504903726514,58400,138359266.796875,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-13,2380.72705078125,0.4879998169846189,129100,307351862.2558594,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-17,2392.28857421875,0.4856299437479006,61600,147364976.171875,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-18,2436.608154296875,1.8526017536407924,80600,196390617.23632807,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-19,2437.571533203125,0.0395377034485777,68000,165754864.2578125,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-20,2448.169677734375,0.4347829135222802,154900,379221483.0810547,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-24,2486.70849609375,1.5741890241464107,126600,314817295.60546875,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-25,2506.941162109375,0.8136323999136774,95100,238410104.5166016,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-26,2553.187744140625,1.844741421547269,141000,359999471.9238281,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-27,2574.77490234375,0.845498269865419,104600,269321454.78515625,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-09-30,2541.412841796875,-1.2957272698481903,84400,214495243.84765625,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-01,2558.09375,0.6563635757554032,56600,144788106.25,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-02,2516.8818359375,-1.6110400200344488,94400,237593645.3125,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-03,2538.468994140625,0.8576945446898243,58400,148246589.2578125,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-04,2546.319091796875,0.3092453630266778,65900,167802428.14941406,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-07,2553.187744140625,0.2697482953286423,64700,165191247.04589844,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-08,2533.562744140625,-0.7686469608448432,96500,244488804.8095703,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-09,2536.506591796875,0.1161939905794051,122900,311736660.13183594,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-10,2551.22509765625,0.5802668089637475,70700,180371614.40429688,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-11,2512.956787109375,-1.4999974162229424,100000,251295678.7109375,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
