日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROE,EPS,开盘,最高,最低
2018-01-01,785.9593505859375,,0,0.0,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-02,785.9593505859375,0.0,0,0.0,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-03,785.9593505859375,0.0,0,0.0,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-04,789.8263549804688,0.4920107371517934,18100,14295857.025146484,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-05,788.8595581054688,-0.122406256628893,14300,11280691.680908203,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-08,788.8595581054688,0.0,0,0.0,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-09,787.892822265625,-0.1225485360366929,18200,14339649.365234377,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-10,786.9261474609375,-0.1226911551126641,8700,6846257.482910156,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-11,789.8263549804688,0.3685488821141502,13200,10425707.885742188,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-12,786.9261474609375,-0.3671955868835175,22400,17627145.703125,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-15,789.8263549804688,0.3685488821141502,6500,5133871.307373047,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-16,787.892822265625,-0.2448047855900581,12300,9691081.713867188,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-17,789.8263549804688,0.2454055501208696,9200,7266402.465820312,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-18,788.8595581054688,-0.122406256628893,14800,11675121.459960938,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-19,789.8263549804688,0.122556273175145,11000,8688089.904785156,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-22,791.759765625,0.2447893302546244,7500,5938198.2421875,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-23,795.626708984375,0.4883985682604841,14000,11138773.92578125,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-24,796.593505859375,0.1215138788181358,8500,6771044.799804688,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-25,794.6600341796875,-0.2427174795508357,8000,6357280.2734375,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-26,794.6600341796875,0.0,6200,4926892.211914063,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-29,796.593505859375,0.2433080306704305,7500,5974451.2939453125,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-30,795.626708984375,-0.1213664017957305,12400,9865771.19140625,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-01-31,793.6932983398438,-0.2430047436440707,14600,11587922.15576172,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-01,795.626708984375,0.2435966951686907,7700,6126325.659179688,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-02,794.6600341796875,-0.1214985361566722,11200,8900192.3828125,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-05,792.7265625,-0.2433080306704194,16300,12921442.96875,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-06,775.3252563476562,-2.1951208620366813,53200,41247303.63769531,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-07,777.2586669921875,0.2493676852007853,18800,14612462.939453123,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-08,784.9926147460938,0.995028821464916,8600,6750936.486816406,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-09,779.1921997070312,-0.7389133260748748,14100,10986610.01586914,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-12,779.1921997070312,0.0,0,0.0,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-13,779.1921997070312,0.0,10600,8259437.316894531,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-14,775.3252563476562,-0.4962759330533473,12700,9846630.755615234,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-15,777.2586669921875,0.2493676852007853,7300,5673988.269042969,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-16,778.2254028320312,0.12437762110582,8000,6225803.22265625,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-19,786.9261474609375,1.1180237238778812,13800,10859580.834960938,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-20,789.8263549804688,0.3685488821141502,7800,6160645.568847656,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-21,787.892822265625,-0.2448047855900581,8700,6854667.5537109375,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-22,788.8595581054688,0.1226989017445001,7200,5679788.818359375,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-23,790.7930297851562,0.2450970720733858,15700,12415450.567626951,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-26,796.593505859375,0.7335011634832744,14800,11789583.88671875,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-27,796.593505859375,0.0,6700,5337176.4892578125,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-02-28,794.6600341796875,-0.2427174795508357,11000,8741260.375976562,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-03-01,795.626708984375,0.121646334672576,20600,16389910.205078123,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
2018-03-02,789.8263549804688,-0.7290295735936869,18900,14927718.10913086,64.912285,0.32205054,1855277440.0,2.574,4.933,2.85,,,
