日期,收盘,涨跌幅,成交量,成交额,時価総額,営業利益率,ROA,ROE,开盘,最高,最低
2023-05-01,24950.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-02,24950.0,0.0,100,2495000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-08,24950.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-09,24950.0,0.0,300,7485000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-10,24950.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-11,24950.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-12,24400.0,-2.2044088176352727,100,2440000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-15,24400.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-16,24210.0,-0.7786885245901654,100,2421000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-17,24880.0,2.767451466336235,200,4976000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-18,24250.0,-2.5321543408360125,900,21825000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-19,24480.0,0.9484536082474238,100,2448000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-22,24290.0,-0.7761437908496704,200,4858000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-23,24290.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-24,24290.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-25,24290.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-26,24290.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-29,24290.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-30,24400.0,0.4528612597776815,300,7320000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-05-31,24400.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-01,24400.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-02,24400.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-05,24500.0,0.4098360655737654,200,4900000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-06,24900.0,1.6326530612244872,100,2490000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-07,24950.0,0.2008032128514081,200,4990000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-08,24950.0,0.0,200,4990000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-09,24800.0,-0.6012024048096198,300,7440000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-12,24950.0,0.6048387096774244,100,2495000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-13,25000.0,0.2004008016031955,200,5000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-14,25280.0,1.12000000000001,1900,48032000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-15,25730.0,1.7800632911392444,1100,28303000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-16,25730.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-19,25750.0,0.0777302759424891,200,5150000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-20,25140.0,-2.368932038834948,300,7542000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-21,25140.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-22,25420.0,1.1137629276054106,200,5084000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-23,25120.0,-1.1801730920535047,300,7536000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-26,25840.0,2.866242038216571,200,5168000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-27,25500.0,-1.3157894736842146,200,5100000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-28,25450.0,-0.1960784313725483,200,5090000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-29,25450.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-06-30,25450.0,0.0,100,2545000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-03,26300.0,3.339882121807469,1100,28930000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-04,26290.0,-0.0380228136882099,200,5258000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-05,26300.0,0.0380372765309999,1100,28930000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-06,26500.0,0.7604562737642651,200,5300000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-07,27000.0,1.8867924528301885,600,16200000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-10,26300.0,-2.592592592592591,800,21040000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-11,27900.0,6.083650190114076,300,8370000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-12,28000.0,0.3584229390680926,1200,33600000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-13,28800.0,2.857142857142847,800,23040000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-14,29300.0,1.736111111111116,400,11720000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-18,29700.0,1.3651877133105783,1600,47520000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-19,31000.0,4.377104377104368,2600,80600000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-20,37500.0,20.967741935483875,4600,172500000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-21,32500.0,-13.33333333333333,5400,175500000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-24,33500.0,3.076923076923066,1600,53600000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-25,30300.0,-9.552238805970148,1000,30300000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-26,32000.0,5.610561056105601,800,25600000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-27,32000.0,0.0,600,19200000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-28,31300.0,-2.187499999999998,600,18780000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-07-31,32000.0,2.2364217252396124,200,6400000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-01,31350.0,-2.031249999999996,300,9405000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-02,32000.0,2.0733652312599604,100,3200000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-03,31300.0,-2.187499999999998,400,12520000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-04,30000.0,-4.153354632587858,1100,33000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-07,29990.0,-0.0333333333333296,300,8997000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-08,30000.0,0.0333444481493749,100,3000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-09,29550.0,-1.500000000000001,200,5910000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-10,29800.0,0.8460236886632888,300,8940000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-14,29350.0,-1.5100671140939603,200,5870000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-15,29350.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-16,30000.0,2.214650766609872,200,6000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-17,29500.0,-1.6666666666666718,500,14750000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-18,29500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-21,29500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-22,30000.0,1.6949152542372836,300,9000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-23,30000.0,0.0,500,15000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-24,30000.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-25,29790.0,-0.7000000000000006,200,5958000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-28,29790.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-29,30000.0,0.7049345417925457,200,6000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-30,30000.0,0.0,100,3000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-08-31,30000.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-01,31000.0,3.333333333333344,100,3100000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-04,29600.0,-4.516129032258065,100,2960000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-05,30000.0,1.3513513513513598,200,6000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-06,30700.0,2.333333333333343,100,3070000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-07,28810.0,-6.156351791530945,500,14405000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-08,28810.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-11,30000.0,4.130510239500174,200,6000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-12,30000.0,0.0,400,12000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-13,30000.0,0.0,100,3000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-14,30000.0,0.0,300,9000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-15,30000.0,0.0,300,9000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-19,29300.0,-2.333333333333332,300,8790000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-20,29800.0,1.7064846416382284,200,5960000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-21,29500.0,-1.0067114093959773,200,5900000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-22,29500.0,0.0,400,11800000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-25,29900.0,1.3559322033898311,100,2990000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-26,29400.0,-1.6722408026755842,100,2940000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-27,29500.0,0.340136054421758,200,5900000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-28,29500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-09-29,30500.0,3.3898305084745672,200,6100000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-02,30500.0,0.0,200,6100000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-03,29310.0,-3.9016393442622976,100,2931000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-04,27500.0,-6.175366769020807,1400,38500000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-05,27500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-06,27500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-10,27500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-11,27500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-12,29710.0,8.036363636363642,200,5942000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-13,29710.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-16,28010.0,-5.721979131605515,100,2801000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-17,28010.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-18,28010.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-19,28000.0,-0.0357015351660106,200,5600000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-20,28000.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-23,28100.0,0.3571428571428559,300,8430000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-24,28100.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-25,28500.0,1.4234875444839812,100,2850000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-26,28500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-27,28500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-30,28500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-10-31,29600.0,3.8596491228070073,200,5920000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-01,29000.0,-2.0270270270270285,100,2900000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-02,29000.0,0.0,300,8700000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-06,29000.0,0.0,100,2900000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-07,28730.0,-0.9310344827586192,300,8619000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-08,28730.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-09,29200.0,1.6359206404455318,300,8760000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-10,29200.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-13,29200.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-14,29480.0,0.9589041095890316,300,8844000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-15,29000.0,-1.6282225237449155,100,2900000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-16,28800.0,-0.6896551724137945,600,17280000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-17,28800.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-20,28800.0,0.0,400,11520000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-21,28800.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-22,28300.0,-1.736111111111116,200,5660000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-24,28500.0,0.7067137809187329,100,2850000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-27,28600.0,0.3508771929824572,100,2860000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-28,28500.0,-0.3496503496503544,400,11400000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-29,27500.0,-3.508771929824561,800,22000000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-11-30,27600.0,0.363636363636366,300,8280000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-01,27400.0,-0.7246376811594235,300,8220000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-04,27300.0,-0.3649635036496401,300,8190000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-05,27300.0,0.0,200,5460000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-06,27300.0,0.0,100,2730000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-07,27300.0,0.0,200,5460000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-08,27300.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-11,27500.0,0.73260073260073,100,2750000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-12,27050.0,-1.6363636363636358,300,8115000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-13,27800.0,2.772643253234741,200,5560000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-14,27500.0,-1.0791366906474864,300,8250000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-15,27500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-18,26500.0,-3.6363636363636376,800,21200000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-19,27000.0,1.8867924528301885,900,24300000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-20,27200.0,0.7407407407407307,900,24480000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-21,26990.0,-0.772058823529409,200,5398000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-22,27000.0,0.0370507595405689,200,5400000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-25,26150.0,-3.1481481481481444,1100,28765000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-26,26500.0,1.3384321223709472,500,13250000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-27,26200.0,-1.132075471698113,500,13100000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-28,26200.0,0.0,100,2620000.0,26499999744.0,88.33,0.296,39.009997,,,
2023-12-29,26200.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-04,26200.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-05,26200.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-09,27200.0,3.8167938931297662,100,2720000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-10,27990.0,2.904411764705883,300,8397000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-11,27990.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-12,27990.0,0.0,100,2799000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-15,27990.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-16,27990.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-17,27080.0,-3.2511611289746334,300,8124000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-18,27080.0,0.0,100,2708000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-19,27080.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-22,27080.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-23,27170.0,0.3323485967503758,100,2717000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-24,27170.0,0.0,100,2717000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-25,27590.0,1.5458225984541718,100,2759000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-26,27200.0,-1.413555636100039,100,2720000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-29,27900.0,2.5735294117646967,100,2790000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-30,27400.0,-1.7921146953404965,200,5480000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-01-31,27900.0,1.824817518248168,100,2790000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-01,28040.0,0.501792114695343,200,5608000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-02,28000.0,-0.1426533523537831,200,5600000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-05,29300.0,4.642857142857149,400,11720000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-06,28700.0,-2.0477815699658675,300,8610000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-07,28700.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-08,28700.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-09,29450.0,2.6132404181184565,200,5890000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-13,29450.0,0.0,100,2945000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-14,28900.0,-1.86757215619694,500,14450000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-15,29000.0,0.34602076124568,100,2900000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-16,29000.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-19,29800.0,2.758620689655178,500,14900000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-20,29800.0,0.0,200,5960000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-21,30000.0,0.6711409395973256,500,15000000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-22,29300.0,-2.333333333333332,400,11720000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-26,30900.0,5.460750853242313,400,12360000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-27,30200.0,-2.265372168284785,600,18120000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-28,30300.0,0.3311258278145601,1000,30300000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-02-29,31700.0,4.62046204620461,500,15850000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-01,32200.0,1.577287066246047,900,28980000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-04,33300.0,3.416149068322971,1900,63270000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-05,37000.0,11.111111111111116,3100,114700000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-06,36900.0,-0.2702702702702675,2500,92250000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-07,34800.0,-5.691056910569103,1300,45240000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-08,33050.0,-5.028735632183912,600,19830000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-11,30550.0,-7.564296520423596,800,24440000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-12,30350.0,-0.6546644844517169,200,6070000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-13,30550.0,0.6589785831960571,300,9165000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-14,31000.0,1.4729950900163713,600,18600000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-15,30600.0,-1.2903225806451646,700,21420000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-18,33000.0,7.843137254901955,400,13200000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-19,33000.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-21,32900.0,-0.303030303030305,800,26320000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-22,33600.0,2.127659574468077,100,3360000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-25,31000.0,-7.738095238095233,800,24800000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-26,30850.0,-0.4838709677419395,200,6170000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-27,30850.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-28,31500.0,2.1069692058346856,100,3150000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-03-29,31500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-01,31600.0,0.3174603174603163,400,12640000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-02,31200.0,-1.2658227848101222,200,6240000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-03,31000.0,-0.6410256410256387,200,6200000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-04,31500.0,1.6129032258064502,200,6300000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-05,31500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-08,31500.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-09,32350.0,2.698412698412689,500,16175000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-10,30400.0,-6.02782071097373,100,3040000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-11,31150.0,2.4671052631578982,400,12460000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-12,31150.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-15,31050.0,-0.3210272873194197,400,12420000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-16,30600.0,-1.449275362318836,200,6120000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-17,30600.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-18,30600.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-19,30200.0,-1.3071895424836557,200,6040000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-22,30200.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-23,30100.0,-0.3311258278145712,100,3010000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-24,30050.0,-0.1661129568106267,200,6010000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-25,30050.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-26,30050.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-04-30,30050.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-01,30050.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-02,30050.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-07,30800.0,2.4958402662229595,100,3080000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-08,30200.0,-1.9480519480519431,100,3020000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-09,30200.0,0.0,300,9060000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-10,30200.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-13,30200.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-14,30350.0,0.4966887417218624,100,3035000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-15,30350.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-16,30350.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-17,30350.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-20,30550.0,0.6589785831960571,100,3055000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-21,30500.0,-0.1636661211129264,100,3050000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-22,30550.0,0.1639344262295061,200,6110000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-23,31600.0,3.436988543371533,300,9480000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-24,31600.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-27,31300.0,-0.9493670886076,100,3130000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-28,31000.0,-0.9584664536741228,100,3100000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-29,30700.0,-0.967741935483868,100,3070000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-30,31000.0,0.9771986970684045,100,3100000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-05-31,30800.0,-0.6451612903225823,100,3080000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-03,30800.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-04,30800.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-05,31000.0,0.6493506493506551,100,3100000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-06,30800.0,-0.6451612903225823,100,3080000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-07,30300.0,-1.6233766233766267,600,18180000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-10,30300.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-11,30000.0,-0.990099009900991,400,12000000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-12,30000.0,0.0,200,6000000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-13,30000.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-14,30000.0,0.0,0,0.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-17,30000.0,0.0,200,6000000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-18,30800.0,2.6666666666666616,100,3080000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-19,30500.0,-0.9740259740259716,100,3050000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-20,30000.0,-1.6393442622950838,100,3000000.0,26499999744.0,88.33,0.296,39.009997,,,
2024-06-21,30000.0,0.0,100,3000000.0,26499999744.0,88.33,0.296,39.009997,,,
