日期,收盘,涨跌幅,成交量,成交额,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2023-03-17,699.9185791015625,0.0,7500,5249389.343261719,17723883520.0,0.0,192.0,-7.63,,,
2023-03-20,712.9169921875,1.8571321685191933,5000,3564584.9609375,17723883520.0,0.0,192.0,-7.63,,,
2023-03-22,719.916259765625,0.9817787561281932,8100,5831321.7041015625,17723883520.0,0.0,192.0,-7.63,,,
2023-03-23,719.916259765625,0.0,4500,3239623.1689453125,17723883520.0,0.0,192.0,-7.63,,,
2023-03-24,780.9091186523438,8.472215769452895,49000,38264546.81396485,17723883520.0,0.0,192.0,-7.63,,,
2023-03-27,759.91162109375,-2.688852909648465,6200,4711452.05078125,17723883520.0,0.0,192.0,-7.63,,,
2023-03-28,774.9097900390625,1.9736727968083343,9900,7671606.921386719,17723883520.0,0.0,192.0,-7.63,,,
2023-03-29,776.9096069335938,0.2580709290600724,3500,2719183.624267578,17723883520.0,0.0,192.0,-7.63,,,
2023-03-30,782.9088745117188,0.7721963436394752,25600,20042467.1875,17723883520.0,0.0,192.0,-7.63,,,
2023-03-31,776.9096069335938,-0.7662791639533539,13900,10799043.536376951,17723883520.0,0.0,192.0,-7.63,,,
2023-04-03,749.9127807617188,-3.474899258670461,20900,15673177.117919922,17723883520.0,0.0,192.0,-7.63,,,
2023-04-04,762.9111938476562,1.7333233169775308,6500,4958922.760009766,17723883520.0,0.0,192.0,-7.63,,,
2023-04-05,713.9169311523438,-6.422013871393794,13000,9280920.104980469,17723883520.0,0.0,192.0,-7.63,,,
2023-04-06,732.9146728515625,2.661057732382699,6900,5057111.242675781,17723883520.0,0.0,192.0,-7.63,,,
2023-04-07,726.9154052734375,-0.818549252777756,5200,3779960.107421875,17723883520.0,0.0,192.0,-7.63,,,
2023-04-10,729.9151000976562,0.412660785898522,3300,2408719.8303222656,17723883520.0,0.0,192.0,-7.63,,,
2023-04-11,729.9151000976562,0.0,7200,5255388.720703125,17723883520.0,0.0,192.0,-7.63,,,
2023-04-12,726.9154052734375,-0.4109648949333189,6000,4361492.431640625,17723883520.0,0.0,192.0,-7.63,,,
2023-04-13,734.9144897460938,1.1004147682971863,3100,2278234.9182128906,17723883520.0,0.0,192.0,-7.63,,,
2023-04-14,749.9127807617188,2.040821241775604,7000,5249389.465332031,17723883520.0,0.0,192.0,-7.63,,,
2023-04-17,805.90625,7.466664214124519,47900,38602909.375,17723883520.0,0.0,192.0,-7.63,,,
2023-04-18,789.9080810546875,-1.9851153834968385,8900,7030181.921386719,17723883520.0,0.0,192.0,-7.63,,,
2023-04-19,829.9034423828125,5.063293095409671,45400,37677616.28417969,17723883520.0,0.0,192.0,-7.63,,,
2023-04-20,826.9037475585938,-0.3614510641871793,38400,31753103.90625,17723883520.0,0.0,192.0,-7.63,,,
2023-04-21,830.9033203125,0.4836805693183565,19300,16036434.08203125,17723883520.0,0.0,192.0,-7.63,,,
2023-04-24,823.9041748046875,-0.8423537777150991,21100,17384378.088378906,17723883520.0,0.0,192.0,-7.63,,,
2023-04-25,794.907470703125,-3.5194267717403416,3200,2543703.90625,17723883520.0,0.0,192.0,-7.63,,,
2023-04-26,794.907470703125,0.0,0,0.0,17723883520.0,0.0,192.0,-7.63,,,
2023-04-27,775.9097290039062,-2.38993120575588,300,232772.91870117188,17723883520.0,0.0,192.0,-7.63,,,
2023-04-28,793.9076538085938,2.319590041459185,4900,3890147.503662109,17723883520.0,0.0,192.0,-7.63,,,
2023-05-01,791.9078979492188,-0.2518877163838362,2500,1979769.7448730469,17723883520.0,0.0,192.0,-7.63,,,
2023-05-02,783.9088134765625,-1.0101028785508115,2500,1959772.0336914065,17723883520.0,0.0,192.0,-7.63,,,
2023-05-08,799.9069213867188,2.040812354080579,5400,4319497.375488281,17723883520.0,0.0,192.0,-7.63,,,
2023-05-09,799.9069213867188,0.0,4200,3359609.0698242188,17723883520.0,0.0,192.0,-7.63,,,
2023-05-10,779.9092407226562,-2.5000009537852863,3400,2651691.4184570312,17723883520.0,0.0,192.0,-7.63,,,
2023-05-11,784.9086303710938,0.6410219788914207,500,392454.3151855469,17723883520.0,0.0,192.0,-7.63,,,
2023-05-12,785.9085693359375,0.1273955879897759,1500,1178862.8540039062,17723883520.0,0.0,192.0,-7.63,,,
2023-05-15,785.9085693359375,0.0,0,0.0,17723883520.0,0.0,192.0,-7.63,,,
2023-05-16,785.9085693359375,0.0,0,0.0,17723883520.0,0.0,192.0,-7.63,,,
2023-05-17,785.9085693359375,0.0,0,0.0,17723883520.0,0.0,192.0,-7.63,,,
