日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2018-01-01,1313.3917236328125,,0,0.0,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-02,1313.3917236328125,0.0,0,0.0,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-03,1313.3917236328125,0.0,0,0.0,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-04,1345.3040771484375,2.42976660667209,141800,190764118.13964844,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-05,1347.298583984375,0.1482569531912281,83500,112499431.76269533,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-08,1347.298583984375,0.0,0,0.0,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-09,1360.2630615234375,0.9622571932587088,93300,126912543.64013672,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-10,1362.257568359375,0.1466265527863219,87400,119061311.47460938,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-11,1360.2630615234375,-0.1464118741024589,54300,73862284.24072266,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-12,1357.271240234375,-0.2199443161907122,79400,107767336.47460938,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-15,1350.2904052734375,-0.514328658414076,45800,61843300.56152344,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-16,1334.334228515625,-1.1816848209464492,56900,75923617.60253906,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-17,1322.3670654296875,-0.8968639813167645,49900,65986116.564941406,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-18,1314.3890380859375,-0.60331412905823,95200,125129836.42578124,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-19,1316.383544921875,0.1517440254098501,61200,80562672.94921875,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
2018-01-22,1322.3670654296875,0.4545423353926603,48500,64134802.67333984,19.371069,2.1026475,3352756736.0,1.4140001,15.9,,,
