日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2021-10-26,3830.0,,3897500,14927425000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-10-27,3700.0,-3.394255874673624,1681100,6220070000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-10-28,3850.0,4.054054054054057,1029300,3962805000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-10-29,3425.0,-11.038961038961038,1587000,5435475000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-01,3205.0,-6.423357664233576,506300,1622691500.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-02,3195.0,-0.3120124804992241,245800,785331000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-04,3320.0,3.9123630672926346,348000,1155360000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-05,3145.0,-5.2710843373493965,240400,756058000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-08,3330.0,5.882352941176472,377400,1256742000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-09,3185.0,-4.354354354354351,191800,610883000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-10,3115.0,-2.197802197802201,124900,389063500.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-11,2822.0,-9.406099518459063,336700,950167400.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-12,2892.0,2.4805102763997056,104300,301635600.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-15,3190.0,10.304287690179814,254000,810260000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-16,3015.0,-5.485893416927901,191800,578277000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-17,3250.0,7.794361525704807,173700,564525000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-18,3465.0,6.615384615384623,182000,630630000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-19,3405.0,-1.7316017316017285,173800,591789000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-22,3365.0,-1.1747430249632873,60500,203582500.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-24,3180.0,-5.4977711738484425,127300,404814000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-25,3255.0,2.358490566037741,77300,251611500.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-26,3235.0,-0.6144393241167445,57900,187306500.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-29,3000.0,-7.264296754250388,65600,196800000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-11-30,2844.0,-5.200000000000005,111400,316821600.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-12-01,2929.0,2.988748241912797,87000,254823000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-12-02,2626.0,-10.344827586206897,115900,304353400.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-12-03,2696.0,2.6656511805026595,59700,160951200.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
2021-12-06,2520.0,-6.528189910979232,65900,166068000.0,1.3136467,1414023424.0,-6.321000000000001,-49.94,,,
