日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2018-01-01,1267.10498046875,,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-02,1267.10498046875,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-03,1267.10498046875,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-04,1267.10498046875,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-05,1304.8450927734375,2.978451895179668,600,782907.0556640625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-08,1304.8450927734375,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-09,1311.2689208984375,0.4923058040051442,2300,3015918.5180664062,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-10,1311.2689208984375,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-11,1318.495849609375,0.5511400900118923,1000,1318495.849609375,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-12,1324.919677734375,0.4872088241235861,2700,3577283.1298828125,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-15,1324.919677734375,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-16,1361.0537109375,2.7272621737277403,3100,4219266.50390625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-17,1355.4329833984375,-0.4129688265712139,900,1219889.6850585938,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-18,1365.0687255859375,0.710897720914283,4100,5596781.774902344,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-19,1401.2027587890625,2.6470486449402086,2600,3643127.1728515625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-22,1397.18798828125,-0.2865231660892586,1100,1536906.787109375,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-23,1397.18798828125,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-24,1424.4892578125,1.954015476817439,3100,4415916.69921875,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-25,1424.4892578125,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-26,1413.2476806640625,-0.7891654560948091,1500,2119871.5209960938,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-29,1393.173095703125,-1.4204576618519371,900,1253855.7861328125,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-30,1419.67138671875,1.902009958227868,2700,3833112.744140625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-01-31,1398.7938232421875,-1.4705912700555546,100,139879.38232421875,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-01,1398.7938232421875,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-02,1393.173095703125,-0.4018267342669968,3600,5015423.14453125,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-05,1243.818359375,-10.720472336766363,2900,3607073.2421875,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-06,1243.818359375,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-07,1290.391357421875,3.744356858526943,800,1032313.0859375,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-08,1204.472412109375,-6.658363357622054,10700,12887854.809570312,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-09,1168.338134765625,-3.000008715888192,3000,3505014.404296875,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-12,1168.338134765625,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-13,1180.3829345703125,1.0309344055694725,4100,4839570.031738281,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-14,1180.3829345703125,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-15,1178.777099609375,-0.1360435595861964,2800,3300575.87890625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-16,1187.6097412109375,0.7493054967295798,2400,2850263.37890625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-19,1194.836669921875,0.6085272341711079,400,477934.66796875,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-20,1186.0037841796875,-0.7392546583597115,1500,1779005.6762695312,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-21,1188.4124755859375,0.2030930624657312,600,713047.4853515625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-22,1177.973876953125,-0.8783649488083523,400,471189.55078125,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-23,1177.973876953125,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-26,1186.0037841796875,0.6816710780830126,100,118600.37841796876,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-27,1188.4124755859375,0.2030930624657312,500,594206.2377929688,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-02-28,1177.171142578125,-0.9459117300388508,800,941736.9140625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-01,1176.3680419921875,-0.0682229250182464,1000,1176368.0419921875,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-02,1176.3680419921875,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-05,1154.6875,-1.843006713738271,200,230937.5,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-06,1176.3680419921875,1.877611214479025,300,352910.41259765625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-07,1177.171142578125,0.0682695004683653,200,235434.228515625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-08,1177.171142578125,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-09,1165.126220703125,-1.0232090678523045,800,932100.9765625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-12,1165.126220703125,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-13,1188.4124755859375,1.9986036250012384,300,356523.74267578125,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-14,1192.4278564453125,0.3378777101271435,600,715456.7138671875,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-15,1147.460693359375,-3.771059426604384,5300,6081541.674804688,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-16,1150.6727294921875,0.2799255914735399,1200,1380807.275390625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-19,1137.02197265625,-1.1863283526291513,800,909617.578125,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-20,1156.29345703125,1.6949087034773047,1000,1156293.45703125,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-21,1156.29345703125,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-22,1156.29345703125,0.0,500,578146.728515625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-23,1155.4906005859375,-0.0694336234829062,700,808843.4204101562,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-26,1155.4906005859375,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-27,1154.6875,-0.0695029960027571,300,346406.25,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-28,1156.33349609375,0.1425490527740214,1200,1387600.1953125,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-29,1154.6875,-0.1423461397002112,400,461875.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-03-30,1148.1033935546875,-0.5702067828146196,200,229620.6787109375,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-04-02,1148.1033935546875,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-04-03,1143.9884033203125,-0.3584163462520884,600,686393.0419921875,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-04-04,1143.9884033203125,0.0,0,0.0,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
2018-04-05,1138.227294921875,-0.5035984964285034,1400,1593518.212890625,0.7161498,1360777728.0,-8.036,240.0,-1224.39,,,
