日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2023-07-31,1375.0,,13132300,18056912500.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-01,1292.0,-6.03636363636364,19297000,24931724000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-02,1355.0,4.876160990712064,9372000,12699060000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-03,1249.0,-7.822878228782293,9374000,11708126000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-04,1212.0,-2.962369895916739,4390500,5321286000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-07,1109.0,-8.498349834983498,2788500,3092446500.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-08,1003.0,-9.558160504959424,3626800,3637680400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-09,988.0,-1.495513459621134,4470800,4417150400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-10,901.0,-8.805668016194335,2051700,1848581700.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-14,914.0,1.442841287458374,1630900,1490642600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-15,1064.0,16.411378555798684,4518200,4807364800.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-16,1132.0,6.390977443609014,14157800,16026629600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-17,1097.0,-3.0918727915194344,2418200,2652765400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-18,1232.0,12.30628988149498,11105400,13681852800.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-21,1224.0,-0.649350649350644,4898000,5995152000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-22,1249.0,2.042483660130712,2258600,2820991400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-23,1137.0,-8.967173738991196,1784600,2029090200.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-24,1165.0,2.4626209322779147,1710000,1992150000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-25,1145.0,-1.716738197424894,734600,841117000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-28,1125.0,-1.7467248908296984,542000,609750000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-29,1135.0,0.8888888888888946,587500,666812500.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-30,1229.0,8.2819383259912,1262500,1551612500.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-08-31,1184.0,-3.661513425549223,1255100,1486038400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-01,1130.0,-4.560810810810811,978600,1105818000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-04,1222.0,8.14159292035399,1556200,1901676400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-05,1310.0,7.201309328968897,3023200,3960392000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-06,1220.0,-6.870229007633588,3073700,3749914000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-07,1222.0,0.1639344262295061,915000,1118130000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-08,1168.0,-4.418985270049102,923300,1078414400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-11,1089.0,-6.763698630136982,1128800,1229263200.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-12,1062.0,-2.479338842975209,923700,980969400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-13,1044.0,-1.6949152542372836,842400,879465600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-14,1031.0,-1.245210727969348,627700,647158700.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-15,1078.0,4.55868089233753,627700,676660600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-19,1048.0,-2.78293135435993,440200,461329600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-20,1022.0,-2.4809160305343525,432800,442321600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-21,954.0,-6.653620352250488,914400,872337600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-22,981.0,2.830188679245293,734000,720054000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-25,1032.0,5.198776758409784,468800,483801600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-26,987.0,-4.360465116279066,391500,386410500.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-27,983.0,-0.4052684903748771,252800,248502400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-28,993.0,1.0172939979654183,311200,309021600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-09-29,974.0,-1.9133937562940573,326500,318011000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-02,913.0,-6.262833675564683,468700,427923100.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-03,911.0,-0.2190580503833472,354000,322494000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-04,825.0,-9.44017563117453,1007100,830857500.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-05,830.0,0.60606060606061,463600,384788000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-06,849.0,2.289156626506017,276900,235088100.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-10,825.0,-2.826855123674909,351800,290235000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-11,805.0,-2.4242424242424288,408000,328440000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-12,802.0,-0.3726708074534124,559900,449039800.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-13,738.0,-7.980049875311723,528300,389885400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-16,688.0,-6.77506775067751,629900,433371200.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-17,686.0,-0.2906976744186051,424300,291069800.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-18,699.0,1.895043731778423,369800,258490200.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-19,705.0,0.8583690987124415,516400,364062000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-20,737.0,4.539007092198588,670700,494305900.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-23,769.0,4.341926729986434,1289400,991548600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-24,823.0,7.022106631989589,859500,707368500.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-25,848.0,3.037667071688932,793100,672548800.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-26,849.0,0.1179245283018826,346600,294263400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-27,874.0,2.944640753828032,323600,282826400.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-30,942.0,7.78032036613272,776400,731368800.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-10-31,994.0,5.520169851380041,1660700,1650735800.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-01,929.0,-6.539235412474853,1086800,1009637200.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-02,877.0,-5.597416576964475,1016400,891382800.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-06,906.0,3.306727480045613,557800,505366800.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-07,891.0,-1.655629139072845,329200,293317200.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-08,882.0,-1.0101010101010055,329500,290619000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-09,909.0,3.0612244897959107,356100,323694900.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-10,902.0,-0.7700770077007646,532300,480134600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-13,942.0,4.434589800443467,1096800,1033185600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-14,941.0,-0.1061571125265392,738000,694458000.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-15,958.0,1.8065887353878816,617700,591756600.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-16,889.0,-7.202505219206678,1406800,1250645200.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
2023-11-17,875.0,-1.5748031496062964,596100,521587500.0,94.03315,5.1334643,13552285696.0,18.094999,9.05,,,
