日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,ROA,ROE,EPS,开盘,最高,最低
2023-12-12,1899.0,,5400400,10255359600.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-13,1880.0,-1.000526592943651,4330100,8140588000.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-14,1656.0,-11.91489361702127,853000,1412568000.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-15,1599.0,-3.4420289855072506,329300,526550700.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-18,1475.0,-7.754846779237024,211500,311962500.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-19,1518.0,2.915254237288134,189800,288116400.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-20,1518.0,0.0,107000,162426000.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-21,1473.0,-2.964426877470361,120800,177938400.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-22,1512.0,2.6476578411405383,84400,127612800.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-25,1504.0,-0.5291005291005346,79300,119267200.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-26,1564.0,3.9893617021276695,144600,226154400.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-27,1522.0,-2.6854219948849067,116200,176856400.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-28,1481.0,-2.6938239159001287,60900,90192900.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2023-12-29,1567.0,5.806887238352454,186400,292088800.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2024-01-04,1582.0,0.957243139757491,82800,130989600.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2024-01-05,1679.0,6.1314791403287,201500,338318500.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2024-01-09,1687.0,0.4764740917212684,174900,295056300.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2024-01-10,1618.0,-4.090100770598692,137600,222636800.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2024-01-11,1556.0,-3.831891223733008,93600,145641600.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2024-01-12,1515.0,-2.63496143958869,63700,96505500.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2024-01-15,1560.0,2.970297029702973,16800,26208000.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2024-01-16,1517.0,-2.7564102564102577,32800,49757600.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
2024-01-17,1491.0,-1.713909030982197,88700,132251700.0,29.901247,6350800384.0,-42.705002,-24.917999,-151.73199,-99.04,,,
