日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2019-12-11,4665.0,,1249100,5827051500.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-12,4700.0,0.7502679528403,2077100,9762370000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-13,4505.0,-4.148936170212769,920900,4148654500.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-16,4010.0,-10.98779134295228,389800,1563098000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-17,3835.0,-4.364089775561098,305400,1171209000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-18,3880.0,1.1734028683181297,149300,579284000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-19,4090.0,5.4123711340206215,244900,1001641000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-20,3785.0,-7.457212713936434,178100,674108500.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-23,3660.0,-3.302509907529727,43400,158844000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-24,3335.0,-8.879781420765031,123200,410872000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-25,3320.0,-0.4497751124437732,102600,340632000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-26,3215.0,-3.162650602409633,71300,229229500.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-27,3105.0,-3.4214618973561484,122600,380673000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2019-12-30,3280.0,5.636070853462161,437700,1435656000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-06,3600.0,9.756097560975618,148200,533520000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-07,3585.0,-0.4166666666666652,86600,310461000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-08,3330.0,-7.1129707112970735,64600,215118000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-09,3680.0,10.510510510510509,89800,330464000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-10,3540.0,-3.804347826086951,93100,329574000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-14,3485.0,-1.5536723163841804,41800,145673000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-15,3755.0,7.747489239598271,613800,2304819000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-16,4210.0,12.117177097203724,338700,1425927000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-17,4380.0,4.038004750593816,318700,1395906000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-20,4335.0,-1.0273972602739767,121500,526702500.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-21,4180.0,-3.5755478662053086,36400,152152000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-22,4005.0,-4.1866028708133936,64300,257521500.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-23,3955.0,-1.2484394506866447,58900,232949500.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-24,4050.0,2.402022756005051,22900,92745000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-27,3835.0,-5.308641975308637,40400,154934000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-28,3875.0,1.04302477183833,42700,165462500.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-29,3760.0,-2.9677419354838697,27400,103024000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-30,3380.0,-10.106382978723405,89100,301158000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-01-31,3440.0,1.775147928994092,25600,88064000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-02-03,3280.0,-4.651162790697672,49700,163016000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-02-04,3325.0,1.3719512195121908,26600,88445000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-02-05,3310.0,-0.4511278195488688,21600,71496000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-02-06,3510.0,6.042296072507547,37900,133029000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
2020-02-07,3495.0,-0.4273504273504258,51400,179643000.0,13.402948,1.2312645,1971253760.0,-1.606,-35.32,,,
