日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2018-01-01,942.2992553710938,,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-02,942.2992553710938,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-03,942.2992553710938,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-04,948.0390625,0.6091278430062852,16000,15168625.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-05,953.779052734375,0.6054592538875525,9500,9060901.000976562,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-08,953.779052734375,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-09,950.9091186523438,-0.3009013538097238,17500,16640909.576416016,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-10,948.0390625,-0.3018223399110176,12000,11376468.75,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-11,953.779052734375,0.6054592538875525,5500,5245784.790039063,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-12,950.9091186523438,-0.3009013538097238,12000,11410909.423828123,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-15,948.0390625,-0.3018223399110176,9500,9006371.09375,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-16,948.0390625,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-17,948.0390625,0.0,4500,4266175.78125,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-18,942.2992553710938,-0.6054399397605215,15000,14134488.830566406,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-19,944.2125854492188,0.2030490915936766,10500,9914232.147216797,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-22,943.2559204101562,-0.1013188188555447,10000,9432559.204101562,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-23,949.9525146484376,0.7099445753141254,4000,3799810.05859375,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-24,949.9525146484376,0.0,3500,3324833.8012695312,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-25,953.779052734375,0.4028136171999819,8000,7630232.421875,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-26,953.779052734375,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-29,942.2992553710938,-1.2036118145360764,32500,30624725.799560547,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-30,947.0824584960938,0.5076097744676877,4500,4261871.063232422,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-01-31,947.0824584960938,0.0,5000,4735412.292480469,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-01,950.9091186523438,0.4040472001061612,5500,5230000.152587891,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-02,947.0824584960938,-0.4024212284001738,1500,1420623.6877441406,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-05,947.0824584960938,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-06,946.1258544921876,-0.1010053554814316,30000,28383775.634765625,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-07,942.2992553710938,-0.4044492709849412,9000,8480693.298339844,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-08,950.9091186523438,0.9137079576550632,7500,7131818.389892578,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-09,950.9091186523438,0.0,14500,13788182.220458984,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-12,950.9091186523438,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-13,950.9091186523438,0.0,7500,7131818.389892578,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-14,950.9091186523438,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-15,951.8657836914062,0.1006053071000323,1500,1427798.6755371094,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-16,951.8657836914062,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-19,952.8224487304688,0.1005041945464801,8000,7622579.58984375,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-20,951.8657836914062,-0.1004032850335456,3500,3331530.242919922,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-21,954.7357177734376,0.3015061714795042,3000,2864207.1533203125,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-22,954.7357177734376,0.0,5500,5251046.447753906,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-23,952.8224487304688,-0.2003977653031285,7500,7146168.365478516,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-26,960.4755859375,0.8032070631027066,8500,8164042.48046875,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-27,960.4755859375,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-02-28,960.4755859375,0.0,2000,1920951.171875,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-03-01,951.8657836914062,-0.8964103171544835,10500,9994590.728759766,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-03-02,951.8657836914062,0.0,0,0.0,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-03-05,946.1258544921876,-0.6030187551189115,18500,17503328.30810547,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-03-06,953.779052734375,0.8088985419698824,2000,1907558.10546875,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
2018-03-07,960.4755859375,0.7021052919884196,6500,6243091.30859375,30.012655,2.5136776,20727652352.0,-1.208,72.0,55.31,,,
