日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2018-01-01,1854.2247314453125,,0,0.0,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-02,1854.2247314453125,0.0,0,0.0,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-03,1854.2247314453125,0.0,0,0.0,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-04,1915.9351806640625,3.328099780583149,2026500,3882642643.615722,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-05,1926.8253173828125,0.5683979723664523,1870100,3603356026.0375977,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-08,1926.8253173828125,0.0,0,0.0,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-09,1939.1673583984373,0.6405376192788026,2577500,4998203866.271973,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-10,1903.5928955078125,-1.8345225715848512,1953100,3717907284.2163086,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-11,1902.1409912109373,-0.0762717858582728,1411100,2684111152.697754,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-12,1876.0048828125,-1.3740363369068032,1856900,3483553466.8945312,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-15,1857.854736328125,-0.9674892987039718,1399900,2600810845.385742,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-16,1865.115234375,0.3908000935113342,1241000,2314608005.859375,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-17,1862.936767578125,-0.1168006542826338,1450700,2702562368.725586,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-18,1773.6378173828125,-4.793450413854028,5706400,10121086841.11328,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-19,1837.526611328125,3.60213304650816,4136000,7600010064.453125,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-22,1816.47265625,-1.1457768800914203,2463400,4474698741.40625,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-23,1821.5545654296875,0.2797679977291079,1845800,3362225416.870117,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-24,1804.85595703125,-0.916722930806002,2501800,4515388633.300781,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-25,1804.1302490234373,-0.0402086385334676,1847500,3333130635.070801,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-26,1817.92431640625,0.7645826785665388,1962500,3567676470.9472656,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-29,1870.9232177734373,2.915352464835164,2324500,4348961019.714355,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-30,1829.54052734375,-2.211886091131865,1731100,3167117606.8847656,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-01-31,1815.020263671875,-0.7936563008503872,2112300,3833867302.9541016,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-01,1863.663330078125,2.680028833829251,2052000,3824237153.320313,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-02,1857.128662109375,-0.3506356466474014,3385700,6287680511.303711,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-05,1785.97998046875,-3.83111214059948,2647100,4727667606.298828,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-06,1665.4627685546875,-6.747959844568441,3573300,5951198110.876465,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-07,1648.7645263671875,-1.0026187617505844,2703400,4457270020.581055,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-08,1667.640625,1.1448632191525476,1687100,2813476498.4375,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-09,1615.3677978515625,-3.134537883330679,2513900,4060873107.019043,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-12,1615.3677978515625,0.0,0,0.0,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-13,1590.683837890625,-1.5280705727678368,2632100,4186838929.711914,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
2018-02-14,1593.587890625,0.1825663067166028,2237600,3565812264.0625,20.498898,1.0064641,806190645248.0,9.789,380.0,127.08,,,
