日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROA,ROE,配当利回り,EPS,开盘,最高,最低
2018-01-01,469.8153381347656,,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-02,469.8153381347656,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-03,469.8153381347656,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-04,472.2580871582031,0.5199381172048545,2400,1133419.4091796875,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-05,475.5150146484375,0.6896499136378687,2900,1378993.5424804688,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-08,475.5150146484375,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-09,476.3292236328125,0.1712267666199807,3000,1428987.6708984375,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-10,480.400390625,0.8546960358925659,5500,2642202.1484375,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-11,482.0289001464844,0.3389900493972808,5800,2795767.6208496094,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-12,488.5427856445313,1.3513475013774867,6600,3224382.3852539062,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-15,486.9143676757813,-0.3333214646904725,3600,1752891.7236328125,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-16,486.9143676757813,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-17,508.898681640625,4.515026753016715,16900,8600387.719726562,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-18,512.969970703125,0.8000195735179849,6100,3129116.8212890625,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-19,509.71295166015625,-0.634933666488191,3000,1529138.8549804688,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-22,511.3415222167969,0.3195073916282265,1600,818146.435546875,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-23,491.7997741699219,-3.821662665327175,4100,2016379.07409668,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-24,491.7997741699219,0.0,2200,1081959.503173828,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-25,488.5427856445313,-0.6622590526577432,1800,879377.0141601562,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-26,492.6139831542969,0.8333348949968622,2500,1231534.9578857422,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-29,492.6139831542969,0.0,2700,1330057.7545166016,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-30,482.84320068359375,-1.9834561755918911,4400,2124510.0830078125,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-01-31,482.0289001464844,-0.1686469926378775,2800,1349680.9204101562,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-01,480.400390625,-0.3378447891795422,1100,528440.4296875,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-02,481.2147216796875,0.169510906023218,2400,1154915.33203125,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-05,473.8865661621094,-1.5228452471277465,2900,1374271.0418701172,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-06,477.1435241699219,0.6872864183911753,7100,3387719.0216064453,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-07,480.400390625,0.6825758477481347,400,192160.15625,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-08,472.2580871582031,-1.694899426747709,1600,755612.939453125,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-09,472.2580871582031,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-12,472.2580871582031,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-13,479.5861206054688,1.5517009970886564,800,383668.896484375,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-14,473.8865661621094,-1.1884318996062238,300,142165.9698486328,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-15,473.8865661621094,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-16,473.8865661621094,0.0,1000,473886.5661621094,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-19,473.8865661621094,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-20,480.400390625,1.374553517236099,900,432360.3515625,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-21,491.7997741699219,2.3728922306019085,2200,1081959.503173828,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-22,486.10009765625,-1.1589424829021144,1500,729150.146484375,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-23,479.5861206054688,-1.3400484966344717,3500,1678551.4221191406,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-26,479.5861206054688,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-27,479.5861206054688,0.0,1300,623461.9567871094,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-02-28,486.10009765625,1.358249701337777,500,243050.048828125,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-01,487.72857666015625,0.3350089851366089,900,438955.7189941406,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-02,485.2857971191406,-0.5008481474969462,500,242642.8985595703,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-05,486.9143676757813,0.3355899897150349,400,194765.7470703125,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-06,479.5861206054688,-1.5050381662165546,100,47958.61206054688,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-07,477.9577026367188,-0.339546517045608,1300,621345.0134277344,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-08,477.9577026367188,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-09,479.5861206054688,0.3407033634496459,1300,623461.9567871094,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-12,486.9143676757813,1.5280356864916689,900,438222.9309082031,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-13,486.9143676757813,0.0,1000,486914.3676757813,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-14,487.72857666015625,0.1672181061860067,1400,682820.0073242188,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-15,492.6139831542969,1.0016650095827195,3700,1822671.7376708984,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-16,492.6139831542969,0.0,0,0.0,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
2018-03-19,487.72857666015625,-0.9917311853103516,2400,1170548.583984375,30.333443,1.9745896,3457505536.0,0.35100002,3.208,7.481999999999999,532.0,30.89,,,
