日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROA,ROE,EPS,开盘,最高,最低
2018-01-01,136.0,,0,0.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-02,136.0,0.0,0,0.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-03,136.0,0.0,0,0.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-04,137.0,0.7352941176470562,119900,16426300.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-05,139.0,1.4598540145985384,81100,11272900.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-08,139.0,0.0,0,0.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-09,139.0,0.0,170200,23657800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-10,142.0,2.158273381294973,269700,38297400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-11,145.0,2.1126760563380254,586300,85013500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-12,150.0,3.4482758620689724,875300,131295000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-15,151.0,0.6666666666666599,476600,71966600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-16,151.0,0.0,291300,43986300.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-17,149.0,-1.3245033112582738,206900,30828100.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-18,148.0,-0.6711409395973145,240100,35534800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-19,150.0,1.3513513513513598,251800,37770000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-22,151.0,0.6666666666666599,968700,146273700.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-23,150.0,-0.6622516556291425,466700,70005000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-24,164.0,9.333333333333329,3183200,522044800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-25,163.0,-0.6097560975609762,2915300,475193900.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-26,168.0,3.067484662576692,1972700,331413600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-29,168.0,0.0,1082900,181927200.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-30,163.0,-2.9761904761904767,1311300,213741900.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-01-31,164.0,0.6134969325153339,543000,89052000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-01,170.0,3.658536585365857,1054800,179316000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-02,163.0,-4.117647058823525,1373000,223799000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-05,157.0,-3.6809815950920255,671400,105409800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-06,146.0,-7.006369426751591,1605400,234388400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-07,142.0,-2.73972602739726,1187800,168667600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-08,165.0,16.19718309859155,4358000,719070000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-09,170.0,3.030303030303028,3138800,533596000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-12,170.0,0.0,0,0.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-13,178.0,4.705882352941182,6203700,1104258600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-14,172.0,-3.3707865168539297,2995900,515294800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-15,188.0,9.302325581395344,3180100,597858800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-16,187.0,-0.5319148936170248,3414600,638530200.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-19,185.0,-1.0695187165775444,4282500,792262500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-20,198.0,7.027027027027022,7149400,1415581200.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-21,199.0,0.5050505050504972,4100200,815939800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-22,194.0,-2.5125628140703515,3827100,742457400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-23,200.0,3.092783505154628,4394400,878880000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-26,198.0,-1.0000000000000009,2228900,441322200.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-27,192.0,-3.030303030303028,2340200,449318400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-02-28,201.0,4.6875,1972800,396532800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-01,208.0,3.482587064676612,5093300,1059406400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-02,206.0,-0.961538461538458,2479000,510674000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-05,193.0,-6.310679611650483,3257200,628639600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-06,199.0,3.1088082901554515,1706000,339494000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-07,195.0,-2.010050251256279,1653400,322413000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-08,207.0,6.153846153846154,1959400,405595800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-09,204.0,-1.449275362318836,2129700,434458800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-12,222.0,8.823529411764696,5271200,1170206400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-13,218.0,-1.8018018018018056,2104000,458672000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-14,222.0,1.83486238532109,4179200,927782400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-15,217.0,-2.2522522522522515,2367900,513834300.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-16,219.0,0.9216589861751112,3274500,717115500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-19,206.0,-5.936073059360735,2565100,528410600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-20,201.0,-2.4271844660194164,1774100,356594100.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-21,201.0,0.0,0,0.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-22,195.0,-2.985074626865669,1130800,220506000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-23,183.0,-6.153846153846154,1667600,305170800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-26,183.0,0.0,1454900,266246700.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-27,185.0,1.0928961748633892,1223500,226347500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-28,182.0,-1.6216216216216162,688700,125343400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-29,181.0,-0.5494505494505475,681300,123315300.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-03-30,186.0,2.7624309392265234,802500,149265000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-02,186.0,0.0,767000,142662000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-03,184.0,-1.0752688172043,571400,105137600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-04,176.0,-4.347826086956519,1582800,278572800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-05,178.0,1.1363636363636465,727100,129423800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-06,176.0,-1.1235955056179805,823500,144936000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-09,178.0,1.1363636363636465,676400,120399200.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-10,168.0,-5.61797752808989,1215700,204237600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-11,173.0,2.9761904761904656,687000,118851000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-12,172.0,-0.5780346820809301,926500,159358000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-13,182.0,5.813953488372103,1365600,248539200.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-16,164.0,-9.890109890109889,1832600,300546400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-17,165.0,0.6097560975609762,1529300,252334500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-18,168.0,1.818181818181808,653000,109704000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-19,164.0,-2.380952380952384,394700,64730800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-20,164.0,0.0,304500,49938000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-23,165.0,0.6097560975609762,264400,43626000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-24,168.0,1.818181818181808,567100,95272800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-25,169.0,0.5952380952380931,613100,103613900.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-26,170.0,0.591715976331364,444900,75633000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-27,173.0,1.764705882352935,1356500,234674500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-04-30,173.0,0.0,0,0.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-01,167.0,-3.4682080924855474,883500,147544500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-02,174.0,4.191616766467066,498600,86756400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-03,174.0,0.0,0,0.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-04,174.0,0.0,0,0.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-07,170.0,-2.298850574712641,373700,63529000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-08,171.0,0.588235294117645,225700,38594700.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-09,167.0,-2.3391812865497075,620200,103573400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-10,168.0,0.5988023952095745,235500,39564000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-11,164.0,-2.380952380952384,439900,72143600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-14,160.0,-2.4390243902439046,1065600,170496000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-15,155.0,-3.125,658900,102129500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-16,157.0,1.2903225806451646,720200,113071400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-17,157.0,0.0,396400,62234800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-18,156.0,-0.6369426751592355,142100,22167600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-21,163.0,4.487179487179493,410500,66911500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-22,162.0,-0.6134969325153339,761300,123330600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-23,160.0,-1.2345679012345734,322100,51536000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-24,160.0,0.0,137900,22064000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-25,161.0,0.6250000000000089,336800,54224800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-28,159.0,-1.2422360248447228,225600,35870400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-29,154.0,-3.1446540880503138,551200,84884800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-30,151.0,-1.9480519480519431,508900,76843900.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-05-31,151.0,0.0,171600,25911600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-01,155.0,2.649006622516548,291200,45136000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-04,154.0,-0.6451612903225823,224000,34496000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-05,149.0,-3.2467532467532423,623500,92901500.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-06,149.0,0.0,472800,70447200.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-07,152.0,2.0134228187919545,388800,59097600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-08,150.0,-1.3157894736842146,214500,32175000.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-11,153.0,2.0000000000000018,479900,73424700.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-12,163.0,6.5359477124183,2143900,349455700.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-13,166.0,1.8404907975460016,3255300,540379800.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-14,162.0,-2.409638554216864,3349200,542570400.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-15,157.0,-3.0864197530864224,989700,155382900.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-18,152.0,-3.1847133757961776,2009300,305413600.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
2018-06-19,148.0,-2.631578947368418,1944400,287771200.0,15.008726,1.7165669,3021142784.0,-2.286,3.813,6.427,5.73,,,
