日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,ROA,ROE,EPS,开盘,最高,最低
2020-12-22,3120.0,,2085500,6506760000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2020-12-23,3820.0,22.435897435897445,1930900,7376038000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2020-12-24,4080.0,6.806282722513091,4140400,16892832000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2020-12-25,3930.0,-3.676470588235292,1352500,5315325000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2020-12-28,4630.0,17.811704834605592,2554900,11829187000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2020-12-29,5040.0,8.855291576673864,3208200,16169328000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2020-12-30,5110.0,1.388888888888884,1543200,7885752000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-04,5510.0,7.8277886497064575,2375100,13086801000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-05,4895.0,-11.161524500907438,1142300,5591558500.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-06,4890.0,-0.1021450459652739,404800,1979472000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-07,4435.0,-9.304703476482622,442300,1961600500.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-08,4285.0,-3.382187147688842,261700,1121384500.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-12,4400.0,2.683780630105015,275900,1213960000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-13,4005.0,-8.977272727272723,368700,1476643500.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-14,3795.0,-5.243445692883897,414700,1573786500.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-15,4085.0,7.641633728590258,356000,1454260000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-18,4100.0,0.3671970624234966,291900,1196790000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-19,4560.0,11.21951219512196,517600,2360256000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-20,4535.0,-0.5482456140350922,324400,1471154000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-21,4940.0,8.930540242557882,797200,3938168000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-22,4995.0,1.1133603238866474,548700,2740756500.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-25,5110.0,2.302302302302306,207200,1058792000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-26,4705.0,-7.925636007827785,253600,1193188000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-27,4870.0,3.506907545164717,127800,622386000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-28,4640.0,-4.722792607802873,105600,489984000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-01-29,4425.0,-4.633620689655171,136700,604897500.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-02-01,4670.0,5.536723163841817,91300,426371000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-02-02,4805.0,2.8907922912205564,75100,360855500.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-02-03,4510.0,-6.139438085327786,171200,772112000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-02-04,4620.0,2.4390243902439046,81300,375606000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-02-05,4760.0,3.030303030303028,82000,390320000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-02-08,4700.0,-1.2605042016806678,72700,341690000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
2021-02-09,4610.0,-1.9148936170212736,37300,171953000.0,1.5946923,3779497984.0,3.115,1.345,-1.388,-14.83,,,
