日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,ROE,配当利回り,EPS,开盘,最高,最低
2018-01-01,1239.7833251953125,,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-02,1239.7833251953125,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-03,1239.7833251953125,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-04,1253.123046875,1.0759720193515232,19200,24059962.5,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-05,1226.4439697265625,-2.129006980995918,29300,35934808.31298828,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-08,1226.4439697265625,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-09,1211.5352783203125,-1.2156031399929268,13900,16840340.368652344,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-10,1195.841796875,-1.2953383798340656,8500,10164655.2734375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-11,1193.48779296875,-0.1968491076663747,6200,7399624.31640625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-12,1164.454833984375,-2.432614657260701,17800,20727296.044921875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-15,1176.2249755859375,1.0107855846404057,6400,7527839.84375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-16,1185.64111328125,0.8005388331957297,7300,8655180.126953125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-17,1188.77978515625,0.2647236031073419,12400,14740869.3359375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-18,1187.21044921875,-0.1320123337472223,13000,15433735.83984375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-19,1182.50244140625,-0.3965605100256786,5000,5912512.20703125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-22,1192.7032470703125,0.8626456324209775,11100,13239006.042480469,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-23,1193.48779296875,0.0657788012537574,4600,5490043.84765625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-24,1198.19580078125,0.3944747353292088,10000,11981958.0078125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-25,1189.5643310546875,-0.720372223048571,9900,11776686.877441406,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-26,1193.48779296875,0.3298234329692784,9700,11576831.591796877,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-29,1178.578857421875,-1.2491904512730412,7800,9192915.087890623,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-30,1177.7943115234375,-0.0665671111862331,22200,26147033.715820312,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-01-31,1152.684814453125,-2.131908502583457,26200,30200342.138671875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-01,1184.8565673828125,2.7910277403065287,22200,26303815.79589844,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-02,1172.3018798828125,-1.059595553218029,11800,13833162.182617188,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-05,1120.51318359375,-4.417692846678667,18600,20841545.21484375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-06,1050.677490234375,-6.232474046882297,35500,37299050.90332031,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-07,1053.81591796875,0.2987051463027912,24100,25396963.623046875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-08,1044.4000244140625,-0.8935045859657209,21400,22350160.522460938,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-09,1030.2760009765625,-1.352357631878065,32300,33277914.83154297,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-12,1030.2760009765625,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-13,1033.41455078125,0.3046319434513167,13300,13744413.525390623,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-14,1013.7976684570312,-1.8982587684089225,14600,14801445.959472656,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-15,1020.859619140625,0.6965838355440068,13500,13781604.858398438,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-16,1018.5056762695312,-0.2305843846654776,25200,25666343.041992188,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-19,1030.2760009765625,1.1556464515880105,21800,22460016.821289062,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-20,1032.6298828125,0.2284709955105546,6500,6712094.23828125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-21,1027.13720703125,-0.5319113723776803,8000,8217097.65625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-22,1031.84521484375,0.4583621136758919,10700,11040743.798828123,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-23,1033.41455078125,0.1520902471537466,6200,6407170.21484375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-26,1042.0460205078125,0.8352378742913169,26200,27301605.737304688,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-27,1064.801513671875,2.183732072886113,12800,13629459.375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-02-28,1064.801513671875,0.0,25000,26620037.841796875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-01,1031.060546875,-3.168756464340683,14200,14641059.765625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-02,1013.7976684570312,-1.6742836752206336,24800,25142182.17773437,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-05,999.673583984375,-1.3931857324304795,21200,21193079.98046875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-06,999.673583984375,0.0,14300,14295332.250976562,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-07,991.0420532226562,-0.8634349151566356,13200,13081755.102539062,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-08,982.4104614257812,-0.8709612037962389,21900,21514789.10522461,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-09,979.2719116210938,-0.3194743875317152,21000,20564710.14404297,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-12,985.5494384765624,0.6410402239636293,10800,10643933.935546877,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-13,1014.5823974609376,2.945865306285733,10300,10450198.693847656,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-14,1006.7356567382812,-0.773396102898416,6600,6644455.334472656,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-15,1005.1663208007812,-0.1558836152267151,6700,6734614.349365234,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-16,1024.7828369140625,1.951569178885082,14600,14961829.418945312,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-19,1001.242919921875,-2.297063938255784,23200,23228835.7421875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-20,995.75048828125,-0.5485613462368866,11400,11351555.56640625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-21,995.75048828125,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-22,1002.0274047851562,0.6303704168642454,8000,8016219.23828125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-23,970.6408081054688,-3.1323092092892524,28100,27275006.707763672,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-26,988.6881713867188,1.8593245957251088,34100,33714266.64428711,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-27,1028.70654296875,4.047623177882476,31400,32301385.44921875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-28,1005.6876831054688,-2.2376507683961044,16300,16392709.23461914,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-29,1027.118896484375,2.131000880186651,13300,13660681.323242188,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-03-30,1027.912841796875,0.0772982870062666,13200,13568449.51171875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-02,1020.7689208984376,-0.6949928639814806,7500,7655766.906738281,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-03,1018.3875122070312,-0.2332955718626572,10800,10998585.131835938,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-04,1050.931640625,3.195652738066257,22200,23330682.421875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-05,1066.012939453125,1.4350408956338878,17800,18975030.322265625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-06,1052.5191650390625,-1.2658171317305955,5200,5473099.658203125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-09,1046.169189453125,-0.6033121103027006,5700,5963164.3798828125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-10,1042.9940185546875,-0.3035045316233442,7000,7300958.1298828125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-11,1030.294189453125,-1.2176320166400467,8300,8551441.772460938,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-12,1023.9439086914062,-0.6163560686573866,7400,7577184.924316406,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-13,1035.85009765625,1.162777459173503,7600,7872460.7421875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-16,1049.34423828125,1.3027117201159122,7200,7555278.515625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-17,1054.900390625,0.5294880498748933,5600,5907442.1875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-18,1066.012939453125,1.0534216241536498,12300,13111959.155273438,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-19,1070.775634765625,0.4467765011317182,7800,8352049.951171875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-20,1073.9501953125,0.2964729905877927,10900,11706057.12890625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-23,1073.1568603515625,-0.0738707404123739,2600,2790207.8369140625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-24,1101.731689453125,2.662688946721304,10800,11898702.24609375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-25,1100.1446533203125,-0.144049240664057,5400,5940781.127929688,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-26,1155.707275390625,5.05048330713791,26000,30048389.16015625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-27,1123.95703125,-2.7472565775700897,21100,23715493.359375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-04-30,1123.95703125,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-01,1082.681640625,-3.672328165347738,19900,21545364.6484375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-02,1069.9818115234375,-1.1729975484050192,7900,8452856.311035156,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-03,1069.9818115234375,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-04,1069.9818115234375,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-07,1062.0440673828125,-0.7418578573147205,7100,7540512.878417969,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-08,1068.394287109375,0.5979243160984193,11500,12286534.301757812,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-09,1076.3316650390625,0.7429259053006287,10700,11516748.815917969,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-10,1071.569091796875,-0.4424819409187042,5300,5679316.1865234375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-11,1080.3004150390625,0.8148166374924326,5700,6157712.365722656,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-14,1084.2691650390625,0.367374662154174,7200,7806737.98828125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-15,1085.8568115234375,0.146425494293001,10900,11835839.245605469,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-16,1084.2691650390625,-0.146211403522678,6100,6614041.906738281,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-17,1084.2691650390625,0.0,8600,9324714.819335938,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-18,1083.4757080078125,-0.0731789722362319,8500,9209543.518066406,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-21,1078.7127685546875,-0.4395981763063772,8800,9492672.36328125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-22,1073.9501953125,-0.4415052255818397,5000,5369750.9765625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-23,1079.5069580078125,0.517413444270165,9100,9823513.317871094,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-24,1073.1568603515625,-0.5882405489973763,5600,6009678.41796875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-25,1058.869384765625,-1.3313501608010037,7100,7517972.6318359375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-28,1045.375,-1.274414480178021,4700,4913262.5,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-29,1042.2005615234375,-0.303665046185575,8500,8858704.772949219,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-30,1022.3563232421876,-1.9040709642530464,9900,10121327.600097656,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-05-31,1022.3563232421876,0.0,12400,12677218.408203123,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-01,1033.468994140625,1.0869665150792018,13600,14055178.3203125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-04,1055.694091796875,2.1505335701659023,9700,10240232.690429688,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-05,1054.900390625,-0.0751828752327377,10200,10759983.984375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-06,1050.1378173828125,-0.4514713696679773,9500,9976309.26513672,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-07,1060.4566650390625,0.9826184225959044,19600,20784950.634765625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-08,1050.1378173828125,-0.9730569853950488,23500,24678238.708496094,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-11,1065.2191162109375,1.4361256759337635,8000,8521752.9296875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-12,1059.6629638671875,-0.5215971305052802,4200,4450584.448242188,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-13,1069.9818115234375,0.9737858175765446,9800,10485821.752929688,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-14,1061.25048828125,-0.8160253892312341,6300,6685878.076171875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-15,1065.2191162109375,0.3739577011752315,11200,11930454.1015625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-18,1047.756591796875,-1.639336372048783,8700,9115482.348632812,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-19,1042.2005615234375,-0.5302787228385841,7400,7712284.155273437,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-20,1054.1063232421875,1.1423676169725727,7400,7800386.7919921875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-21,1044.5814208984375,-0.9035997729767486,8300,8670025.793457031,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-22,1051.7254638671875,0.6839144202474445,6000,6310352.783203125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-25,1021.562744140625,-2.867927112428592,10500,10726408.813476562,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-26,1049.34423828125,2.7195093301876305,12100,12697065.283203123,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-27,1062.0440673828125,1.210263385289445,13700,14550003.723144531,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-28,1082.681640625,1.9431936843303133,71300,77195200.9765625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-06-29,1050.1378173828125,-3.00585343106039,37200,39065126.80664063,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-02,992.9874877929688,-5.442174221691742,16200,16086397.302246094,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-03,1003.3063354492188,1.039171971762176,11900,11939345.391845703,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-04,1031.88134765625,2.848084497965142,13400,13827210.05859375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-05,1009.6566162109376,-2.153806878648634,14100,14236158.28857422,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-06,1022.3563232421876,1.2578243758665009,9000,9201206.909179688,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-09,1009.6566162109376,-1.242199685426271,9300,9389806.53076172,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-10,950.91845703125,-5.817637228003458,35800,34042880.76171875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-11,985.8436889648438,3.672789362258211,13900,13703227.276611328,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-12,981.0811767578124,-0.4830899929005983,9200,9025946.826171877,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-13,999.3375244140624,1.86083966227768,5100,5096621.374511719,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-16,999.3375244140624,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-17,1012.03759765625,1.270849230807558,9100,9209542.138671877,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-18,1024.737548828125,1.2548892651109478,6600,6763267.822265625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-19,1028.70654296875,0.387318113322177,3700,3806214.208984375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-20,1024.737548828125,-0.3858237480604432,6600,6763267.822265625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-23,1024.737548828125,0.0,3000,3074212.646484375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-24,1033.468994140625,0.8520664947317735,9900,10231343.041992188,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-25,1039.819091796875,0.6144449124504625,4900,5095113.549804688,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-26,1060.4566650390625,1.9847272862171028,17100,18133808.97216797,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-27,1062.8377685546875,0.2245356735569581,13800,14667161.206054688,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-30,1042.2005615234375,-1.9417080989993167,16100,16779429.040527344,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-07-31,1031.087890625,-1.0662699012744303,18200,18765799.609375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-01,1052.5191650390625,2.0785109212243524,19000,19997864.135742188,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-02,1046.169189453125,-0.6033121103027006,11300,11821711.840820312,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-03,1014.4191284179688,-3.0348877939861074,9500,9636981.719970703,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-06,1002.5125122070312,-1.1737373514935978,6000,6015075.073242188,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-07,1008.862548828125,0.6334122062091829,4700,4741653.979492188,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-08,999.3375244140624,-0.9441349988783544,19300,19287214.221191406,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-09,989.0189819335938,-1.0325382794485582,4500,4450585.418701172,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-10,978.6998901367188,-1.043366405031032,8200,8025339.099121094,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-13,960.4437866210938,-1.8653423485185727,10200,9796526.623535156,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-14,974.7313232421876,1.487597381556105,6400,6238280.46875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-15,961.2371826171876,-1.3843959153908458,5500,5286804.504394531,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-16,949.3311767578124,-1.238612703990305,13400,12721037.768554688,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-17,952.505859375,0.3344125522170005,5200,4953030.46875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-20,950.1248168945312,-0.2499766754223586,5600,5320698.974609375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-21,933.4559326171876,-1.75438889511651,11800,11014780.004882812,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-22,935.8373413085938,0.2551174199224792,8400,7861033.6669921875,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-23,935.0432739257812,-0.0848510043104489,4200,3927181.750488281,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-24,952.505859375,1.8675697624027647,9500,9048805.6640625,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-27,973.937255859375,2.250001537884238,11300,11005490.991210938,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-28,973.1436767578124,-0.0814815427573223,7600,7395891.943359375,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-29,979.4938354492188,0.6525407134702732,9500,9305191.436767578,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-30,992.1935424804688,1.2965581376451984,9800,9723496.716308594,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-08-31,981.0811767578124,-1.1199796457932454,10300,10105136.120605469,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-03,954.88720703125,-2.669908499633633,8100,7734586.376953125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-04,949.3311767578124,-0.581851995976701,7500,7119983.825683594,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-05,940.5996704101562,-0.919753460270456,13000,12227795.715332031,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-06,940.5996704101562,0.0,4700,4420818.450927734,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-07,930.2808227539062,-1.097049890709656,10000,9302808.227539062,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-10,917.5807495117188,-1.365187041542093,13200,12112065.893554688,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-11,909.6432495117188,-0.8650464827454019,14500,13189827.117919922,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-12,895.3556518554688,-1.5706814362574928,17700,15847795.037841797,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-13,916.7869873046876,2.39361145538155,11300,10359692.956542969,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-14,892.9742431640625,-2.5974129727379114,42900,38308595.03173828,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-17,892.9742431640625,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-18,919.9620361328124,3.0222364391076395,18600,17111293.872070312,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-19,935.8373413085938,1.7256478585263355,19400,18155244.42138672,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-20,947.743408203125,1.2722367839995474,19900,18860093.823242188,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-21,971.5560302734376,2.5125600309328533,21700,21082765.8569336,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-24,971.5560302734376,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-25,996.16259765625,2.5326966861486166,32500,32375284.423828125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-26,1015.4429931640624,1.935466715290768,15900,16145543.591308594,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-27,988.1288452148438,-2.689875072564085,16300,16106500.177001951,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-09-28,973.6682739257812,-1.463429729745258,18000,17526028.930664062,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-01,974.4718017578124,0.0825258307730836,6800,6626408.251953125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-02,980.0956420898438,0.5771167848968695,15300,14995463.32397461,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-03,977.6852416992188,-0.2459352217387023,11200,10950074.70703125,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-04,985.7186279296876,0.8216740815793377,11300,11138620.495605469,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-05,970.4551391601562,-1.548463053963911,7500,7278413.543701172,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-08,970.4551391601562,0.0,0,0.0,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-09,945.5511474609376,-2.566217715202268,11500,10873838.19580078,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-10,952.7811279296876,0.7646313462962295,16500,15720888.610839844,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-11,913.4166870117188,-4.131530292114871,22600,20643217.126464844,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-12,907.7932739257812,-0.615645976901813,19600,17792748.168945312,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
2018-10-15,878.8724975585938,-3.185832854006365,28600,25135753.43017578,1.217005,29904064512.0,3.993,-1.691,304.0,-23.94,,,
