日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2018-01-01,851.227294921875,,0,0.0,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-02,851.227294921875,0.0,0,0.0,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-03,851.227294921875,0.0,0,0.0,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-04,865.4143676757812,1.666660930463748,2384400,2063494018.2861328,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-05,872.5079956054688,0.8196799353746176,1812800,1581682494.4335938,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-08,872.5079956054688,0.0,0,0.0,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-09,892.6063842773438,2.3035191394352728,2059600,1838412109.0576167,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-10,889.0596923828125,-0.3973410852760928,2378800,2114895196.2402344,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-11,864.2321166992188,-2.79256566193572,5234800,4524082284.49707,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-12,868.9613037109375,0.5472125972106889,2140000,1859577189.9414065,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-15,894.9710083007812,2.9931948038155687,1706800,1527536516.9677734,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-16,897.33544921875,0.2641919007474902,1507600,1352822923.2421875,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-17,887.87744140625,-1.0540102723830214,1448000,1285646535.15625,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-18,881.9661254882812,-0.6657806181679993,1521600,1341999656.5429688,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-19,891.4242553710938,1.0723915136282791,1534400,1367801377.4414062,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-22,897.33544921875,0.6631179050872404,2357600,2115558055.078125,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-23,902.064453125,0.5270051361915051,2890000,2606966269.53125,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-24,902.064453125,0.0,2054800,1853562038.28125,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-25,906.7938232421876,0.5242829490513357,3551200,3220206225.097656,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-26,850.0450439453125,-6.258178854149343,12346800,10495336148.583984,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-29,863.0499877929688,1.5299123193867947,5076800,4381532178.027344,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
2018-01-30,853.5917358398438,-1.0959100963910615,2436000,2079349468.50586,30.604439,8.111583,993811759104.0,13.97,178.0,65.35,,,
