日期,收盘,涨跌幅,成交量,成交额,時価総額,営業利益率,EPS,开盘,最高,最低
2025-10-07,820.0,-0.1218026796589555,8000,6560000.0,1241372032.0,0.0,-44.61,,,
2025-10-08,822.0,0.2439024390243904,3900,3205800.0,1241372032.0,0.0,-44.61,,,
2025-10-09,820.0,-0.2433090024330897,3500,2870000.0,1241372032.0,0.0,-44.61,,,
2025-10-10,815.0,-0.6097560975609762,2600,2119000.0,1241372032.0,0.0,-44.61,,,
2025-10-14,799.0,-1.9631901840490795,10800,8629200.0,1241372032.0,0.0,-44.61,,,
2025-10-15,800.0,0.1251564455569509,7000,5600000.0,1241372032.0,0.0,-44.61,,,
2025-10-16,799.0,-0.1249999999999973,5800,4634200.0,1241372032.0,0.0,-44.61,,,
2025-10-17,797.0,-0.2503128911138907,6000,4782000.0,1241372032.0,0.0,-44.61,,,
2025-10-20,814.0,2.132998745294845,4800,3907200.0,1241372032.0,0.0,-44.61,,,
2025-10-21,813.0,-0.1228501228501266,2100,1707300.0,1241372032.0,0.0,-44.61,,,
2025-10-22,815.0,0.2460024600245969,5900,4808500.0,1241372032.0,0.0,-44.61,,,
2025-10-23,825.0,1.2269938650306678,7800,6435000.0,1241372032.0,0.0,-44.61,,,
2025-10-24,816.0,-1.0909090909090868,7500,6120000.0,1241372032.0,0.0,-44.61,,,
2025-10-27,807.0,-1.1029411764705843,9900,7989300.0,1241372032.0,0.0,-44.61,,,
2025-10-28,803.0,-0.495662949194553,4600,3693800.0,1241372032.0,0.0,-44.61,,,
2025-10-29,792.0,-1.3698630136986356,5900,4672800.0,1241372032.0,0.0,-44.61,,,
2025-10-30,789.0,-0.3787878787878784,4400,3471600.0,1241372032.0,0.0,-44.61,,,
2025-10-31,786.0,-0.3802281368821325,2600,2043600.0,1241372032.0,0.0,-44.61,,,
2025-11-04,783.0,-0.3816793893129722,1900,1487700.0,1241372032.0,0.0,-44.61,,,
2025-11-05,780.0,-0.3831417624521105,3100,2418000.0,1241372032.0,0.0,-44.61,,,
2025-11-06,780.0,0.0,6500,5070000.0,1241372032.0,0.0,-44.61,,,
2025-11-07,795.0,1.923076923076916,2700,2146500.0,1241372032.0,0.0,-44.61,,,
2025-11-10,782.0,-1.6352201257861632,3000,2346000.0,1241372032.0,0.0,-44.61,,,
2025-11-11,784.0,0.2557544757033181,5200,4076800.0,1241372032.0,0.0,-44.61,,,
2025-11-12,786.0,0.2551020408163351,1700,1336200.0,1241372032.0,0.0,-44.61,,,
2025-11-13,783.0,-0.3816793893129722,2900,2270700.0,1241372032.0,0.0,-44.61,,,
2025-11-14,778.0,-0.6385696040868472,5800,4512400.0,1241372032.0,0.0,-44.61,,,
2025-11-17,783.0,0.6426735218509005,6800,5324400.0,1241372032.0,0.0,-44.61,,,
2025-11-18,774.0,-1.1494252873563204,1600,1238400.0,1241372032.0,0.0,-44.61,,,
2025-11-19,775.0,0.1291989664082615,2900,2247500.0,1241372032.0,0.0,-44.61,,,
2025-11-20,773.0,-0.2580645161290307,1100,850300.0,1241372032.0,0.0,-44.61,,,
2025-11-21,775.0,0.2587322121604174,1200,930000.0,1241372032.0,0.0,-44.61,,,
2025-11-25,777.0,0.2580645161290418,1400,1087800.0,1241372032.0,0.0,-44.61,,,
2025-11-26,785.0,1.029601029601035,2500,1962500.0,1241372032.0,0.0,-44.61,,,
2025-11-27,787.0,0.2547770700636942,1200,944400.0,1241372032.0,0.0,-44.61,,,
2025-11-28,805.0,2.287166454891998,5300,4266500.0,1241372032.0,0.0,-44.61,,,
2025-12-01,797.0,-0.9937888198757738,2700,2151900.0,1241372032.0,0.0,-44.61,,,
2025-12-02,808.0,1.3801756587201952,1000,808000.0,1241372032.0,0.0,-44.61,,,
2025-12-03,805.0,-0.3712871287128716,3000,2415000.0,1241372032.0,0.0,-44.61,,,
2025-12-04,802.0,-0.3726708074534124,1700,1363400.0,1241372032.0,0.0,-44.61,,,
2025-12-05,804.0,0.2493765586034868,2100,1688400.0,1241372032.0,0.0,-44.61,,,
2025-12-08,803.0,-0.1243781094527385,700,562100.0,1241372032.0,0.0,-44.61,,,
2025-12-09,801.0,-0.249066002490661,1400,1121400.0,1241372032.0,0.0,-44.61,,,
2025-12-10,806.0,0.6242197253433224,2900,2337400.0,1241372032.0,0.0,-44.61,,,
2025-12-11,809.0,0.3722084367245637,800,647200.0,1241372032.0,0.0,-44.61,,,
2025-12-12,834.0,3.0902348578492056,9700,8089800.0,1241372032.0,0.0,-44.61,,,
2025-12-15,826.0,-0.959232613908878,14900,12307400.0,1241372032.0,0.0,-44.61,,,
2025-12-16,821.0,-0.6053268765133124,1200,985200.0,1241372032.0,0.0,-44.61,,,
2025-12-17,810.0,-1.3398294762484777,3700,2997000.0,1241372032.0,0.0,-44.61,,,
2025-12-18,801.0,-1.1111111111111072,12100,9692100.0,1241372032.0,0.0,-44.61,,,
2025-12-19,796.0,-0.6242197253433224,2400,1910400.0,1241372032.0,0.0,-44.61,,,
2025-12-22,805.0,1.1306532663316604,2400,1932000.0,1241372032.0,0.0,-44.61,,,
2025-12-23,815.0,1.2422360248447228,16300,13284500.0,1241372032.0,0.0,-44.61,,,
2025-12-24,814.0,-0.1226993865030667,3900,3174600.0,1241372032.0,0.0,-44.61,,,
2025-12-25,802.0,-1.4742014742014753,6300,5052600.0,1241372032.0,0.0,-44.61,,,
2025-12-26,798.0,-0.4987531172069848,7700,6144600.0,1241372032.0,0.0,-44.61,,,
2025-12-29,807.0,1.1278195488721776,2800,2259600.0,1241372032.0,0.0,-44.61,,,
2025-12-30,804.0,-0.371747211895912,4000,3216000.0,1241372032.0,0.0,-44.61,,,
2026-01-05,802.0,-0.248756218905477,2300,1844600.0,1241372032.0,0.0,-44.61,,,
2026-01-06,803.0,0.1246882793017434,2000,1606000.0,1241372032.0,0.0,-44.61,,,
2026-01-07,808.0,0.6226650062266526,800,646400.0,1241372032.0,0.0,-44.61,,,
2026-01-08,813.0,0.6188118811881083,1300,1056900.0,1241372032.0,0.0,-44.61,,,
2026-01-09,805.0,-0.9840098400983988,1800,1449000.0,1241372032.0,0.0,-44.61,,,
2026-01-13,815.0,1.2422360248447228,900,733500.0,1241372032.0,0.0,-44.61,,,
2026-01-14,804.0,-1.3496932515337456,1600,1286400.0,1241372032.0,0.0,-44.61,,,
2026-01-15,806.0,0.248756218905477,1400,1128400.0,1241372032.0,0.0,-44.61,,,
2026-01-16,807.0,0.1240694789081953,1300,1049100.0,1241372032.0,0.0,-44.61,,,
2026-01-19,817.0,1.239157372986366,2000,1634000.0,1241372032.0,0.0,-44.61,,,
2026-01-20,811.0,-0.7343941248470043,1300,1054300.0,1241372032.0,0.0,-44.61,,,
2026-01-21,814.0,0.3699136868064112,400,325600.0,1241372032.0,0.0,-44.61,,,
2026-01-22,810.0,-0.4914004914004954,900,729000.0,1241372032.0,0.0,-44.61,,,
2026-01-23,813.0,0.3703703703703764,2200,1788600.0,1241372032.0,0.0,-44.61,,,
2026-01-26,813.0,0.0,1700,1382100.0,1241372032.0,0.0,-44.61,,,
2026-01-27,808.0,-0.6150061500615034,5100,4120800.0,1241372032.0,0.0,-44.61,,,
2026-01-28,804.0,-0.4950495049504955,2500,2010000.0,1241372032.0,0.0,-44.61,,,
2026-01-29,807.0,0.3731343283582156,800,645600.0,1241372032.0,0.0,-44.61,,,
2026-01-30,802.0,-0.6195786864931829,2100,1684200.0,1241372032.0,0.0,-44.61,,,
2026-02-02,805.0,0.3740648379052302,1100,885500.0,1241372032.0,0.0,-44.61,,,
2026-02-03,804.0,-0.1242236024844745,1500,1206000.0,1241372032.0,0.0,-44.61,,,
2026-02-04,810.0,0.746268656716409,1100,891000.0,1241372032.0,0.0,-44.61,,,
2026-02-05,810.0,0.0,1500,1215000.0,1241372032.0,0.0,-44.61,,,
2026-02-06,808.0,-0.2469135802469102,800,646400.0,1241372032.0,0.0,-44.61,,,
2026-02-09,808.0,0.0,2100,1696800.0,1241372032.0,0.0,-44.61,,,
2026-02-10,811.0,0.3712871287128605,500,405500.0,1241372032.0,0.0,-44.61,,,
2026-02-12,816.0,0.6165228113440113,2500,2040000.0,1241372032.0,0.0,-44.61,,,
2026-02-13,823.0,0.8578431372548989,2500,2057500.0,1241372032.0,0.0,-44.61,,,
2026-02-16,866.0,0.0,25200,21823200.0,,,,868.0,871.0,856.0
2026-02-17,865.0,-0.11547344110854896,5900,5103500.0,,,,870.0,870.0,863.0
2026-02-18,895.0,3.4682080924855585,10800,9666000.0,,,,877.0,898.0,870.0
