日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROE,配当利回り,EPS,开盘,最高,最低
2018-01-01,3220.0263671875,,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-02,3220.0263671875,0.0,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-03,3220.0263671875,0.0,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-04,3341.445068359375,3.7707362402105815,9700,32412017.163085938,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-05,3278.307373046875,-1.889532642938229,2300,7540106.958007812,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-08,3278.307373046875,0.0,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-09,3424.010009765625,4.444447092321702,10200,34924902.099609375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-10,3448.293212890625,0.7092036254491507,2500,8620733.032226562,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-11,3424.010009765625,-0.7042093472278688,2000,6848020.01953125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-12,3438.580078125,0.4255264534221536,2300,7908734.1796875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-15,3443.43701171875,0.1412482327995734,1200,4132124.4140625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-16,3492.00439453125,1.4104333155279036,3700,12920416.259765623,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-17,3492.00439453125,0.0,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-18,3472.577392578125,-0.5563281072483495,4400,15279340.52734375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-19,3472.577392578125,0.0,700,2430804.1748046875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-22,3472.577392578125,0.0,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-23,3472.577392578125,0.0,600,2083546.435546875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-24,3516.2880859375,1.2587392134959297,3500,12307008.30078125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-25,3506.57470703125,-0.276239564815417,2400,8415779.296875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-26,3521.14501953125,0.4155141047126109,1900,6690175.537109375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-29,3603.709716796875,2.3448252431425454,8200,29550419.67773437,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-30,3574.5693359375,-0.8086217578389232,2600,9293880.2734375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-01-31,3603.709716796875,0.8152137536236115,3500,12612984.008789062,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-01,3637.706787109375,0.943390921694931,3900,14187056.469726562,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-02,3715.414794921875,2.1361811811734466,12300,45699601.97753906,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-05,3676.560791015625,-1.045751445016441,5100,18750460.034179688,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-06,3739.698974609375,1.7173164591223422,18300,68436491.23535156,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-07,3865.973876953125,3.3766060637792306,9800,37886543.99414063,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-08,4055.387939453125,4.899517392737329,9000,36498491.455078125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-09,3885.401123046875,-4.19162898702049,11300,43905032.69042969,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-12,3885.401123046875,0.0,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-13,3938.825439453125,1.3750013116883952,3500,13785889.038085938,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-14,3919.398681640625,-0.4932119514084676,3900,15285654.858398438,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-15,3938.825439453125,0.495656588943083,3300,12998123.950195312,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-16,3958.252685546875,0.4932243480291864,1300,5145728.4912109375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-19,4108.8115234375,3.80366919071069,8600,35335779.1015625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-20,4371.07666015625,6.382992629930473,10000,43710766.6015625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-21,4647.9111328125,6.333324582926769,7000,32535377.9296875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-22,4667.33837890625,0.4179780021309032,6500,30337699.462890625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-23,4696.478515625,0.6243416344194674,5700,26769927.5390625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-26,4589.630859375,-2.2750589807772337,6000,27537785.15625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-27,4575.060546875,-0.3174615333221831,4900,22417796.6796875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-02-28,4371.07666015625,-4.458605184101472,7100,31034644.28710937,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-01,4157.3798828125,-4.888881938211331,17500,72754147.94921875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-02,4157.3798828125,0.0,5700,23697065.33203125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-05,4108.8115234375,-1.168244441067123,2200,9039385.3515625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-06,4332.22314453125,5.437378176617846,5000,21661115.72265625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-07,4205.9462890625,-2.914828051462559,2300,9673676.46484375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-08,4205.9462890625,0.0,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-09,4351.6494140625,3.464217443263573,8000,34813195.3125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-12,4327.36572265625,-0.5580341864805716,3700,16011253.173828123,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-13,4371.07666015625,1.0101049992411903,1200,5245291.9921875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-14,4356.50634765625,-0.3333346365853806,2100,9148663.330078123,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-15,4385.64697265625,0.6688989450383209,1100,4824211.669921875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-16,4439.07177734375,1.2181738525830932,1100,4882978.955078125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-19,4448.7841796875,0.218793541328166,2600,11566838.8671875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-20,4463.35498046875,0.3275232106735526,1400,6248696.97265625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-21,4463.35498046875,0.0,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-22,4453.64111328125,-0.2176359987051679,2500,11134102.783203123,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-23,4371.07666015625,-1.853864086147028,2100,9179260.986328123,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-26,4332.22314453125,-0.8888774699186142,3200,13863114.0625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-27,4283.6552734375,-1.1210842441267022,1300,5568751.85546875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-28,4306.08740234375,0.5236679301751757,3200,13779479.6875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-29,4315.84130859375,0.2265143583637163,900,3884257.177734375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-03-30,4345.1005859375,0.6779507227359982,2900,12600791.69921875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-02,4320.71728515625,-0.5611676944870747,4500,19443227.783203125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-03,4320.71728515625,0.0,0,0.0,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-04,4330.470703125,0.2257360832715882,2100,9093988.4765625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-05,4330.470703125,0.0,900,3897423.6328125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-06,4354.85400390625,0.5630635201770096,2400,10451649.609375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-09,4354.85400390625,0.0,4300,18725872.216796875,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-10,4340.22412109375,-0.335944277336897,600,2604134.47265625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-11,4306.08740234375,-0.7865197233500765,600,2583652.44140625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-12,4310.9638671875,0.1132458398567459,1200,5173156.640625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-13,4306.08740234375,-0.1131177387235116,1600,6889739.84375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-16,4369.48388671875,1.472252614763314,1200,5243380.6640625,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-17,4330.470703125,-0.8928556462316384,1200,5196564.84375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-18,4330.470703125,0.0,3500,15156647.4609375,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-19,4335.34765625,0.1126194693219062,800,3468278.125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
2018-04-20,4335.34765625,0.0,1800,7803625.78125,36.099136,3.8951316,18811914240.0,-16.267,-16.137,45.0,-32.98,,,
