日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2018-01-01,2165.5048828125,,0,0.0,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-02,2165.5048828125,0.0,0,0.0,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-03,2165.5048828125,0.0,0,0.0,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-04,2191.81396484375,1.214916772530228,81600,178852019.53125,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-05,2177.015380859375,-0.6751751846525877,136300,296727196.4111328,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-08,2177.015380859375,0.0,0,0.0,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-09,2223.876953125,2.152560458581898,159800,355375537.109375,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-10,2190.990966796875,-1.4787682511801514,183900,402923238.7939453,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-11,2185.236328125,-0.2626500409669829,170200,371927223.046875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-12,2178.6591796875,-0.3009811045537325,130600,284532888.8671875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-15,2181.1259765625,0.1132254598607662,78100,170345938.76953125,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-16,2179.481201171875,-0.0754094631992385,97000,211409676.51367188,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-17,2150.70654296875,-1.3202526448795826,115600,248621676.3671875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-18,2140.01904296875,-0.4969297199071798,118200,252950250.87890625,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-19,2154.817138671875,0.6914936458974896,118900,256207757.788086,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-22,2157.283935546875,0.1144782464706173,84500,182290492.5537109,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-23,2178.6591796875,0.9908405559607704,121000,263617760.7421875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-24,2189.347412109375,0.4905876293789246,136700,299283791.2353516,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-25,2153.9951171875,-1.6147412113006745,142600,307159703.7109375,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-26,2160.572509765625,0.3053578221065445,132900,287140086.5478516,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-29,2176.192626953125,0.722961951839074,87900,191287331.9091797,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-30,2174.548828125,-0.0755355388932899,98900,215062879.1015625,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-01-31,2155.638916015625,-0.8696016325225542,151800,327225987.4511719,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-01,2195.92431640625,1.8688380549877204,132300,290520787.0605469,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-02,2223.0546875,1.235487529832091,123400,274324948.4375,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-05,2177.015380859375,-2.070992985440223,117800,256452411.8652344,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-06,2271.56005859375,4.342857591435734,709000,1610536081.5429688,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-07,2288.003173828125,0.7238688306816954,570100,1304390609.399414,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-08,2358.70703125,3.090199272039396,394900,931453406.640625,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-09,2371.861083984375,0.5576806513102328,231400,548848654.8339844,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-12,2371.861083984375,0.0,0,0.0,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-13,2423.6552734375,2.183694053705642,368300,892632237.2070312,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-14,2371.0390625,-2.1709445032945585,265400,629273767.1875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-15,2344.731201171875,-1.1095498907717771,168500,395087207.39746094,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-16,2395.702880859375,2.1738815802009537,152600,365584259.6191406,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-19,2431.0546875,1.4756340163494697,85600,208098281.25,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-20,2466.40673828125,1.4541857475697029,152800,376866949.609375,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-21,2440.0986328125,-1.0666572167688404,125900,307208417.8710937,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-22,2418.72314453125,-0.8760091905224421,153200,370548385.7421875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-23,2415.434326171875,-0.1359733281922293,119900,289610575.7080078,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-26,2416.25634765625,0.0340320362043344,103800,250807408.88671875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-27,2427.766357421875,0.4763571454986293,119700,290603632.98339844,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-02-28,2408.857666015625,-0.7788513646893813,124800,300625436.71875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-01,2375.14990234375,-1.3993256698985213,127100,301881552.5878906,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-02,2348.84130859375,-1.1076603512072736,115400,271056287.01171875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-05,2387.48193359375,1.645093044754664,154400,368627210.546875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-06,2391.59228515625,0.1721626247580765,92500,221222286.37695312,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-07,2389.9482421875,-0.068742610475625,135300,323359997.16796875,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-08,2362.817626953125,-1.13519676934688,157900,373088903.2958984,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-09,2334.04296875,-1.2178112214369374,180600,421528160.15625,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-12,2348.02001953125,0.5988343388869,194100,455750685.7910156,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-13,2347.197265625,-0.0350403275698796,208600,489625349.609375,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-14,2315.1337890625,-1.3660324605892171,181600,420428296.09375,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-15,2342.26416015625,1.171870551150156,220300,516000794.4824219,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-16,2329.932373046875,-0.5264900227373359,143100,333413322.5830078,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
2018-03-19,2328.28759765625,-0.0705932674120557,153300,356926488.7207031,13.951413,1.0370526,189345628160.0,3.7639998,192.0,257.68,,,
