日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,ROA,ROE,EPS,开盘,最高,最低
2018-01-01,512.0,,0,0.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-02,512.0,0.0,0,0.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-03,512.0,0.0,0,0.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-04,510.0,-0.390625,166400,84864000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-05,512.0,0.3921568627450966,209800,107417600.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-08,512.0,0.0,0,0.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-09,540.0,5.46875,467700,252558000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-10,558.0,3.333333333333344,399900,223144200.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-11,552.0,-1.0752688172043,395300,218205600.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-12,578.0,4.710144927536231,504900,291832200.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-15,582.0,0.6920415224913601,568100,330634200.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-16,546.0,-6.185567010309279,444000,242424000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-17,525.0,-3.846153846153844,293500,154087500.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-18,529.0,0.7619047619047636,186300,98552700.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-19,524.0,-0.9451795841209808,138000,72312000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-22,550.0,4.961832061068705,268500,147675000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-23,535.0,-2.727272727272722,225600,120696000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-24,544.0,1.6822429906542036,177600,96614400.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-25,543.0,-0.183823529411764,142400,77323200.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-26,545.0,0.3683241252302016,172000,93740000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-29,575.0,5.504587155963292,2319600,1333770000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-30,619.0,7.65217391304347,1343400,831564600.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-01-31,622.0,0.4846526655896577,670000,416740000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-01,632.0,1.6077170418006492,618100,390639200.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-02,674.0,6.645569620253156,1310900,883546600.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-05,658.0,-2.373887240356088,1014200,667343600.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-06,578.0,-12.1580547112462,1051100,607535800.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-07,560.0,-3.114186851211076,839700,470232000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-08,620.0,10.71428571428572,533200,330584000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-09,600.0,-3.2258064516129004,525200,315120000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-12,600.0,0.0,0,0.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-13,551.0,-8.166666666666666,372500,205247500.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-14,516.0,-6.352087114337568,570800,294532800.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-15,532.0,3.100775193798455,291700,155184400.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-16,551.0,3.571428571428581,425000,234175000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-19,581.0,5.444646098003636,230300,133804300.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-20,582.0,0.1721170395869276,113300,65940600.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-21,581.0,-0.1718213058419238,144600,84012600.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-22,580.0,-0.1721170395869165,187300,108634000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-23,607.0,4.655172413793096,604800,367113600.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-26,630.0,3.789126853377267,476700,300321000.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-27,615.0,-2.380952380952384,413300,254179500.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-02-28,635.0,3.2520325203251987,257100,163258500.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-03-01,627.0,-1.2598425196850394,178100,111668700.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
2018-03-02,627.0,0.0,223900,140385300.0,3.8147757,5320359424.0,-157.31701,-20.16,-58.329,-27.67,,,
