日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2018-01-01,4393.34130859375,,0,0.0,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-02,4393.34130859375,0.0,0,0.0,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-03,4393.34130859375,0.0,0,0.0,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-04,4402.02392578125,0.197631291939837,3200,14086476.5625,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-05,4428.0703125,0.5916911665610147,6400,28339650.0,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-08,4428.0703125,0.0,0,0.0,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-09,4462.80126953125,0.7843361685835992,3800,16958644.82421875,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-10,4445.4365234375,-0.3890996942280122,3600,16003571.484375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-11,4454.119140625,0.1953152888748421,3400,15144005.078125,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-12,4393.34130859375,-1.3645309007769724,6700,29435386.767578125,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-15,4428.0703125,0.7904918253976101,2200,9741754.6875,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-16,4402.02392578125,-0.5882107753624299,4600,20249310.05859375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-17,4384.658203125,-0.3944940543040731,4400,19292496.09375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-18,4341.2470703125,-0.9900687990128888,4600,19969736.5234375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-19,4332.56396484375,-0.200014081855171,4600,19929794.23828125,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-22,4336.9052734375,0.100201834963709,5800,25154050.5859375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-23,4349.92919921875,0.3003045941772919,3700,16094738.037109377,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-24,4384.658203125,0.7983809003716091,3800,16661701.171875,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-25,4332.56396484375,-1.1881026038499831,4400,19063281.4453125,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-26,4375.9765625,1.0020070796073144,4600,20129492.1875,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-29,4375.9765625,0.0,3500,15315917.96875,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-30,4319.5400390625,-1.28968980138362,11900,51402526.46484375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-01-31,4241.39794921875,-1.809037284921422,15200,64469248.828125,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-01,4271.78662109375,0.716477733021903,5300,22640469.091796875,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-02,4258.76318359375,-0.3048709744932321,5000,21293815.91796875,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-05,4180.61962890625,-1.834888471576357,13700,57274488.916015625,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-06,4089.45458984375,-2.1806585423881475,16400,67067055.2734375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-07,4080.771484375,-0.2123291817523687,11300,46112717.7734375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-08,4098.13671875,0.4255380248928464,6600,27047702.34375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-09,4098.13671875,0.0,6700,27457516.015625,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-12,4098.13671875,0.0,0,0.0,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-13,4063.40625,-0.8474697437764633,11900,48354534.375,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-14,4059.065673828125,-0.1068211225957238,4500,18265795.53222656,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-15,4093.7958984375,0.85562115521578,6200,25381534.5703125,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-16,4124.1845703125,0.7423103796307728,5500,22683015.13671875,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
2018-02-19,4176.27880859375,1.2631403224832471,6000,25057672.8515625,24.320673,0.7421347,18713219072.0,-23.627001,218.00000000000003,133.22,,,
