日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,ROA,ROE,配当利回り,EPS,开盘,最高,最低
2018-01-01,2743.439208984375,,0,0.0,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-02,2743.439208984375,0.0,0,0.0,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-03,2743.439208984375,0.0,0,0.0,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-04,2746.320556640625,0.1050268453849367,5500,15104763.061523438,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-05,2751.121826171875,0.1748255322795655,4300,11829823.852539062,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-08,2751.121826171875,0.0,0,0.0,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-09,2769.366455078125,0.6631705194835691,4600,12739085.693359377,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-10,2770.326416015625,0.0346635576429221,3600,9973175.09765625,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-11,2770.326416015625,0.0,0,0.0,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-12,2765.525390625,-0.1733017944336667,3000,8296576.171875,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-15,2767.44580078125,0.0694410603771844,4400,12176761.5234375,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-16,2758.803466796875,-0.3122855732869412,5000,13794017.333984377,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-17,2770.326416015625,0.4176792351261227,3200,8865044.53125,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-18,2770.326416015625,0.0,0,0.0,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-19,2755.923095703125,-0.5199141960034903,7800,21496200.14648437,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-22,2760.72412109375,0.1742075240818819,2100,5797520.654296875,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-23,2766.485595703125,0.2086943264397067,3800,10512645.263671877,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-24,2762.644775390625,-0.1388339168823305,2200,6077818.505859375,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-25,2760.72412109375,-0.0695223039163028,4400,12147186.1328125,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-26,2766.485595703125,0.2086943264397067,3900,10789293.823242188,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-29,2767.44580078125,0.0347084792205798,2500,6918614.501953125,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-30,2773.20751953125,0.2081962634416623,5300,14697999.853515623,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-01-31,2767.44580078125,-0.2077637071665639,2500,6918614.501953125,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-02-01,2768.40625,0.0347052584906526,2200,6090493.75,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-02-02,2768.40625,0.0,3400,9412581.25,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-02-05,2756.883056640625,-0.4162392481007804,11800,32531220.06835937,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-02-06,2721.353515625,-1.2887576399021827,19000,51705716.796875,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
2018-02-07,2752.08154296875,1.1291450069724984,6900,18989362.64648437,4.6809425,7545680896.0,-1.55,1.456,-16.343,118.0,-47.43,,,
