日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROE,配当利回り,EPS,开盘,最高,最低
2018-01-01,1806.03955078125,,0,0.0,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-02,1806.03955078125,0.0,0,0.0,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-03,1806.03955078125,0.0,0,0.0,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-04,1837.483154296875,1.7410251897320483,89800,165005987.25585938,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-05,1824.709228515625,-0.6951860076310767,57400,104738309.71679688,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-08,1824.709228515625,0.0,0,0.0,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-09,1831.5875244140625,0.3769529846699315,82400,150922812.01171875,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-10,1862.0484619140625,1.6630893743253994,91100,169632614.8803711,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-11,1886.6138916015625,1.3192690840198915,130200,245637128.68652344,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-12,1857.135498046875,-1.56250272967422,90600,168256476.12304688,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-15,1855.1702880859373,-0.1058194172156135,42200,78288186.15722656,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-16,1834.535400390625,-1.1122907599281584,74900,137406701.4892578,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-17,1808.987548828125,-1.392606082011838,72800,131694293.5546875,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-18,1782.45703125,-1.4665948140611396,83700,149191653.515625,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-19,1782.45703125,0.0,42400,75576178.125,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-22,1775.5787353515625,-0.385888454972394,63900,113459481.18896484,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-23,1779.50927734375,0.2213668092510223,38100,67799303.46679688,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-24,1790.3179931640625,0.6073986777099805,43600,78057864.50195312,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
2018-01-25,1783.4395751953125,-0.3842009070463281,37800,67414015.94238281,26.793842,3.436971,23619217408.0,3.496,46.769002,165.0,46.13,,,
