日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2018-01-01,364.8887939453125,,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-02,364.8887939453125,0.0,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-03,364.8887939453125,0.0,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-04,364.8887939453125,0.0,32400,11822396.923828123,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-05,367.6956787109375,0.7692438935369639,32100,11803031.286621094,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-08,367.6956787109375,0.0,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-09,373.3093566894531,1.5267185075973575,66900,24974395.96252441,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-10,370.50244140625,-0.7519005974281345,83400,30899903.61328125,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-11,367.6956787109375,-0.7575557895541429,27600,10148400.732421877,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-12,370.50244140625,0.7633385045895613,42300,15672253.271484377,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-15,381.7298278808594,3.030313763114645,227700,86919881.80847168,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-16,390.1504211425781,2.205903926466779,121800,47520321.295166016,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-17,381.7298278808594,-2.158294033634145,104400,39852594.03076172,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-18,381.7298278808594,0.0,34200,13055160.11352539,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-19,373.3093566894531,-2.205871948270788,72300,26990266.48864746,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-22,381.7298278808594,2.255628218397709,63300,24163498.1048584,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-23,378.9230041503906,-0.7352906494235922,98400,37286023.60839844,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-24,398.5708923339844,5.18519276169247,242100,96494013.03405762,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-25,390.1504211425781,-2.1126658653111807,111600,43540786.99951172,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-26,398.5708923339844,2.158262745621653,120300,47948078.34777832,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-29,390.1504211425781,-2.1126658653111807,108600,42370335.736083984,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-30,378.9230041503906,-2.877714948841359,195000,73889985.80932617,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-01-31,370.50244140625,-2.222235824140828,53700,19895981.103515625,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-01,378.9230041503906,2.2727414999426765,38100,14436966.458129885,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-02,370.50244140625,-2.222235824140828,66300,24564311.86523437,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-05,359.2751159667969,-3.0302972894968194,74100,26622286.09313965,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-06,322.7862854003906,-10.1562365287159,189900,61297115.59753418,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-07,331.2068176269531,2.6087019825261404,297900,98666510.97106934,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-08,342.4341125488281,3.3898139544097816,27900,9553911.740112305,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-09,317.172607421875,-7.377041071908708,141000,44721337.646484375,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-12,317.172607421875,0.0,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-13,305.9452209472656,-3.539834844462375,85500,26158316.39099121,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-14,294.7178649902344,-3.669727516013877,90600,26701438.568115234,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-15,297.5247802734375,0.9524075791252472,54000,16066338.134765623,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-16,305.9452209472656,2.830164487841791,49200,15052504.870605469,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-19,322.7862854003906,5.5046012488712215,60300,19464013.009643555,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-20,322.7862854003906,0.0,29100,9393080.905151367,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-21,328.3999328613281,1.7391220491212112,42300,13891317.16003418,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-22,328.3999328613281,0.0,11700,3842279.214477539,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-23,328.3999328613281,0.0,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-26,334.0136108398437,1.7094029007874711,22200,7415102.160644531,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-27,339.6273193359375,1.6806825572103667,23400,7947279.2724609375,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-02-28,331.2068176269531,-2.479335798265203,22500,7452153.396606445,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-01,334.0136108398437,0.8474442745475042,28200,9419183.825683594,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-02,325.5931091308594,-2.521005562561318,19500,6349065.628051758,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-05,319.9794311523437,-1.7241390622488306,29100,9311401.446533203,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-06,325.5931091308594,1.7543871361665575,4800,1562846.923828125,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-07,319.9794311523437,-1.7241390622488306,19200,6143605.078125,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-08,322.7862854003906,0.8771983367613867,10500,3389255.9967041016,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-09,319.9794311523437,-0.869570478982773,8700,2783821.0510253906,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-12,317.172607421875,-0.8771887994051708,25200,7992749.70703125,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-13,325.5931091308594,2.654864106150301,31500,10256182.93762207,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-14,342.4341125488281,5.172407813827595,320700,109818619.89440918,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-15,376.1161804199219,9.836072586457334,281100,105726258.31604004,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-16,359.2751159667969,-4.477622960629479,274800,98728801.86767578,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-19,342.4341125488281,-4.687495089285598,85500,29278116.622924805,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-20,342.4341125488281,0.0,26100,8937530.337524414,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-21,342.4341125488281,0.0,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-22,339.6273193359375,-0.8196593476038072,9300,3158534.0698242188,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-23,325.5931091308594,-4.132238311252101,77100,25103228.713989258,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-26,319.9794311523437,-1.7241390622488306,20700,6623574.224853516,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-27,322.7862854003906,0.8771983367613867,34200,11039290.96069336,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-28,329.89605712890625,2.202625095950572,20400,6729879.565429688,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-29,329.89605712890625,0.0,14400,4750503.22265625,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-03-30,332.739990234375,0.862069443999891,13500,4491989.868164063,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-02,332.739990234375,0.0,12300,4092701.879882813,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-03,327.0521545410156,-1.709393478479393,18000,5886938.781738281,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-04,329.89605712890625,0.8695562919870614,5700,1880407.5256347656,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-05,329.89605712890625,0.0,15000,4948440.856933594,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-06,327.0521545410156,-0.8620601933351901,11700,3826510.208129883,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-09,327.0521545410156,0.0,6000,1962312.9272460933,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-10,324.2082214355469,-0.869565623091495,6000,1945249.3286132808,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-11,324.2082214355469,0.0,10800,3501448.7915039062,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-12,329.89605712890625,1.754377377653915,4200,1385563.4399414062,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-13,321.3642883300781,-2.5861990813349944,7500,2410232.162475586,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-16,321.3642883300781,0.0,28500,9158882.217407228,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-17,321.3642883300781,0.0,6300,2024595.016479492,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-18,327.0521545410156,1.769912344801483,6000,1962312.9272460933,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-19,324.2082214355469,-0.869565623091495,6000,1945249.3286132808,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-20,324.2082214355469,0.0,11100,3598711.2579345703,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-23,329.89605712890625,1.754377377653915,12600,4156690.319824218,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-24,332.739990234375,0.862069443999891,9000,2994659.912109375,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-25,327.0521545410156,-1.709393478479393,13800,4513319.732666016,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-26,324.2082214355469,-0.869565623091495,6900,2237036.727905273,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-27,318.5203857421875,-1.7543773776539262,15900,5064474.133300781,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-04-30,318.5203857421875,0.0,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-01,321.3642883300781,0.8928479039933324,2700,867683.5784912109,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-02,329.89605712890625,2.654859020945421,6000,1979376.3427734373,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-03,329.89605712890625,0.0,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-04,329.89605712890625,0.0,0,0.0,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-07,327.0521545410156,-0.8620601933351901,11700,3826510.208129883,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-08,332.739990234375,1.7391219150785453,6900,2295905.9326171875,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-09,332.739990234375,0.0,8100,2695193.920898437,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-10,332.739990234375,0.0,5700,1896617.9443359373,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-11,329.89605712890625,-0.8547013250392754,36300,11975226.873779297,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-14,329.89605712890625,0.0,11100,3661846.2341308594,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
2018-05-15,332.739990234375,0.862069443999891,24300,8085581.762695312,2.4045098,3772742144.0,6.666999999999999,152.0,-2.65,,,
