日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2018-01-01,510.0,,0,0.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-02,510.0,0.0,0,0.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-03,510.0,0.0,0,0.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-04,509.0,-0.1960784313725483,31600,16084400.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-05,516.0,1.3752455795677854,25000,12900000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-08,516.0,0.0,0,0.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-09,523.0,1.356589147286824,30600,16003800.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-10,531.0,1.5296367112810794,29000,15399000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-11,524.0,-1.318267419962338,31500,16506000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-12,566.0,8.015267175572527,136200,77089200.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-15,556.0,-1.7667844522968212,48500,26966000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-16,541.0,-2.6978417266187105,35500,19205500.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-17,528.0,-2.402957486136781,23600,12460800.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-18,546.0,3.409090909090917,32500,17745000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-19,551.0,0.9157509157509124,22000,12122000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-22,566.0,2.722323049001818,46800,26488800.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-23,587.0,3.7102473498233257,75000,44025000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-24,573.0,-2.3850085178875657,68800,39422400.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-25,580.0,1.221640488656206,25000,14500000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-26,562.0,-3.103448275862064,19300,10846600.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-29,565.0,0.5338078291814874,27500,15537500.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-30,550.0,-2.6548672566371723,21600,11880000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-01-31,541.0,-1.6363636363636358,19700,10657700.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-01,541.0,0.0,12500,6762500.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-02,528.0,-2.402957486136781,17000,8976000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-05,509.0,-3.598484848484851,54100,27536900.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-06,468.0,-8.055009823182713,77800,36410400.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-07,470.0,0.4273504273504258,31400,14758000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-08,471.0,0.2127659574468143,31900,15024900.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-09,455.0,-3.397027600849256,101500,46182500.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-12,455.0,0.0,0,0.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-13,449.0,-1.318681318681314,22800,10237200.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-14,464.0,3.340757238307357,30000,13920000.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
2018-02-15,436.0,-6.034482758620685,57700,25157200.0,3.3394985,3247251200.0,-11.9890004,-15.22,,,
