日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROA,ROE,EPS,开盘,最高,最低
2020-12-30,5200.0,,912000,4742400000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-04,6200.0,19.23076923076923,801100,4966820000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-05,6500.0,4.838709677419351,2246700,14603550000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-06,7000.0,7.692307692307687,1675200,11726400000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-07,5610.0,-19.85714285714286,943600,5293596000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-08,5580.0,-0.5347593582887722,428600,2391588000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-12,5000.0,-10.39426523297491,286900,1434500000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-13,4790.0,-4.200000000000004,85500,409545000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-14,4500.0,-6.054279749478075,187800,845100000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-15,5200.0,15.555555555555545,63900,332280000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-18,4905.0,-5.673076923076925,488200,2394621000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-19,5380.0,9.683995922528045,364800,1962624000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-20,5170.0,-3.903345724907059,125700,649869000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-21,5400.0,4.448742746615086,117100,632340000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-22,5360.0,-0.7407407407407418,48700,261032000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-25,5350.0,-0.1865671641791078,43100,230585000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-26,5030.0,-5.981308411214958,60900,306327000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-27,4930.0,-1.988071570576544,52900,260797000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-28,4740.0,-3.853955375253548,32300,153102000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-01-29,4415.0,-6.856540084388185,42900,189403500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-01,4520.0,2.3782559456398733,18300,82716000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-02,4715.0,4.314159292035402,16800,79212000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-03,4830.0,2.4390243902439046,47500,229425000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-04,4715.0,-2.380952380952384,17500,82512500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-05,4615.0,-2.120890774125128,9400,43381000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-08,4580.0,-0.7583965330444253,18900,86562000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-09,4595.0,0.3275109170305601,12200,56059000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-10,4700.0,2.285092491838947,10500,49350000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-12,4680.0,-0.4255319148936176,27600,129168000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-15,4630.0,-1.0683760683760646,14400,66672000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-16,4545.0,-1.8358531317494653,10600,48177000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-17,4470.0,-1.650165016501648,23100,103257000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-18,4450.0,-0.4474272930648726,9200,40940000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-19,4390.0,-1.348314606741574,16800,73752000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-22,4285.0,-2.3917995444191376,10900,46706500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-24,3965.0,-7.467911318553089,35300,139964500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-25,3975.0,0.2522068095838659,17400,69165000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-02-26,3780.0,-4.9056603773584895,19500,73710000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-01,3835.0,1.4550264550264649,12900,49471500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-02,3975.0,3.6505867014341664,13700,54457500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-03,3795.0,-4.528301886792452,11200,42504000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-04,3665.0,-3.4255599472990728,14500,53142500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-05,3595.0,-1.9099590723055893,14900,53565500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-08,3585.0,-0.2781641168289273,14100,50548500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-09,3470.0,-3.207810320781035,20700,71829000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-10,3445.0,-0.7204610951008661,10900,37550500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-11,3530.0,2.467343976777947,10600,37418000.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
2021-03-12,3835.0,8.640226628895187,19100,73248500.0,18.736742,2.182519,2077760384.0,-1.0199999,-9.778,-14.674,42.43,,,
