日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2018-01-01,512.2581787109375,,0,0.0,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-02,512.2581787109375,0.0,0,0.0,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-03,512.2581787109375,0.0,0,0.0,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-04,512.2581787109375,0.0,1860000,952800212.4023438,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-05,512.9806518554688,0.1410369174288828,1187500,609164524.0783691,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-08,512.9806518554688,0.0,0,0.0,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-09,512.2581787109375,-0.1408382834553356,1080500,553494962.097168,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-10,515.1482543945312,0.5641834144779256,1160000,597571975.0976562,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-11,522.373291015625,1.4025159863126246,2454000,1281904056.1523438,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-12,517.3157348632812,-0.9681881212782906,1793500,927805770.4772948,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-15,512.2581787109375,-0.977653647763177,980500,502269144.2260742,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-16,509.36822509765625,-0.5641595846363257,1153500,587556247.6501465,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-17,507.9232177734375,-0.2836861926245437,1802000,915277638.4277344,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-18,503.5881042480469,-0.8534978070886989,2494500,1256200526.046753,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-19,501.4205627441406,-0.4304195205609207,1544500,774444059.1583252,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-22,500.6979370117188,-0.1441156957080358,1036500,518973411.7126465,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-23,497.8079528808594,-0.5771911400529128,2765500,1376687893.6920166,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-24,501.4205627441406,0.7257035253002142,1813000,909075480.255127,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
2018-01-25,499.25299072265625,-0.4322862248851256,1821500,909389322.6013184,8.521827,1.7499535,435320258560.0,36.947,407.0,258.63,,,
