日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,EPS,开盘,最高,最低
2018-01-01,217.0,,0,0.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-02,217.0,0.0,0,0.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-03,217.0,0.0,0,0.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-04,221.0,1.8433179723502224,91600,20243600.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-05,221.0,0.0,65700,14519700.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-08,221.0,0.0,0,0.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-09,223.0,0.9049773755656076,116700,26024100.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-10,223.0,0.0,61300,13669900.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-11,225.0,0.8968609865470878,146700,33007500.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-12,225.0,0.0,77500,17437500.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-15,232.0,3.111111111111109,248400,57628800.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-16,227.0,-2.155172413793105,365700,83013900.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-17,224.0,-1.3215859030836996,125900,28201600.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-18,225.0,0.4464285714285809,52300,11767500.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-19,221.0,-1.777777777777778,136100,30078100.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-22,223.0,0.9049773755656076,52400,11685200.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-23,225.0,0.8968609865470878,46900,10552500.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-24,226.0,0.4444444444444473,83600,18893600.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-25,226.0,0.0,68600,15503600.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-26,227.0,0.4424778761061843,77300,17547100.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-29,227.0,0.0,29800,6764600.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-30,223.0,-1.7621145374449363,141800,31621400.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-01-31,220.0,-1.3452914798206317,129900,28578000.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-01,221.0,0.454545454545463,44400,9812400.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-02,218.0,-1.3574660633484117,63100,13755800.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-05,214.0,-1.834862385321101,111500,23861000.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-06,199.0,-7.009345794392519,300100,59719900.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-07,198.0,-0.5025125628140725,86300,17087400.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-08,203.0,2.5252525252525304,54700,11104100.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-09,200.0,-1.4778325123152691,66600,13320000.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-12,200.0,0.0,0,0.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-13,197.0,-1.500000000000001,127800,25176600.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-14,193.0,-2.030456852791873,83400,16096200.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-15,180.0,-6.735751295336789,470000,84600000.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-16,181.0,0.5555555555555536,66100,11964100.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-19,186.0,2.7624309392265234,60500,11253000.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-20,198.0,6.451612903225801,853600,169012800.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-21,193.0,-2.5252525252525304,125100,24144300.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-22,193.0,0.0,59800,11541400.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-23,195.0,1.0362694300518172,24200,4719000.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-26,197.0,1.025641025641022,102500,20192500.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-27,196.0,-0.5076142131979711,40800,7996800.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
2018-02-28,196.0,0.0,44000,8624000.0,2.888278,9935705088.0,-6.784999999999999,-5.78,,,
