日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROE,配当利回り,EPS,开盘,最高,最低
2018-01-01,4712.8330078125,,0,0.0,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-02,4712.8330078125,0.0,0,0.0,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-03,4712.8330078125,0.0,0,0.0,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-04,4740.1806640625,0.5802806126307791,99900,473544048.33984375,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-05,4731.0654296875,-0.192297193313895,66500,314615851.07421875,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-08,4731.0654296875,0.0,0,0.0,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-09,4895.1484375,3.4682041550910814,121200,593291990.625,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-10,4931.61083984375,0.7448681650677802,81900,403898927.7832031,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-11,4840.45458984375,-1.8484072032514232,36000,174256365.234375,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-12,4813.107421875,-0.5649710675135755,46100,221884252.1484375,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-15,4876.91650390625,1.3257356721614988,27300,133139820.55664062,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-16,4895.1484375,0.3738414135068035,31200,152728631.25,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-17,4968.0751953125,1.4897762293342165,60500,300568549.31640625,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-18,4931.61083984375,-0.7339735015113091,48800,240662608.984375,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-19,4968.0751953125,0.7394005052901775,53000,263307985.3515625,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-22,4986.306640625,0.3669720081874272,55500,276740018.5546875,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-23,5041.0,1.0968711576900605,55700,280783700.0,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-24,5068.3466796875,0.5424852149870985,37200,188542496.484375,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-25,4968.0751953125,-1.9783864583861168,24700,122711457.32421876,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-26,5050.11669921875,1.651374036843456,29700,149988465.96679688,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-29,5004.537109375,-0.9025452788210098,22100,110600270.1171875,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-30,4904.26416015625,-2.003640836849996,51300,251588751.4160156,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-01-31,4822.22216796875,-1.6728705776910324,45600,219893330.859375,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-01,4904.26416015625,1.7013316543658563,22700,111326796.43554688,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-02,4721.94921875,-3.7174780038855326,133000,628019246.09375,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-05,4712.8330078125,-0.1930603340946857,63200,297851046.09375,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-06,4544.193359375,-3.5783073187177328,76700,348539630.6640625,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-07,4566.98193359375,0.5014877760809888,48600,221955321.97265625,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-08,4603.44580078125,0.798423723099928,28200,129817171.58203124,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-09,4676.3720703125,1.584167006351489,48400,226336408.203125,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-12,4676.3720703125,0.0,0,0.0,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-13,4676.3720703125,0.0,40300,188457794.4335937,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-14,4530.51953125,-3.118925031402675,57200,259145717.1875,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-15,4484.9404296875,-1.0060458022112195,30900,138584659.27734375,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-16,4557.8662109375,1.6260144898977202,19900,90701537.59765624,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-19,4694.6025390625,3.00000749905458,20000,93892050.78125,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-20,4712.8330078125,0.3883282684382649,14500,68336078.61328125,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-21,4694.6025390625,-0.3868261132906503,14600,68541197.0703125,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
2018-02-22,4721.94921875,0.5825132044716463,21800,102938492.96875,3.2441835,0.86992407,87284072448.0,10.3649996,31.041,140.0,1276.13,,,
