日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2018-06-28,4024.87255859375,,1702600,6852748018.261719,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-06-29,3337.699462890625,-17.073164074124534,1525800,5092661840.478516,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-02,3018.654541015625,-9.558827132946536,908600,2742749515.966797,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-03,3205.1728515625,6.17885577871129,606500,1943937334.472656,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-04,3298.432373046875,2.9096565397061624,472600,1558839139.5019531,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-05,3583.1181640625,8.630942181562773,3567100,12781340803.027344,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-06,3740.1865234375,4.383566273374528,2427300,9078554748.339844,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-09,3519.309326171875,-5.905512890373799,620300,2183027575.024414,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-10,3229.715087890625,-8.228723634141467,461900,1491805399.0966797,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-11,3151.180908203125,-2.4316132398784385,237500,748405465.6982422,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-12,3200.2646484375,1.5576300334455784,162100,518762899.5117188,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-13,3097.188720703125,-3.220856368385061,110900,343478229.12597656,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-16,3097.188720703125,0.0,0,0.0,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-17,3008.837890625,-2.852613710218721,88000,264777734.375,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-18,3254.2568359375,8.15660245695462,201700,656383603.8085938,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-19,3165.906005859375,-2.714931074353033,100900,319439915.99121094,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-20,3111.913818359375,-1.7054261055152176,59900,186403637.71972656,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-23,3131.547119140625,0.6309075998640834,39000,122130337.64648438,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-24,3160.99755859375,0.9404437593519832,36400,115060311.1328125,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-25,3116.822265625,-1.3975111384901706,46800,145867282.03125,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-26,3062.830078125,-1.732283168516613,41300,126494882.2265625,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-27,3165.906005859375,3.3653818561647286,81100,256754977.0751953,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-30,3053.01318359375,-3.5658930510471865,36400,111129679.8828125,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
2018-07-31,3077.55517578125,0.8038613236059255,23500,72322546.63085938,1.2356745,2666720768.0,19.386,68.0,-1.49,,,
