日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROA,EPS,开盘,最高,最低
2019-07-02,1804.4825439453125,-2.624669927723011,1500,2706723.8159179688,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-03,1843.3931884765625,2.1563325542721,100,184339.31884765625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-04,1843.3931884765625,0.0,300,553017.9565429688,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-05,1806.4281005859373,-2.0052741933571983,1400,2528999.3408203125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-08,1806.4281005859373,0.0,300,541928.4301757812,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-09,1806.4281005859373,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-10,1781.1361083984375,-1.4001106481512426,300,534340.8325195312,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-11,1771.408447265625,-0.5461492295251613,200,354281.689453125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-12,1696.50537109375,-4.22844749823208,4600,7803924.70703125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-16,1698.450927734375,0.1146802523454892,900,1528605.8349609375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-17,1659.540283203125,-2.290948999224507,100,165954.0283203125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-18,1722.7701416015625,3.8100827704161455,1500,2584155.212402344,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-19,1727.634033203125,0.2823296900793082,1100,1900397.4365234373,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-22,1727.634033203125,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-23,1727.634033203125,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-24,1652.73095703125,-4.335586978047701,1000,1652730.95703125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-25,1653.7037353515625,0.0588588430666225,200,330740.7470703125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-26,1653.7037353515625,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-29,1634.248291015625,-1.1764770145966552,800,1307398.6328125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-30,1586.582763671875,-2.9166637411092267,600,951949.658203125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-07-31,1601.17431640625,0.9196843094781526,3800,6084462.40234375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-01,1557.3997802734375,-2.733901967092633,300,467219.9340820313,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-02,1532.1077880859375,-1.6239884265977889,200,306421.5576171875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-05,1468.8779296875,-4.12698498696561,800,1175102.34375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-06,1485.4150390625,1.125832789830139,1000,1485415.0390625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-07,1485.4150390625,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-08,1483.469482421875,-0.130977308662028,100,148346.9482421875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-09,1500.0064697265625,1.1147507583162186,1000,1500006.4697265625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-13,1456.2320556640625,-2.9182816838436487,300,436869.6166992188,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-14,1443.5860595703125,-0.8684052822874655,1600,2309737.6953125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-15,1440.667724609375,-0.2021587103581579,300,432200.3173828125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-16,1440.667724609375,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-19,1445.5316162109375,0.3376136994310164,900,1300978.4545898438,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-20,1492.224365234375,3.230143740877112,1100,1641446.8017578125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-21,1464.9869384765625,-1.8252903110541616,300,439496.0815429688,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-22,1430.9400634765625,-2.32403949180634,3000,4292820.190429688,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-23,1430.9400634765625,0.0,200,286188.0126953125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-26,1430.9400634765625,0.0,100,143094.00634765625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-27,1420.2396240234375,-0.7477908911941111,900,1278215.6616210938,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-28,1398.8387451171875,-1.5068498684484566,400,559535.498046875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-29,1314.2080078125,-6.050071003544987,1300,1708470.41015625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-08-30,1320.044677734375,0.4441207089880716,700,924031.2744140624,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-02,1332.690673828125,0.9579975819799192,100,133269.0673828125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-03,1585.6099853515625,18.97809570445424,15900,25211198.767089844,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-04,1508.761474609375,-4.846621265767858,5700,8599940.405273438,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-05,1468.8779296875,-2.6434625746393103,400,587551.171875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-06,1455.25927734375,-0.9271466381585158,800,1164207.421875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-09,1452.3409423828125,-0.2005371143391165,1000,1452340.9423828125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-10,1452.3409423828125,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-11,1421.21240234375,-2.143335571604199,700,994848.681640625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-12,1417.3212890625,-0.2737883003858576,700,992124.90234375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-13,1407.5936279296875,-0.6863412839333671,300,422278.0883789063,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-17,1393.002197265625,-1.0366223869259672,100,139300.2197265625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-18,1393.002197265625,0.0,200,278600.439453125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-19,1402.7298583984375,0.6983234593532783,700,981910.9008789062,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-20,1399.8115234375,-0.2080468269399671,1200,1679773.828125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-24,1364.7918701171875,-2.5017406082152527,1700,2320146.1791992188,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-25,1358.955322265625,-0.4276511297698016,500,679477.6611328125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-26,1359.9281005859375,0.0715828036708998,400,543971.240234375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-27,1367.710205078125,0.5722438185397083,500,683855.1025390625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-09-30,1358.955322265625,-0.6401124141645176,100,135895.5322265625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-01,1356.0369873046875,-0.2147484110126662,500,678018.4936523438,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-02,1333.663330078125,-1.6499297169639382,1000,1333663.330078125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-03,1316.153564453125,-1.3129074804789198,400,526461.42578125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-04,1315.1807861328125,-0.0739107005888528,300,394554.23583984375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-07,1315.1807861328125,0.0,700,920626.5502929688,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-08,1342.4183349609375,2.071011766238984,900,1208176.5014648438,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-09,1342.4183349609375,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-10,1325.8812255859375,-1.2318894151189586,200,265176.2451171875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-11,1326.85400390625,0.073368436141985,800,1061483.203125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-15,1316.153564453125,-0.8064519096767975,1700,2237461.0595703125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-16,1321.0174560546875,0.3695535029442753,1200,1585220.947265625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-17,1495.1427001953125,13.181146346140071,8200,12260170.141601562,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-18,1427.0489501953125,-4.554331167928305,3800,5422786.010742188,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-21,1475.6873779296875,3.4083223093165804,900,1328118.6401367188,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-23,1435.803955078125,-2.7027013612813344,1900,2728027.514648437,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-24,1460.123046875,1.693761304310648,400,584049.21875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-25,1460.123046875,0.0,1100,1606135.3515625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-28,1381.3289794921875,-5.396399128926155,3600,4972784.326171875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-29,1374.5196533203125,-0.492954703258186,2800,3848655.029296875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-30,1328.799560546875,-3.326259661911368,1800,2391839.208984375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-10-31,1267.5152587890625,-4.612004968799854,10400,13182158.69140625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-01,1264.596923828125,-0.2302406176731608,7200,9105097.8515625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-05,1263.6241455078125,-0.0769239828108836,2100,2653610.7055664062,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-06,1258.7603759765625,-0.3849063464433366,500,629380.1879882812,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-07,1264.596923828125,0.4636742594502419,2400,3035032.6171875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-08,1264.596923828125,0.0,1000,1264596.923828125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-11,1264.596923828125,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-12,1264.596923828125,0.0,900,1138137.2314453125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-13,1263.6241455078125,-0.0769239828108836,1500,1895436.2182617188,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-14,1251.950927734375,-0.923788755931565,3000,3755852.783203125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-15,1251.950927734375,0.0,1400,1752731.298828125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-18,1281.134033203125,2.3310103313363806,500,640567.0166015625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-19,1273.351806640625,-0.6074482732335684,2000,2546703.61328125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-20,1250.9781494140625,-1.7570680082191092,2200,2752151.928710937,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-21,1259.733154296875,0.6998527421852474,2200,2771412.939453125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-22,1214.98583984375,-3.5521264404683284,20400,24785711.1328125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-25,1215.9586181640625,0.0800649923983876,4600,5593409.643554688,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-26,1215.9586181640625,0.0,3800,4620642.7490234375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-27,1215.9586181640625,0.0,3500,4255855.163574219,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-28,1215.9586181640625,0.0,5200,6322984.814453125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-11-29,1213.040283203125,-0.2400028189564418,1500,1819560.4248046875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-02,1214.98583984375,0.1603868121747398,3700,4495447.607421875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-03,1200.394287109375,-1.2009648389195604,12900,15485086.303710938,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-04,1201.3670654296875,0.0810382330838077,400,480546.826171875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-05,1201.3670654296875,0.0,400,480546.826171875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-06,1201.3670654296875,0.0,200,240273.4130859375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-09,1176.0751953125,-2.1052574891539444,4600,5409945.8984375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-10,1188.7210693359375,1.075260669882372,2800,3328418.994140625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-11,1172.18408203125,-1.3911579201608348,1300,1523839.306640625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-12,1152.728759765625,-1.6597497410058115,5400,6224735.302734375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-13,1159.5380859375,0.5907136535102664,3200,3710521.875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-16,1123.5457763671875,-3.1040213346000045,5400,6067147.1923828125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-17,1124.5185546875,0.0865811025037022,4000,4498074.21875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-18,1084.635009765625,-3.546721817583398,5800,6290883.056640625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-19,1123.5457763671875,3.587452576325245,2500,2808864.4409179688,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-20,1099.2265625,-2.1645058331152267,2600,2857989.0625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-23,1110.8997802734375,1.0619482981641948,3500,3888149.2309570312,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-24,1101.172119140625,-0.8756560497669819,3600,3964219.62890625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-25,1118.681884765625,1.590102520817993,9600,10739346.09375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-26,1117.7091064453125,-0.0869575465161198,5300,5923858.264160156,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-27,1132.3006591796875,1.3054875056696114,6700,7586414.416503906,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2019-12-30,1136.191650390625,0.3436358690947383,5800,6589911.572265625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-06,1087.5533447265625,-4.280818790328245,5200,5655277.392578125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-07,1086.58056640625,-0.0894464924437454,2200,2390477.24609375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-08,1084.635009765625,-0.1790531416422935,2100,2277733.5205078125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-09,1089.4989013671875,0.4484357924804172,600,653699.3408203125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-10,1089.4989013671875,0.0,600,653699.3408203125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-14,1056.4248046875,-3.035716386513432,11900,12571455.17578125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-15,1050.5882568359375,-0.5524811444851507,3700,3887176.5502929688,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-16,1052.5338134765625,0.1851873584123753,800,842027.05078125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-17,1064.2069091796875,1.1090470969828736,400,425682.763671875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-20,1069.07080078125,0.4570437909777958,500,534535.400390625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-21,1069.07080078125,0.0,500,534535.400390625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-22,1078.7984619140625,0.909917390476278,600,647279.0771484375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-23,1078.7984619140625,0.0,600,647279.0771484375,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-24,1070.0435791015625,-0.8115401645054865,1000,1070043.5791015625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-27,1054.479248046875,-1.454551137791582,4300,4534260.7666015625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-28,1045.724365234375,-0.8302565298194287,900,941151.9287109376,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-29,1021.4052124023438,-2.3255796307835586,1100,1123545.733642578,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-30,1021.4052124023438,0.0,1100,1123545.733642578,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-01-31,1022.3779907226562,0.0952392163756865,1500,1533566.9860839844,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-03,1007.7864990234376,-1.4272110541919014,2600,2620244.897460937,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-04,1006.813720703125,-0.0965262306307113,1700,1711583.3251953125,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-05,1001.9498901367188,-0.4830914067211478,300,300584.9670410156,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-06,1001.9498901367188,0.0,300,300584.9670410156,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-07,1001.9498901367188,0.0,300,300584.9670410156,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-10,1021.4052124023438,1.9417460351206064,3300,3370637.2009277344,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-12,1028.214599609375,0.666668539023374,2300,2364893.5791015625,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-13,1026.26904296875,-0.1892169826575251,100,102626.904296875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-14,1026.26904296875,0.0,0,0.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-17,1008.75927734375,-1.7061574394126144,500,504379.638671875,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-18,1001.9498901367188,-0.675025980921995,500,500974.9450683594,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-19,969.8485717773438,-3.2038846129315623,26300,25507017.43774414,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-20,962.0664672851562,-0.8024040781877906,500,481033.2336425781,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-21,962.0664672851562,0.0,500,481033.2336425781,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-25,900.7821044921876,-6.370075756398242,6100,5494770.837402344,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-26,893.0,-0.8639275195830631,2900,2589700.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-27,882.0,-1.2318029115341522,15300,13494600.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-02-28,788.0,-10.657596371882082,23200,18281600.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-02,741.0,-5.964467005076147,42600,31566600.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-03,731.0,-1.3495276653171406,10200,7456200.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-04,733.0,0.2735978112175186,2200,1612600.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-05,744.0,1.500682128240105,1100,818400.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-06,736.0,-1.0752688172043,500,368000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-09,692.0,-5.978260869565222,12200,8442400.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-10,701.0,1.3005780346820872,4000,2804000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-11,692.0,-1.2838801711840264,2700,1868400.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-12,687.0,-0.7225433526011571,600,412200.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-13,617.0,-10.18922852983989,3600,2221200.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-16,650.0,5.348460291734192,300,195000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-17,652.0,0.3076923076922977,200,130400.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-18,641.0,-1.6871165644171793,1100,705100.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-19,616.0,-3.900156006240252,2200,1355200.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-23,640.0,3.8961038961038863,2100,1344000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-24,662.0,3.4375000000000044,4600,3045200.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-25,710.0,7.25075528700907,3100,2201000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-26,706.0,-0.5633802816901401,3500,2471000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-27,714.0,1.1331444759206777,600,428400.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-30,680.0,-4.761904761904767,3400,2312000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-03-31,660.0,-2.941176470588236,4600,3036000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-01,642.0,-2.727272727272722,3700,2375400.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-02,642.0,0.0,500,321000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-03,643.0,0.1557632398753838,300,192900.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-06,706.0,9.797822706065327,5800,4094800.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-07,737.0,4.39093484419264,2100,1547700.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-08,763.0,3.5278154681139817,1300,991900.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-09,736.0,-3.5386631716906924,400,294400.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-10,759.0,3.125,700,531300.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-13,762.0,0.3952569169960451,300,228600.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-14,766.0,0.5249343832020914,2500,1915000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-15,779.0,1.6971279373368064,1000,779000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-16,730.0,-6.290115532734275,1500,1095000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-17,695.0,-4.794520547945202,6800,4726000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-20,698.0,0.4316546762589857,4500,3141000.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
2020-04-21,698.0,0.0,300,209400.0,1.1834319,-4.1185217,1570457216.0,-22.222,-31.932,-169.5,,,
