日期,收盘,涨跌幅,成交量,成交额,PBR,時価総額,営業利益率,ROA,EPS,开盘,最高,最低
2018-01-01,804.7538452148438,,0,0.0,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-02,804.7538452148438,0.0,0,0.0,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-03,804.7538452148438,0.0,0,0.0,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-04,815.57275390625,1.34437489870185,20400,16637684.1796875,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-05,817.6534423828125,0.2551199100996104,20400,16680130.224609377,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-08,817.6534423828125,0.0,0,0.0,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-09,815.1566772460938,-0.3053573809268961,12000,9781880.126953123,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-10,818.485595703125,0.4083777450339498,11000,9003341.552734375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-11,821.814453125,0.4067093470368599,16600,13642119.921875,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-12,819.7338256835938,-0.2531748417777923,23200,19017824.75585937,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-15,823.062744140625,0.4060974858827171,18800,15473579.58984375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-16,823.4788208007812,0.0505522407760805,9800,8070092.443847656,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-17,821.814453125,-0.2021142054585922,11600,9533047.65625,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-18,820.9822387695312,-0.101265480584356,15800,12971519.372558594,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-19,823.062744140625,0.2534166115715219,15600,12839778.80859375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-22,821.814453125,-0.1516641379422867,11000,9039958.984375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-23,824.3110961914062,0.3037964417530681,14200,11705217.565917969,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-24,823.4788208007812,-0.1009661758127999,8600,7081917.858886719,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-25,823.062744140625,-0.0505266983978569,9000,7407564.697265625,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-26,822.2305297851562,-0.101111897166195,14200,11675673.52294922,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-29,821.814453125,-0.0506034068407768,10800,8875596.09375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-30,811.4117431640625,-1.265822220743451,18400,14929976.07421875,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-01-31,808.4989624023438,-0.3589769049139546,16400,13259382.983398438,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-01,816.4049682617188,0.9778622146753736,13400,10939826.574707031,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-02,812.2439575195312,-0.509674843239516,9600,7797541.9921875,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-05,806.0022583007812,-0.7684512960627221,18400,14830441.552734377,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-06,786.0291137695312,-2.478050690994027,39800,31283958.728027344,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-07,798.9285278320312,1.6410860407751082,17400,13901356.384277344,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-08,798.9285278320312,0.0,10600,8468642.395019531,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-09,790.1902465820312,-1.093750059684584,20400,16119881.030273438,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-12,790.1902465820312,0.0,0,0.0,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-13,806.0022583007812,2.001038583701198,45400,36592502.52685547,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-14,806.0022583007812,0.0,20000,16120045.166015623,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-15,809.7472534179688,0.464638290850794,20800,16842742.87109375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-16,806.4183349609375,-0.4111058658093358,16000,12902693.359375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-19,816.8211059570312,1.2899968347815038,20200,16499786.340332031,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-20,821.814453125,0.6113146601566255,36200,29749683.203125,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-21,818.485595703125,-0.4050619223374352,13400,10967706.982421877,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-22,820.9822387695312,0.3050320102776505,17600,14449287.40234375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-23,816.8211059570312,-0.5068480919558804,8600,7024661.511230469,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-26,812.659912109375,-0.5094376011232971,7200,5851151.3671875,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-27,818.901611328125,0.768057969359992,8800,7206334.1796875,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-02-28,815.57275390625,-0.4065027319309022,17400,14190965.91796875,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-01,816.8211059570312,0.1530644623428445,22600,18460156.994628903,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-02,818.485595703125,0.20377653490522,21400,17515591.748046875,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-05,820.1499633789062,0.2033472164346905,21800,17879269.201660156,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-06,827.223876953125,0.8625146485497837,29600,24485826.7578125,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-07,828.4721069335938,0.150893852951417,25600,21208885.9375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-08,827.223876953125,-0.150666506454733,8200,6783235.791015625,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-09,829.7205200195312,0.3018098408380076,29200,24227839.184570312,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-12,839.7071533203125,1.2036141158165092,46200,38794470.48339844,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-13,852.1904296875,1.4866226062058674,31000,26417903.3203125,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-14,852.6064453125,0.0488172139122111,19200,16370043.75,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-15,835.9622192382812,-1.952158134122273,45200,37785492.30957031,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-16,843.8682250976562,0.9457372208254712,14400,12151702.44140625,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-19,836.3782958984375,-0.8875709472710547,10400,8698334.27734375,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-20,842.6198120117188,0.7462551507959159,23000,19380255.67626953,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-21,842.6198120117188,0.0,0,0.0,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-22,847.6131591796875,0.592597883029522,19000,16104650.024414062,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-23,830.1365966796875,-2.0618559670444125,22400,18595059.765625,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-26,817.2372436523438,-1.553883189698846,18200,14873717.834472656,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-27,823.4788208007812,0.7637411531250082,14200,11693399.255371094,27.902214,8049307136.0,2.365,0.748,-59.8,,,
2018-03-28,831.9075317382812,1.0235492066819063,11000,9150982.849121094,27.902214,8049307136.0,2.365,0.748,-59.8,,,
