日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROE,配当利回り,EPS,开盘,最高,最低
2018-01-01,2613.751953125,,0,0.0,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-02,2613.751953125,0.0,0,0.0,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-03,2613.751953125,0.0,0,0.0,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-04,2676.878173828125,2.415157284823888,1607500,4303081664.428711,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-05,2681.996337890625,0.1911989911435041,1256500,3369928398.5595703,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-08,2681.996337890625,0.0,0,0.0,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-09,2637.637451171875,-1.6539503090312937,1265500,3337930194.458008,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-10,2652.992431640625,0.5821490160418996,698000,1851788717.285156,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-11,2629.107177734375,-0.9003136843281245,1246500,3277182097.0458984,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-12,2511.385986328125,-4.477610970112522,2760500,6932681015.258789,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-15,2502.855712890625,-0.3396639737554663,1948500,4876814356.567383,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-16,2533.5654296875,1.2269871027206447,1146000,2903465982.421875,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-17,2562.569091796875,1.1447765180847336,926500,2374220263.5498047,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-18,2557.45068359375,-0.199737373696951,864500,2210916115.966797,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-19,2564.275390625,0.2668558606049087,802500,2057831000.9765625,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-22,2586.454345703125,0.8649209503476696,1222000,3160647210.4492188,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-23,2603.515380859375,0.6596302457297698,860500,2240324985.229492,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-24,2613.751953125,0.3931827075377647,656000,1714621281.25,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-25,2625.69482421875,0.4569244254211346,929000,2439270491.6992188,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-26,2654.698974609375,1.1046276255373575,917500,2435686309.2041016,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-29,2651.286865234375,-0.1285309335497086,656500,1740569827.0263672,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-30,2627.401123046875,-0.9009112707005552,2569000,6749793485.107422,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-01-31,2593.278564453125,-1.2987190381565927,862500,2236702761.8408203,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-01,2680.29052734375,3.3552879387245493,923500,2475248302.001953,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-02,2688.821044921875,0.3182683925902152,1039000,2793685065.673828,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-05,2637.637451171875,-1.9035701110219128,649500,1713145524.5361328,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-06,2507.9736328125,-4.915907540733722,1349500,3384510417.4804688,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-07,2525.034423828125,0.6802619769368468,1174000,2964390413.5742188,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-08,2593.278564453125,2.7027013961075985,1149500,2980973709.838867,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-09,2555.744873046875,-1.447345145281964,827500,2114878882.446289,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-12,2555.744873046875,0.0,0,0.0,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-13,2523.3291015625,-1.268349271722491,1131000,2853885213.8671875,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-14,2536.9775390625,0.5408901078955086,888000,2252836054.6875,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-15,2542.09619140625,0.2017618313499669,622000,1581183831.0546875,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-16,2584.748291015625,1.677831852058298,867500,2242269142.4560547,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-19,2659.81787109375,2.9043284539179703,475500,1264743397.705078,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-20,2646.168212890625,-0.5131801824277527,556000,1471269526.3671875,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-21,2639.34375,-0.2578998136769983,435500,1149434203.125,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-22,2598.3974609375,-1.5513814395150316,811000,2107300340.8203125,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-23,2603.515380859375,0.1969644751741883,583500,1519151224.7314453,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-26,2644.462646484375,1.5727683395319048,505000,1335453636.4746094,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-27,2632.519775390625,-0.4516180672707648,603000,1587409424.5605469,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
2018-02-28,2647.874267578125,0.5832621783523617,725000,1919708843.9941409,40.34683,2.208665,1230936866816.0,4.4099998000000005,5.613,182.0,67.18,,,
