code,name,date,close,pct_chg,volume,z_score,vol_ratio
601216,君正集团,2026-01-06,5.31,9.48,4126325,4.19,6.12
603739,蔚蓝生物,2026-01-06,14.77,3.0,107616,4.12,3.62
600826,兰生股份,2026-01-06,11.98,3.36,443159,4.03,5.0
603810,丰山集团,2026-01-06,16.77,3.33,59637,4.01,2.95
600906,财达证券,2026-01-06,7.12,5.79,1062116,4.0,4.83
600206,有研新材,2026-01-06,21.84,4.9,597581,3.94,3.43
603035,常熟汽饰,2026-01-06,16.19,3.32,184156,3.9,3.35
600446,金证股份,2026-01-06,17.02,6.04,596369,3.87,3.27
600157,永泰能源,2026-01-06,1.67,5.7,15588247,3.86,2.99
600739,辽宁成大,2026-01-06,12.27,7.16,530548,3.81,3.81
601777,千里科技,2026-01-06,11.41,7.64,797231,3.79,3.08
600880,博瑞传播,2026-01-06,5.63,3.68,1694299,3.77,5.33
688409,富创精密,2026-01-06,75.53,8.66,159791,3.76,2.7
688318,财富趋势,2026-01-06,148.43,8.55,116429,3.75,3.39
600718,东软集团,2026-01-06,10.5,3.04,403482,3.74,2.57
603115,海星股份,2026-01-06,20.76,5.38,103005,3.72,3.64
688356,键凯科技,2026-01-06,96.99,5.56,40398,3.71,6.24
600722,金牛化工,2026-01-06,6.49,7.45,424511,3.68,4.06
600989,宝丰能源,2026-01-06,20.38,4.51,839826,3.67,2.72
600409,三友化工,2026-01-06,6.55,6.5,1043055,3.66,2.69
603399,永杉锂业,2026-01-06,11.38,6.06,565269,3.65,2.72
600262,北方股份,2026-01-06,28.35,6.18,111236,3.64,2.99
603055,台华新材,2026-01-06,9.69,4.76,253421,3.6,4.5
605599,菜百股份,2026-01-06,17.61,3.47,137941,3.6,3.09
688065,凯赛生物,2026-01-06,54.93,8.09,97789,3.59,3.15
688767,博拓生物,2026-01-06,48.37,6.68,249761,3.56,6.65
600010,包钢股份,2026-01-06,2.52,3.7,9506520,3.51,2.31
920001,纬达光电,2026-01-06,20.91,6.09,48514,3.5,3.21
603688,石英股份,2026-01-06,38.95,4.28,212877,3.5,3.03
600346,恒力石化,2026-01-06,23.84,8.31,834523,3.48,2.91
600390,五矿资本,2026-01-06,5.81,3.57,793201,3.47,2.44
688507,索辰科技,2026-01-06,110.16,5.92,62199,3.44,3.45
688314,康拓医疗,2026-01-06,42.45,7.01,107850,3.43,7.59
603051,鹿山新材,2026-01-06,23.08,4.34,170163,3.42,4.22
601238,广汽集团,2026-01-06,8.56,4.52,1056434,3.37,2.44
688575,亚辉龙,2026-01-06,15.53,6.52,192615,3.37,3.95
601568,北元集团,2026-01-06,3.98,5.57,723633,3.34,3.43
688625,呈和科技,2026-01-06,46.04,8.64,65956,3.33,3.46
688349,三一重能,2026-01-06,27.14,5.4,78327,3.33,2.48
