code,name,date,close,pct_chg,volume,z_score,vol_ratio
601099,太平洋,2026-01-12,4.54,7.84,10472699,4.09,6.24
601228,广州港,2026-01-12,3.56,8.21,1640773,4.16,6.04
600825,新华传媒,2026-01-12,7.29,5.5,672010,3.39,5.1
600088,中视传媒,2026-01-12,18.34,8.52,244546,3.98,4.89
603108,润达医疗,2026-01-12,19.47,8.53,1095606,3.17,4.8
600666,奥瑞德,2026-01-12,3.75,8.07,2688490,3.93,4.69
688777,中控技术,2026-01-12,57.57,7.33,549286,3.5,4.13
603039,泛微网络,2026-01-12,63.45,6.44,124169,3.27,4.11
600452,涪陵电力,2026-01-12,10.42,7.64,972790,3.95,4.08
920208,青矩技术,2026-01-12,26.72,5.95,39499,4.0,4.04
601929,吉视传媒,2026-01-12,4.2,6.06,8022482,3.74,4.02
600589,大位科技,2026-01-12,10.32,6.5,5222691,2.4,4.01
688358,祥生医疗,2026-01-12,37.61,6.09,58071,2.82,3.98
600845,宝信软件,2026-01-12,24.94,5.1,814011,2.5,3.95
688315,诺禾致源,2026-01-12,15.83,5.53,134488,3.08,3.82
601801,皖新传媒,2026-01-12,7.13,5.16,394873,3.86,3.81
688179,阿拉丁,2026-01-12,14.11,4.6,183690,3.8,3.79
603918,金桥信息,2026-01-12,19.28,6.58,541212,2.59,3.73
601811,新华文轩,2026-01-12,15.12,3.07,118477,2.46,3.69
688653,康希通信,2026-01-12,14.3,8.09,268216,3.95,3.64
688579,山大地纬,2026-01-12,12.28,6.04,148917,3.58,3.63
688238,和元生物,2026-01-12,7.8,4.0,294852,3.52,3.58
688327,云从科技-UW,2026-01-12,17.77,9.02,982410,3.35,3.49
603927,中科软,2026-01-12,21.17,6.17,345079,3.69,3.49
600131,国网信通,2026-01-12,17.9,5.48,317602,3.79,3.45
688680,海优新材,2026-01-12,49.53,8.67,73948,2.14,3.43
600266,城建发展,2026-01-12,7.15,4.84,4376649,2.0,3.43
603112,华翔股份,2026-01-12,18.87,6.85,258821,3.7,3.39
600536,中国软件,2026-01-12,50.39,6.08,449421,3.99,3.38
920414,欧普泰,2026-01-12,14.48,8.46,93817,2.39,3.38
600126,杭钢股份,2026-01-12,9.2,5.38,1408340,3.65,3.38
600775,南京熊猫,2026-01-12,19.54,7.24,2278069,2.04,3.36
600120,浙江东方,2026-01-12,7.41,7.08,2974258,2.6,3.35
600584,长电科技,2026-01-12,43.68,6.07,1675499,2.89,3.35
600410,华胜天成,2026-01-12,22.09,4.1,3769847,2.87,3.35
688038,中科通达,2026-01-12,21.04,8.85,98264,3.01,3.33
600373,中文传媒,2026-01-12,10.3,7.52,717215,3.47,3.31
603383,顶点软件,2026-01-12,40.9,6.82,162603,3.49,3.3
603725,天安新材,2026-01-12,9.79,3.82,129440,3.68,3.28
920198,微创光电,2026-01-12,11.77,7.78,141242,2.15,3.26
600169,ST太重,2026-01-12,2.57,4.9,1095290,2.62,3.25
920570,坤博精工,2026-01-12,38.39,6.91,31678,3.68,3.24
600797,浙大网新,2026-01-12,11.21,5.66,1279916,3.23,3.23
603258,电魂网络,2026-01-12,20.07,3.83,81123,3.4,3.23
600551,时代出版,2026-01-12,8.81,3.89,203912,3.32,3.23
920876,慧为智能,2026-01-12,29.06,7.35,36201,3.73,3.22
601519,大智慧,2026-01-12,15.3,7.97,1619912,2.87,3.18
603020,爱普股份,2026-01-12,10.86,4.73,130427,3.58,3.18
688522,纳睿雷达,2026-01-12,47.96,8.48,197581,2.93,3.15
600602,云赛智联,2026-01-12,21.05,5.51,597514,3.13,3.14
688588,凌志软件,2026-01-12,16.08,5.86,191788,3.48,3.12
603466,风语筑,2026-01-12,10.84,4.43,519131,2.28,3.1
920008,成电光信,2026-01-12,35.03,6.83,57249,2.56,3.1
600590,泰豪科技,2026-01-12,10.88,4.72,998130,2.3,3.09
688625,呈和科技,2026-01-12,55.5,3.54,100641,2.14,3.09
600060,海信视像,2026-01-12,25.35,4.32,300153,3.75,3.07
603138,海量数据,2026-01-12,15.78,3.95,141125,3.33,3.04
603567,珍宝岛,2026-01-12,9.74,4.62,185720,3.09,3.02
600446,金证股份,2026-01-12,17.85,6.82,673499,2.88,3.02
600071,凤凰光学,2026-01-12,22.78,5.03,129467,3.31,3.01
600278,东方创业,2026-01-12,8.24,4.97,247710,3.96,3.0
688139,海尔生物,2026-01-12,34.35,4.53,59837,3.55,2.99
920367,新赣江,2026-01-12,23.5,5.48,54539,2.39,2.97
688058,宝兰德,2026-01-12,31.54,7.46,37644,3.58,2.97
600570,恒生电子,2026-01-12,33.42,6.91,1116485,3.46,2.97
688475,萤石网络,2026-01-12,32.87,5.52,116695,3.64,2.97
600571,信雅达,2026-01-12,17.42,4.88,343810,3.21,2.94
600010,包钢股份,2026-01-12,2.69,3.46,16964808,2.77,2.93
688610,埃科光电,2026-01-12,70.39,6.75,19922,3.22,2.93
603035,常熟汽饰,2026-01-12,16.55,3.89,204160,2.81,2.91
688583,思看科技,2026-01-12,105.52,8.39,27023,2.54,2.89
688225,亚信安全,2026-01-12,24.95,8.76,183026,2.33,2.88
688337,普源精电,2026-01-12,42.15,3.11,65329,2.97,2.87
603938,三孚股份,2026-01-12,26.56,5.06,492964,2.05,2.87
600718,东软集团,2026-01-12,11.72,3.72,731887,2.28,2.87
688297,中无人机,2026-01-12,57.37,4.88,283926,2.57,2.87
688152,麒麟信安,2026-01-12,46.2,5.5,49523,3.33,2.81
920006,晟楠科技,2026-01-12,31.26,6.76,68639,2.64,2.79
688248,南网科技,2026-01-12,54.8,8.79,106542,3.45,2.79
688775,影石创新,2026-01-12,254.49,5.2,48380,3.75,2.78
688737,中自科技,2026-01-12,25.22,4.91,65857,3.39,2.78
600864,哈投股份,2026-01-12,7.17,3.02,851155,2.8,2.77
688208,道通科技,2026-01-12,40.28,7.7,326698,3.78,2.76
688115,思林杰,2026-01-12,67.68,5.16,20614,2.91,2.76
600307,酒钢宏兴,2026-01-12,1.87,6.25,2017975,3.42,2.75
603630,拉芳家化,2026-01-12,21.65,5.51,94478,3.44,2.74
600962,国投中鲁,2026-01-12,24.7,9.1,239709,2.11,2.72
600869,远东股份,2026-01-12,10.89,3.13,2211324,1.72,2.71
688561,奇安信-U,2026-01-12,41.1,6.61,188986,3.08,2.71
688552,航天南湖,2026-01-12,47.62,6.06,220784,1.97,2.7
600853,龙建股份,2026-01-12,4.64,3.11,777195,3.18,2.7
600428,中远海特,2026-01-12,7.4,3.79,675470,3.7,2.69
600435,北方导航,2026-01-12,21.87,5.75,2436503,1.67,2.68
688277,天智航-U,2026-01-12,18.89,5.18,210750,2.16,2.66
603220,中贝通信,2026-01-12,24.47,3.51,242212,2.65,2.66
603716,塞力医疗,2026-01-12,29.09,4.53,689006,1.69,2.66
688318,财富趋势,2026-01-12,158.11,9.18,107579,2.47,2.65
920556,雅达股份,2026-01-12,11.25,6.13,107812,2.42,2.64
688657,浩辰软件,2026-01-12,59.51,4.57,20311,2.84,2.64
601162,天风证券,2026-01-12,4.46,3.96,4987102,2.69,2.63
601012,隆基绿能,2026-01-12,19.23,4.57,3643823,3.05,2.62
603881,数据港,2026-01-12,35.73,3.63,831536,2.63,2.62
601595,上海电影,2026-01-12,32.08,5.35,225897,2.64,2.59
603189,网达软件,2026-01-12,22.36,4.58,179253,2.4,2.57
688663,新风光,2026-01-12,43.48,3.6,56437,3.04,2.55
920976,视声智能,2026-01-12,30.07,5.14,34653,2.13,2.55
600397,江钨装备,2026-01-12,9.41,3.86,866262,2.98,2.52
688507,索辰科技,2026-01-12,123.7,5.73,66551,2.11,2.5
605118,力鼎光电,2026-01-12,33.2,7.34,48709,3.64,2.5
920190,雷神科技,2026-01-12,30.84,8.21,86589,1.67,2.49
688618,三旺通信,2026-01-12,32.96,3.1,57506,1.75,2.49
920184,国源科技,2026-01-12,22.19,8.51,138429,1.75,2.47
920249,利尔达,2026-01-12,14.93,5.89,161835,2.31,2.46
603729,龙韵股份,2026-01-12,17.65,4.31,74465,2.94,2.45
600111,北方稀土,2026-01-12,52.48,6.21,2302414,2.14,2.45
601928,凤凰传媒,2026-01-12,10.38,3.08,340872,2.05,2.43
920781,瑞奇智造,2026-01-12,10.43,5.89,105714,1.92,2.42
688162,巨一科技,2026-01-12,33.24,3.07,32867,3.24,2.42
688114,华大智造,2026-01-12,78.78,5.04,98176,1.92,2.4
688692,达梦数据,2026-01-12,302.5,4.3,28655,2.04,2.39
600399,抚顺特钢,2026-01-12,7.06,8.78,2416307,2.49,2.39
688608,恒玄科技,2026-01-12,255.5,8.51,94495,3.0,2.39
688489,三未信安,2026-01-12,48.49,4.28,21961,3.09,2.38
603533,掌阅科技,2026-01-12,28.69,7.9,683896,1.82,2.38
600372,中航机载,2026-01-12,16.52,6.51,2758847,1.96,2.38
688223,晶科能源,2026-01-12,6.4,3.56,2418290,1.9,2.36
688002,睿创微纳,2026-01-12,114.25,6.71,174297,3.41,2.36
920026,卓兆点胶,2026-01-12,40.4,6.99,30543,2.67,2.35
603206,嘉环科技,2026-01-12,18.47,3.13,105020,2.56,2.34
600756,浪潮软件,2026-01-12,21.01,6.11,598912,2.42,2.34
603150,万朗磁塑,2026-01-12,42.39,7.13,63012,2.08,2.34
600392,盛和资源,2026-01-12,24.24,3.59,1175134,2.22,2.32
603341,龙旗科技,2026-01-12,51.8,3.21,318316,1.43,2.29
688103,国力电子,2026-01-12,71.53,4.64,39179,3.01,2.28
688580,伟思医疗,2026-01-12,68.11,3.67,84907,1.19,2.27
688330,宏力达,2026-01-12,39.99,3.36,38963,2.74,2.25
688599,天合光能,2026-01-12,19.9,8.62,1150748,2.48,2.25
600363,联创光电,2026-01-12,76.81,4.75,452171,1.54,2.25
688271,联影医疗,2026-01-12,141.68,3.11,109563,2.68,2.24
603200,上海洗霸,2026-01-12,80.0,3.95,130141,2.23,2.24
603012,创力集团,2026-01-12,7.17,3.46,530181,1.12,2.24
601019,山东出版,2026-01-12,9.24,4.64,295680,3.29,2.24
600826,兰生股份,2026-01-12,12.43,3.24,270244,1.35,2.24
600732,爱旭股份,2026-01-12,14.19,3.96,561210,3.3,2.23
601872,招商轮船,2026-01-12,10.7,8.85,1934141,2.73,2.22
688591,泰凌微,2026-01-12,48.72,4.62,131920,2.78,2.2
603999,读者传媒,2026-01-12,7.79,4.99,301545,3.02,2.2
601098,中南传媒,2026-01-12,11.69,3.18,305578,2.5,2.18
603527,众源新材,2026-01-12,11.49,3.61,179905,3.22,2.17
600026,中远海能,2026-01-12,13.63,7.24,953227,2.51,2.17
605488,福莱新材,2026-01-12,37.02,5.98,165771,2.2,2.17
688188,柏楚电子,2026-01-12,156.63,3.35,40660,2.31,2.15
600850,电科数字,2026-01-12,35.38,7.96,543019,2.17,2.15
603985,恒润股份,2026-01-12,16.4,3.86,182192,2.96,2.15
688018,乐鑫科技,2026-01-12,189.45,7.83,89456,2.82,2.14
688343,云天励飞-U,2026-01-12,86.34,5.86,233595,2.37,2.13
605178,时空科技,2026-01-12,60.18,8.43,154611,2.23,2.12
688509,正元地信,2026-01-12,6.32,8.03,487120,2.25,2.11
603895,天永智能,2026-01-12,31.27,3.99,49504,1.6,2.11
603520,司太立,2026-01-12,10.37,3.49,179008,2.54,2.11
600100,同方股份,2026-01-12,9.83,5.47,1370940,2.56,2.11
603787,新日股份,2026-01-12,13.78,3.3,106233,2.01,2.1
688007,光峰科技,2026-01-12,20.1,5.18,150867,2.14,2.09
688295,中复神鹰,2026-01-12,35.36,7.71,194482,1.55,2.08
688171,纬德信息,2026-01-12,52.07,7.41,27201,1.75,2.07
603678,火炬电子,2026-01-12,42.3,7.33,467847,1.65,2.07
600282,南钢股份,2026-01-12,5.84,5.8,1232017,1.79,2.06
688070,纵横股份,2026-01-12,65.2,6.1,32546,2.22,2.06
688159,有方科技,2026-01-12,55.96,4.38,81318,2.64,2.06
688622,禾信仪器,2026-01-12,118.51,4.26,40787,2.27,2.06
601339,百隆东方,2026-01-12,6.27,5.03,286048,3.04,2.05
603169,兰石重装,2026-01-12,13.43,3.15,1668901,2.01,2.05
600095,湘财股份,2026-01-12,11.85,3.4,697044,1.78,2.05
688262,国芯科技,2026-01-12,34.41,3.36,239871,2.46,2.04
920932,科达自控,2026-01-12,23.8,6.58,84492,1.58,2.03
920751,惠同新材,2026-01-12,27.8,7.63,58095,1.32,2.02
688155,先惠技术,2026-01-12,73.21,5.93,53330,1.64,2.02
688631,莱斯信息,2026-01-12,77.0,5.11,52114,1.97,2.01
603068,博通集成,2026-01-12,41.27,5.36,111787,2.69,2.0
603893,瑞芯微,2026-01-12,197.0,5.1,160030,1.77,2.0
