code,name,date,close,pct_chg,volume,z_score,vol_ratio
600633,浙数文化,2026-01-14,17.39,7.54,2025744,2.97,5.93
601016,节能风电,2026-01-14,3.15,3.96,3133807,4.11,5.47
601858,中国科传,2026-01-14,24.09,8.86,569008,2.89,5.46
603285,键邦股份,2026-01-14,27.35,7.89,138745,4.09,5.29
603602,纵横通信,2026-01-14,17.33,4.78,500770,2.86,5.27
600126,杭钢股份,2026-01-14,9.59,8.12,2910966,3.74,4.99
920046,亿能电力,2026-01-14,18.49,6.14,217041,2.98,4.94
600825,新华传媒,2026-01-14,7.43,7.22,984037,3.07,4.94
920208,青矩技术,2026-01-14,28.19,7.19,69246,3.36,4.92
601900,南方传媒,2026-01-14,16.53,7.97,767247,2.63,4.84
600570,恒生电子,2026-01-14,35.13,6.81,2519429,3.72,4.71
601949,中国出版,2026-01-14,7.65,4.79,698680,2.37,4.65
600714,金瑞矿业,2026-01-14,14.12,6.65,482552,3.41,4.59
920556,雅达股份,2026-01-14,11.98,7.25,228740,3.41,4.57
603325,博隆技术,2026-01-14,88.75,5.88,38435,3.56,4.52
688139,海尔生物,2026-01-14,36.98,3.09,132372,3.2,4.45
600571,信雅达,2026-01-14,18.05,5.19,692238,3.5,4.21
688777,中控技术,2026-01-14,68.3,7.95,859347,2.59,4.15
603811,诚意药业,2026-01-14,12.28,6.69,295360,3.49,4.15
603496,恒为科技,2026-01-14,38.5,7.18,705376,2.11,4.11
688590,新致软件,2026-01-14,24.8,4.51,427604,2.52,4.02
688768,容知日新,2026-01-14,53.02,4.35,60032,2.88,4.01
603598,引力传媒,2026-01-14,32.4,3.28,944991,2.69,3.93
688118,普元信息,2026-01-14,37.08,4.98,185202,2.26,3.91
688232,新点软件,2026-01-14,33.11,3.08,171981,1.76,3.9
920090,同辉信息,2026-01-14,8.73,9.13,507003,2.08,3.87
600644,乐山电力,2026-01-14,11.26,3.87,738221,3.2,3.82
600797,浙大网新,2026-01-14,11.63,5.15,2057781,2.88,3.73
603927,中科软,2026-01-14,21.48,3.72,471221,3.1,3.7
603825,ST华扬,2026-01-14,9.92,3.33,154563,2.81,3.65
603255,鼎际得,2026-01-14,31.26,4.83,46214,3.84,3.63
600845,宝信软件,2026-01-14,24.97,4.92,984690,2.28,3.59
603630,拉芳家化,2026-01-14,23.85,5.62,165238,3.1,3.58
600861,北京人力,2026-01-14,19.47,4.28,156732,3.52,3.57
920374,云里物里,2026-01-14,28.77,4.43,42595,2.99,3.55
600609,金杯汽车,2026-01-14,4.9,4.26,693055,3.59,3.53
920873,中设咨询,2026-01-14,8.87,3.14,125995,3.25,3.53
603615,茶花股份,2026-01-14,26.08,4.53,117087,3.76,3.5
920001,纬达光电,2026-01-14,21.59,5.16,68408,3.13,3.5
688663,新风光,2026-01-14,46.2,7.32,87113,3.37,3.47
688327,云从科技-UW,2026-01-14,17.99,7.15,1213175,2.78,3.46
603309,维力医疗,2026-01-14,14.55,8.26,300664,2.34,3.44
