code,name,date,close,pct_chg,volume,z_score,vol_ratio
688298,东方生物,2026/1/26,27.59,8.62,101519,3.92,4.21
600675,中华企业,2026/1/20,3.02,9.42,1168400,3.71,3.51
605376,博迁新材,2026/1/20,73.99,6.77,219881,3.71,3.3
920414,欧普泰,2026/1/26,17.84,3.66,272518,3.64,4.85
600585,海螺水泥,2026/1/20,23.44,5.06,826132,3.52,2.78
688308,欧科亿,2026/1/20,42.39,6.56,157084,3.49,2.85
920675,秉扬科技,2026/1/26,11.3,3.48,107322,2.94,3.12
603366,日出东方,2026/1/26,10.56,7.65,783040,2.93,2.9
603737,三棵树,2026/1/20,47.39,7.75,97868,2.82,2.41
688689,银河微电,2026/1/20,32.51,4.87,75223,2.76,2.39
600605,汇通能源,2026/1/20,30.38,6.04,64085,2.75,2.24
688100,威胜信息,2026/1/20,45.67,6.01,98219,2.74,2.38
688185,康希诺,2026/1/26,74.44,7.67,54175,2.71,2.61
600853,龙建股份,2026/1/20,4.95,6,990514,2.7,2.8
688485,九州一轨,2026/1/26,22.41,8,68838,2.63,2.17
600831,广电网络,2026/1/20,4.4,3.53,305445,2.62,2.06
600639,浦东金桥,2026/1/20,10.72,3.28,127966,2.6,2.23
920368,连城数控,2026/1/26,50.31,6.68,344046,2.55,3.07
600663,陆家嘴,2026/1/20,8.4,3.07,151789,2.5,2.06
