code,name,date,close,pct_chg,volume,z_score,vol_ratio
603896,寿仙谷,2026-01-13,20.79,4.58,87524,4.19,5.98
920685,新芝生物,2026-01-13,16.05,6.01,102167,4.14,7.09
920478,峆一药业,2026-01-13,21.2,8.11,72074,4.14,5.71
603213,镇洋发展,2026-01-13,13.61,3.11,125168,4.1,4.99
600816,建元信托,2026-01-13,3.05,4.45,2803484,4.06,4.99
601222,林洋能源,2026-01-13,5.9,4.61,715770,4.04,4.46
600633,浙数文化,2026-01-13,16.17,5.48,1888231,4.03,7.7
603319,美湖股份,2026-01-13,37.7,8.3,558571,3.98,3.63
920017,星昊医药,2026-01-13,20.68,6.32,111992,3.96,5.13
920496,许昌智能,2026-01-13,11.21,4.38,169034,3.94,4.64
600637,东方明珠,2026-01-13,15.39,5.05,5935262,3.94,6.02
688517,金冠电气,2026-01-13,17.45,4.99,108801,3.88,3.2
600588,用友网络,2026-01-13,17.28,7.87,4045720,3.87,5.89
920037,广信科技,2026-01-13,92.18,5.2,35432,3.86,3.23
600505,西昌电力,2026-01-13,14.09,3.22,250959,3.85,3.58
603059,倍加洁,2026-01-13,36.25,3.93,82827,3.83,4.1
600415,小商品城,2026-01-13,17.53,5.92,2715011,3.82,3.87
688690,纳微科技,2026-01-13,29.28,5.93,124952,3.8,3.62
600714,金瑞矿业,2026-01-13,13.24,3.12,326216,3.64,3.92
688139,海尔生物,2026-01-13,35.87,4.43,100418,3.62,4.22
920735,德源药业,2026-01-13,36.81,3.54,61586,3.6,3.69
601877,正泰电器,2026-01-13,30.46,3.96,719853,3.59,2.95
601808,中海油服,2026-01-13,15.29,6.03,533264,3.57,4.03
600268,国电南自,2026-01-13,12.36,4.3,985283,3.54,3.2
601858,中国科传,2026-01-13,22.13,3.07,494122,3.53,6.29
688686,奥普特,2026-01-13,136.91,3.59,28866,3.5,2.7
603190,亚通精工,2026-01-13,28.43,4.45,83691,3.34,2.31
600312,平高电气,2026-01-13,19.78,3.78,708274,3.33,2.69
920942,恒立钻具,2026-01-13,34.72,3.64,47790,3.32,3.07
920111,聚星科技,2026-01-13,25.66,3.97,61590,3.32,3.02
920018,宏远股份,2026-01-13,30.51,6.23,66670,3.31,3.91
603191,望变电气,2026-01-13,17.43,4.62,340468,3.29,3.45
603918,金桥信息,2026-01-13,20.15,4.51,944090,3.23,4.99
603630,拉芳家化,2026-01-13,22.58,4.3,123962,3.2,3.17
600926,杭州银行,2026-01-13,15.96,3.7,1208397,3.19,2.49
600094,大名城,2026-01-13,5.25,4.37,1562263,3.18,3.02
688607,康众医疗,2026-01-13,56.0,3.72,191306,3.18,3.99
920116,星图测控,2026-01-13,139.05,6.83,158838,3.17,2.24
603171,税友股份,2026-01-13,82.0,4.9,174656,3.13,2.63
603813,*ST原尚,2026-01-13,46.16,3.2,22405,3.12,3.24
688679,通源环境,2026-01-13,36.0,8.3,185647,3.07,3.22
688787,海天瑞声,2026-01-13,165.02,3.34,98327,3.05,3.4
603158,腾龙股份,2026-01-13,11.09,3.64,511492,2.97,2.49
688615,合合信息,2026-01-13,320.28,3.99,109484,2.95,3.25
601126,四方股份,2026-01-13,35.15,6.0,592030,2.94,1.99
688568,中科星图,2026-01-13,84.25,6.52,754028,2.93,1.97
601929,吉视传媒,2026-01-13,4.52,7.62,8857547,2.93,3.72
603259,药明康德,2026-01-13,104.6,6.0,924548,2.9,2.34
600722,金牛化工,2026-01-13,6.85,3.47,684282,2.9,4.17
688038,中科通达,2026-01-13,22.79,8.32,123641,2.88,3.55
688265,南模生物,2026-01-13,49.44,4.52,31636,2.85,3.29
603530,神马电力,2026-01-13,45.08,6.2,151805,2.85,2.31
920809,安达科技,2026-01-13,7.76,6.3,668159,2.83,2.35
603079,圣达生物,2026-01-13,20.03,4.81,112458,2.82,2.59
688593,新相微,2026-01-13,22.82,4.63,218926,2.8,2.57
600338,西藏珠峰,2026-01-13,18.92,6.77,1501264,2.74,2.32
603990,麦迪科技,2026-01-13,16.57,3.24,488767,2.72,2.55
600272,开开实业,2026-01-13,15.03,3.66,207102,2.64,2.15
688293,奥浦迈,2026-01-13,55.76,5.05,26647,2.62,2.77
603683,晶华新材,2026-01-13,27.55,4.16,207741,2.59,2.5
600986,浙文互联,2026-01-13,11.26,4.84,2477764,2.57,3.14
688676,金盘科技,2026-01-13,92.95,5.42,391349,2.55,1.93
688236,春立医疗,2026-01-13,26.35,6.59,46637,2.54,2.44
688560,明冠新材,2026-01-13,17.3,6.4,199393,2.54,2.44
688472,阿特斯,2026-01-13,16.46,3.65,1637518,2.54,2.0
603281,江瀚新材,2026-01-13,30.46,3.32,64851,2.54,3.07
920564,天润科技,2026-01-13,36.49,4.47,172901,2.52,3.0
688182,灿勤科技,2026-01-13,34.8,3.33,163863,2.51,2.03
